title,text,author,published,tags,source
„Aktivisten haben sich in einer alten Kneipe verschanzt“,,,1601126650,"Deutschland,Tagebau Garzweiler",welt
Nur ein Überlebender nach Absturz von ukrainischem Militärflugzeug,"In der Ukraine ist eine Militärmaschine mit Rekruten der Luftwaffe während des Landeanflugs abgestürzt. Nur ein Insasse überlebte. Offenbar war ein Triebwerk in der über 40 Jahre alten Maschine ausgefallen. Mittlerweile wurde der Flugschreiber gefunden.

Die in Flammen stehende Antonow AN-26 nach dem Absturz in der Nähe von Charkow

Anzeige

Einer der 27 Insassen hat den Absturz einer Militärmaschine im Osten der Ukraine überlebt. Der Militärangehörige erlitt nach Angaben des behandelnden Krankenhauses vom Samstag eine Gehirnerschütterung, befand sich aber nicht in Lebensgefahr. Ein zweiter Überlebender des Absturzes war nach Angaben des Gesundheitsministeriums zuvor seinen Verletzungen erlegen.

Die Transportmaschine des Typs Antonow-26 war am Freitag beim Anflug auf die Landebahn in Tschuhujiw in der Region Charkiw abgestürz. An Bord waren nach Angaben der ukrainischen Behörden sieben Besatzungsmitglieder und 20 Studenten einer Hochschule der Luftwaffe. Die Kadetten waren demnach nicht an der Steuerung der Maschine beteiligt. Die Nachforschungen zur Unfallursache dauerten an.

Der Gebietsgouverneur Alexej Kutschera sagte, dass vor dem Absturz ein Triebwerk des Flugzeugs ausgefallen sei. Nach bisherigen Erkenntnissen sollen die Sensoren der Maschine vom Typ Antonow AN-26 im linken Triebwerk ausgefallen sein, erklärte Verteidigungsminister Andrej Taran am Samstag. Militärgerät in der chronisch klammen Ukraine ist oft veraltet.

Flugschreiber gefunden

Anzeige

Mittlerweile ist der Flugschreiber der Antonow gefunden worden. Militärexperten untersuchten zudem die Unfallstelle in Tschuhujiw in der Region Charkiw, um die genaue Ursache des Absturzes zu klären, teilte Verteidigungsminister Taran mit. „Natürlich ist das eine schreckliche Tragödie, wir werden die Gründe herausfinden. Die endgültigen Schlussfolgerungen werden nach der Auswertung der Flugschreiber gezogen“, sagte er.

Der ukrainische Präsident Wolodymyr Selenskyj besuchte am Samstag die Absturzstelle. „Die Ukraine hat 26 ihrer Söhne verloren“, erklärte er anschließend auf Facebook und rief einen nationalen Tag der Trauer aus. Selenskyj forderte eine „objektive“ Untersuchung der Absturzursache.

Viele Unglücke mit dem Flugzeugtyp

Das abgestürzte Modell vom Typ Antonow-26 ist ein zweimotoriges militärisches Kurz- und Mittelstrecken Transportflugzeug des ukrainischen Konstrukteurbüros O. K. Antonow. Der Erstflug dieses Typs war bereits 1969. Die Produktion wurde 1986 eingestellt. Das Unglücksmodell ist laut Verteidigungsministerium 1977 ausgeliefert worden. Antonow produzierte über 1400 Exemplare des Flugzeugs, in dem maximal 40 Passagiere mitfliegen können.

Anzeige

Immer wieder sorgen AN-26 Abstürze für Aufsehen. Der Branchendienst Aviation Safety Network listet allein 168 Abstürze und Zwischenfälle auf, bei denen das Flugzeug zerstört wurde. Zuletzt stürzte am 22. August eine AN-26 im Süd-Sudan kurz nach dem Start ab. Dabei starben sieben Menschen. Angeblich war das Flugzeug überladen.

Allein in den Jahren 2018, 2019, 2020 gab es neun schwere Zwischenfälle oder Abstürze. Eines der schwersten Unglücke war der Absturz einer AN-26 im Dienst der russischen Streitkräfte in Syrien im März 2018. Dabei starben bei einer fehlgeschlagenen Landung alle 39 Menschen an Bord.","'Matthias Kamann', 'Pavel Loshkin', 'Clemens Wergin'",1601126580,"Panorama,Antonow AN-26",welt
Linke wirft Kommunalpolitiker wegen Auftritt mit AfD aus der Partei,"Eine gemeinsame Pressekonferenz mit der AfD kostet den Kommunalpolitiker Ingo Paeschke aus Südbrandenburg die Parteimitgliedschaft bei der Linken. Die Landespartei will nun Richtlinien zum Umgang mit der AfD aufstellen.

Anzeige

Die Landesschiedskommission der Brandenburger Linkspartei hat den Kommunalpolitiker Ingo Paeschke aus Forst (Spree-Neiße) wegen seiner umstrittenen Zusammenarbeit mit der AfD aus der Partei ausgeschlossen. Landesgeschäftsführer Stefan Wollenberg bestätigte am Samstag die Entscheidung vom Vorabend.

Grund sei die Pressekonferenz zum Neubau eines Jugendklubs, den Paeschke als Fraktionsvorsitzender im Stadtparlament im Mai gemeinsam mit einem Vertreter der AfD und der Fraktion „Gemeinsam für Forst“ vorgestellt hatte, berichtete Wollenberg. Zuerst hatte das Nachrichtenmagazin „Der Spiegel“ darüber berichtet.

Lesen Sie auch Randale in Leipzig-Connewitz Die Verflechtungen zwischen Linkspartei und der radikalen Szene

„Die in Forst praktizierte Zusammenarbeit mit der AfD im Rahmen einer gemeinsamen Pressekonferenz verletzt einen elementaren Grundkonsens der Linken“, teilten die Linke-Landesvorsitzenden Anja Mayer und Katharina Slanina in einer gemeinsamen Erklärung mit. „Die gestrige Entscheidung der Landesschiedskommission bekräftigt noch einmal, dass es keine Zusammenarbeit mit der AfD gibt, auf keiner Ebene.“ Die Debatte über den Umgang mit der AfD gerade in den Kommunen laufe aber weiter, räumten die Vorsitzenden ein. Daher werde sich der Landesvorstand mit einer Handreichung zu diesem Thema beschäftigen, um die kommunalen Mandatsträger zu unterstützen. „Der Ausschluss aus der Partei darf nur ein letztes Mittel sein“, betonten sie.

Paeschke akzeptiert den Ausschluss

Anzeige

Paeschke will gegen den Parteiausschluss nicht beim Bundesschiedsgericht vorgehen. „Ich nehme den Ausschluss hin“, sagte er am Samstag der Nachrichtenagentur dpa. Allerdings wolle er als Parteiloser den Vorsitz der dreiköpfigen Linksfraktion im Stadtparlament von Forst behalten. Die beiden anderen Mitglieder hatten sich hinter ihn gestellt.

Der Kreisverband Lausitz hatte die Fraktion vergeblich aufgefordert, den Bezug zur Linkspartei abzulegen. „Ich habe gestern Abend gelernt, dass bei den Linken das Dogma des Antifaschismus mehr wiegt“, sagte Paeschke. „Im kommunalen Bereich ist aber Sacharbeit nötig.“

Lesen Sie auch Meinung Partei in der Krise Nicht zu früh jubeln – der Kern der AfD ist intakt

Der Linke-Landesvorstand hatte Paeschke nach der Pressekonferenz zu einer Entschuldigung und zum Rücktritt aufgefordert. Dies hatte Paeschke jedoch abgelehnt. Daraufhin hatte der Vorstand das Parteiausschlussverfahren eingeleitet.","'Matthias Kamann', 'Till-Reimer Stoldt', 'Claus Christian Malzahn', 'Johannes Boie', 'Julia Witte Genannt Vedder'",1601125592,"Deutschland,Brandenburg",welt
Intensivmediziner rechnen mit Anstieg der Zahl der Corona-Toten,"Anzeige

Ärztevertreter rechnen damit, dass die Zahl der Corona-Toten in Deutschland in den kommenden Wochen weiter steigen wird. Die aktuell zunehmende Zahl der Covid-19-Toten spiegele zeitversetzt das steigende Infektionsgeschehen der vergangenen Wochen wider, sagte Uwe Janssens, Präsident der Deutschen Interdisziplinären Vereinigung für Intensiv- und Notfallmedizin (DIVI), den Zeitungen der Funke Mediengruppe.

Von der Erstinfektion bis zu einer schweren Erkrankung dauere es in der Regel zehn bis 14 Tage, die durchschnittliche Zeit auf der Intensivstation betrage 21 bis 24 Tage. Das bedeute, dass sich viele der Menschen, die jetzt sterben, vor mehr als fünf Wochen angesteckt hätten, erklärte Janssens.

Der Mediziner rechnet nach eigenen Worten aber nicht mit einer erneut dramatischen Entwicklung wie im Frühjahr. „Die Intensivmediziner wissen heute viel mehr über erfolgreiche Behandlungsmöglichkeiten und können medikamentös gezielter eingreifen“, sagte er. Zudem habe das Land gelernt, die besonders gefährdeten Gruppen, die Alten und Kranken, besser zu schützen.

Lesen Sie auch Passive Corona-Impfung „Die Antikörper können das Virus sofort neutralisieren“

Anzeige

Laut Situationsbericht des Robert-Koch-Instituts (RKI) vom Freitag sind in Deutschland derzeit 72 Prozent aller Betten in der Intensivmedizin belegt – rund 22.000 der 30.500 verfügbaren Plätze. Die 304 Covid-19-Fälle in intensivmedizinischer Behandlung machen davon einen Bruchteil aus. 8577 Betten sind derzeit nicht belegt. Seit April erfasst das RKI gemeinsam mit der DIVI die Kapazitäten in der Intensivmedizin in den Kliniken in Deutschland.

Zur traurigen Bilanz der Pandemie gehörten aber nicht nur die unmittelbaren Todesfälle, fügte Janssens hinzu: „Neben den Menschen, die an und mit dem Coronavirus sterben, dürfen wir aber nicht diejenigen vergessen, die weiterhin sterben, weil sie sich aus Angst vor Ansteckung nicht in Praxen und Kliniken trauen.“ Die Gesamtzahl der indirekten Toten werde man erst Jahre später beziffern können, wenn sämtliche Spätfolgen der Pandemie abschätzbar seien.","'Daniel Eckert', 'Olaf Gersemann'",1601125137,"Panorama,Schwere Verläufe",welt
Erdogans neue Repressionswelle,"Anzeige

Angeblich hat es Gouverneur Türker Öksüz nicht rechtzeitig vom Rathaus in die benachbarte Moschee geschafft und deshalb das Freitagsgebet vor dem Rathaus verrichtet. Doch viele Oppositionelle sahen in dem Bild, das Öksüz und seine Leibwächter vor dem Rathaus der nordostanatolischen Stadt beim Beten zeigte, etwas anderes: eine Pose in der Tradition islamischer Feldherren, die nach der Einnahme einer feindlichen Stadt zum „Eroberungsgebet“ niederknieten.

Wenige Stunden zuvor war Öksüz, als Gouverneur von Kars der oberste Beamte der Provinz, als Nachfolger des abgesetzten und verhafteten Bürgermeisters Ayhan Bilgen berufen worden. Damit wurde der prokurdisch-linken Demokratischen Partei der Völker (HDP) die letzte größere Stadt entrissen, die sie bei der Bürgermeisterwahl im Frühjahr 2019 errungen hatte. Von 65 Gemeinden sind ihr nur sechs kleine Gemeinden verblieben, die übrigen stehen unter Zwangsverwaltung.

Gouverneur Türker Öksüz: Sein öffentliches Gebet erinnerte viele Oppositionelle an eine osmanische Eroberungsgeste Quelle: social media/screenshot WELT

Zusammen mit dem früheren Parteisprecher Bilgen, der einst als muslimischer Menschenrechtler bekannt wurde, wurden 16 weitere HDP-Politiker verhaftet. Zudem hat die Staatsanwaltschaft für sieben Abgeordnete, darunter die Co-Parteichefin Pervin Buldan und den türkisch-armenischen Politiker Garo Paylan, die Aufhebung der Immunität beantragt.

Abgesetzt und verhaftet: Bürgermeister Ayhan Bilgen Quelle: AFP

Anzeige

Nicht nur außenpolitisch verfolgt Staatspräsident Recep Tayyip Erdogan eine Konfrontationspolitik – derzeit im Konflikt um Bergkarabach, zuvor gegen Griechenland. Auch innenpolitisch hat er eine neue Repressionswelle eingeleitet. Denn nicht nur die HDP, auch ein Großteil der restlichen Opposition ist überzeugt, dass diese Maßnahmen politisch motiviert sind. Dafür steht auch der Mann, der die Ermittlungen leitet: Yüksel Kocaman, Oberstaatsanwalt von Ankara und als Erdogan Gefolgsmann bekannt.

Das Ziel dieses Manövers: die HDP weiter zermürben, die eigenen Anhänger mit dem permanenten Feindbild bei Stimmung halten und die restliche Opposition entlang der Kurdenfrage spalten. Das Kalkül: Entweder distanziert sich der Rest der Opposition von der HDP und drängt sie aus dem Anti-Erdogan-Block, womöglich sogar aus der parlamentarischen Arena. Oder die Opposition solidarisiert sich mit der HDP und kann als „Terrorsympathisanten“ gebrandmarkt werden.

Gegenstand der Ermittlungen sind sechs Jahre zurückliegende Ereignisse: Damals belagerte die dschihadistische Miliz Islamischer Staat (IS) die syrisch-kurdische Stadt Kobani. Die HDP wie die verbotene PKK riefen zu Protesten auf. Die Demonstranten forderten von der Regierung, einen Korridor für irakisch-kurdische Peschmerga-Kämpfer zu öffnen und die Duldung des IS, der die Türkei ungestört für Nachschub nutzte, zu beenden. Dagegen wiederum gingen Anhänger der kurdisch-islamistischen Partei Hüda-Par auf die Straße, bei Zusammenstößen zwischen diesen Gruppen und den Sicherheitskräften kamen an drei Tagen mindestens 37 Menschen ums Leben.

Lesen Sie auch Türkei Erdogan hat Europa jetzt genau da, wo er will

Anzeige

Erst ein Aufruf des inhaftierten PKK-Chefs Abdullah Öcalan beendete die Unruhen. Die Türkei öffnete den Korridor, kurz darauf griff die US-Luftwaffe ein – der Wendepunkt im Kampf gegen den IS. Erst im Frühjahr 2016, nach dem Ende des Waffenstillstands zwischen der PKK und dem türkischen Staat im Jahr zuvor, führten diese Ereignisse zu Konsequenzen: Wegen Aufstachelung zum Aufstand wurden dem damaligen, auch im Westen des Landes populären HDP-Chef Selahattin Demirtaş und weiteren Abgeordneten die parlamentarische Immunität entzogen. Seit November 2016 befindet er sich in Haft. Auch der nun abgesetzte Ayhan Bilgen saß 2017 im Zusammenhang mit den Kobani-Unruhen acht Monate im Gefängnis. Später erklärte das Verfassungsgericht seine Verhaftung für rechtswidrig. Dennoch wurde er nun im selben Verfahren verhaftet.

Nach Angaben der HDP wurden in den vergangenen vier Jahren rund 5000 ihrer Mitglieder inhaftiert, führende Politiker ebenso wie lokale Funktionäre. Doch anders als bei ihren Vorgängern wurde gegen die HDP kein Verbotsverfahren eingeleitet. Der Grund: die Schlüsselrolle, die die Partei im politischen Gefüge des Landes einnimmt – zwischen dem Regierungsblock aus AKP und der rechtsextremen MHP einerseits und der von der kemalistisch-sozialdemokratischen CHP angeführten Opposition andererseits. Die entscheidende Rolle der HDP zeigte sich bei der Kommunalwahl, als sie in westtürkischen Städten auf eigene Bewerber verzichtete und den Oppositionskandidaten zu Siegen verhalf.

Lesen Sie auch Türkische Lokalpolitik „Arroganz ist der Schwachpunkt von Erdogans Regierung“

Bislang haben die meisten anderen Oppositionspolitiker die Verhaftungswelle kritisiert. Doch die eigentliche Prüfung für ihren Zusammenhalt steht noch bevor: Wenn das Parlament in den kommenden Wochen über die Immunität der HDP-Abgeordneten entscheidet. Am schwierigsten wird diese Bewährungsprobe für die „Gute Partei“, deren Chefin Meral Aksener sich bislang nicht zu den Verhaftungen geäußert hat. Die Partei entstand 2017 als Abspaltung von der MHP; noch immer ist unklar, ob sie als nationalistische Alternative oder als gemäßigte Mitte-Rechts-Partei positionieren möchte.

Anzeige

Erdogan hat in der „Guten Partei“ das schwächste Glied des Oppositionsblocks ausgemacht. Im Sommer machten er und MHP-Chef Devlet Bahceli sogar Offerten, sich der Regierungsallianz anzuschließen. Aksener lehnte zwar ab. Doch nicht nur in der Außenpolitik steht die „Gute Partei“ aufseiten der Regierung, auch in der Kurdenfrage sind viele ihrer 38 Abgeordneten nicht weit von der AKP und MHP entfernt. Bei der Immunitätsabstimmung werden sie Farbe bekennen müssen.

Die Zeit läuft gegen Erdogan

Sinnvoll erscheint dieses Manöver aber nur, wenn es zur Vorbereitung einer Wahl dient. Die nächsten Parlaments- und Präsidentschaftswahlen sind zwar für 2023 angesetzt. Doch die Zeit läuft gegen Erdogan: eine sich verschärfende Wirtschaftskrise, der tiefe Fall der Lira, eine Regierung, der die großen Erzählungen abhanden gekommen sind, und eine Opposition, die mit gleich zwei aus der AKP abgespaltenen Parteien breiter aufgestellt ist als je zuvor.

Warten könnte sich als riskanter erweisen als vorgezogene Neuwahlen. Auch die nationalistische Stimmung, die die Regierung im Monatstakt schürt, steht womöglich in diesem Kontext. Und darum könnten nun nicht nur weitere Verhaftungen folgen, sondern auch ein Verbot der HDP – so platziert, dass ihr keine Zeit bleibt, um sich mit einer Nachfolgepartei an den Wahlen zu beteiligen.

Über ein Verbot müsste das Verfassungsgericht entscheiden, das letzte staatliche Organ, das sich das Regime noch nicht ganz einverleiben konnte. Womöglich sagte MHP-Chef Bahceli deshalb vorige Woche: „Das Verfassungsgericht muss von Grund auf neustrukturiert und dem Präsidialsystem angepasst werden.“ Es wäre nicht das erste Mal, dass einem Wort von Bahceli Taten folgen.",Deniz Yücel,1601972245,"Ausland, Türkei",welt
"So kannst du beeinflussen, wie schnell die Zeit vergeht","Wenn du dich an das vergangene Jahr erinnerst, denkst du wahrscheinlich, dass die Zeit irrsinnig schnell vergangen ist. Ein Psychologe hat jetzt eine Methode entdeckt, mit der du einen Einfluss darauf nehmen kannst, wie schnell die Zeit für dich vergeht.

Anzeige

Oft kommt es uns vor, als wäre gerade noch Ostern gewesen und, zack, steht Weihnachten schon vor der Tür. Die vergangene Zeit fühlt sich an wie fünf Minuten. Und auf diese Weise zieht in rasender Geschwindigkeit das Leben an uns vorbei, und wir können nichts dagegen tun.

Doch stimmt das wirklich?

Der Psychologe Ferdinand Kosak von der Universität Regensburg denkt, wir können Einfluss darauf nehmen, wie schnell die Zeit in unseren Augen vergeht. Die Methode, die er entdeckt und 2019 im Journal „Acta Psychologica“ veröffentlicht hat, ist denkbar simpel. Jeder von uns kann sie anwenden.

Doch fangen wir am Anfang an.

Die Wahrnehmung von Zeit beschäftigt Kosak schon seit seiner Jugend, sagte er uns im Gespräch.

Meine Mutter und meine Tante haben oft über das Zeitvergehen geschimpft. Das hat mich schon damals deprimiert.

Anzeige

Und tatsächlich hat Kosak selbst, als er älter wurde, die Zeit anders wahrgenommen: Bei ihm verging sie im Vergleich jedoch nicht schneller, sondern eher langsamer.

Dieser Unterschied in der Wahrnehmung inspirierte ihn zu seiner Forschung.

Bisher gab es zum Zusammenhang von Erinnerungen und Zeitwahrnehmung schon einige Laborexperimente, aber noch nie eine Untersuchung, die auf das Zeitvergehen im echten Leben abzielt.

Kosak entwickelte also einen Online-Fragebogen, den 473 Menschen zwischen 14 und 67 Jahren ausfüllten. Die Teilnehmer wurden zufällig zu zwei Gruppen zugeordnet: Eine Gruppe sollte auf einer Skala von „sehr langsam“ bis „sehr schnell“ bewerten, wie sie das Verstreichen der vergangenen fünf Jahre empfand. Das war die Kontrollgruppe.

Wie ist das bei dir?

An dieser Stelle finden Sie Inhalte von Drittanbietern Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Externe Inhalte aktivieren

Anzeige

Die andere Gruppe tat das Gleiche, sollte aber vorher noch Ereignisse aufschreiben, die in den vergangenen fünf Jahren in ihrem Leben stattgefunden haben.

Dabei entdeckte Kosak einen überraschenden und signifikanten Effekt:

Bemerkenswert war nämlich anders als erwartet gar nicht in erster Linie der Unterschied zwischen den Gruppen, sondern vor allem, wie viele Erinnerungen die Teilnehmer aktiv heraufbeschworen hatten.

Das könnte dich auch interessieren: Psychologie Deine Sprache entscheidet, wie du Zeit wahrnimmst

Anzeige

Wer sich vorab mindestens vier Ereignisse ins Gedächtnis rief, für den verging die Zeit langsamer als für die Kontrollgruppe.

Dabei ließ sich das Ergebnis mit mehr Erinnerungen aber nicht weiter steigern: Hatten die Teilnehmer den kritischen Punkt von etwa vier in der Vergangenheit liegenden Ereignissen überschritten, fühlte sich die Zeit für sie durchschnittlich langsamer an.

Quelle: Getty Images/Westend61

Probanden, die weniger Erinnerungen aufschrieben, empfanden die vergangene Zeit hingegen sogar als schneller, verglichen mit der Kontrollgruppe.

Diese Forschungsergebnisse hielten für Kosak auch eine persönliche Erkenntnis bereit: Er versteht heute, warum er die Zeit langsamer wahrnimmt als seine Mutter. Kosak sagt über sich selbst, dass er viele Veränderungen erlebt habe, zum Beispiel sei er oft umgezogen, habe in anderen Städten und Kontexten gelebt und gearbeitet.

Immer wenn sich andere über das schnelle Zeitvergehen beschwert haben, habe ich aufgezählt, was in den Jahren alles passiert ist, und hatte nicht den Eindruck, dass die Zeit so schnell vergangen ist.

Ein paar offene Fragen gibt es für Kosak aber auch noch: Weitere Forschungen könnten zum Beispiel ältere Erwachsene noch einmal genauer unter die Lupe nehmen, um Handlungsempfehlungen für konkret diese Altersgruppe abzuleiten. Auch könnten neben dem Fünf-Jahres-Zeitraum noch andere Zeitintervalle näher untersucht werden.

Klar ist aber schon jetzt: Wenn es für dich mal wieder so scheinen sollte, als wären die Jahre eine direkte Verkettung von Oster- und Weihnachtsfesten, dann erinnere dich einfach an rund vier Ereignisse, die dazwischen passiert sind – und deine Wahrnehmung wird sich vermutlich ändern.

Anzeige





Dieser Artikel wurde erstmals im März 2019 veröffentlicht.",Paula Leocadia Pleiss,1601971260,"kmpkt, Erinnerungen",welt
„Wir würden Angela Merkel in Deutschland nicht so behandeln“,"Der amerikanische Präsident ist nicht nur der berühmteste, er ist auch der am aufwändigsten behandelte Corona-Patient der Welt: Ob Kortison, Remdesivir oder sogar Medikamente, die bisher noch niemand richtig kennt – was auch immer gegen den Erreger helfen könnte, Donald Trump bekommt es.

Zwischenzeitlich konnte man den Eindruck haben, diese Mixtur würde eine erstaunlich rasante, ja fast eine Wunderheilung bewirken. Am Donnerstag hatte sich der 74-Jährige angeblich das erste Mal krank gefühlt. Am nächsten Morgen wurde das positive Testergebnis bekannt gegeben, Trump noch am Abend in ein Militärkrankenhaus verlegt. Am Samstag erfolgte per Video schon die Botschaft an die Nation: Es gehe ihm viel besser, hieß es aus dem Krankenbett. Am Montagabend wurde er nach nur drei Tagen aus der Klinik entlassen.

Bei Stefan Kluge, dem Leiter der Intensivmedizin am Hamburger Uniklinikum Eppendorf (UKE), löst das Verwunderung aus.",Michael Brendler,1601971200,"Gesundheit, Trumps Corona-Therapie",welt
Tichanowskaja trifft Bundeskanzlerin Merkel,,,1601971200,"Politik, Weißrussische Oppositionspolitikerin",welt
"„Je größer der Druck ist, desto weniger Zeit bleibt“","WELT: Frau Professor Mata, in Ihrer Studie spielte auch die Affektregulation von Studierenden eine Rolle. Was genau meinen Sie damit?

Jutta Mata: In Zeiten großer Anspannung – sei es wegen Prüfungen oder weil man sich in die neuen Strukturen einfinden muss – sind Studierende mit gutem Gesundheitsverhalten positiver gestimmt. Sie fühlen sich fröhlicher und zuversichtlicher, sind weniger traurig, verärgert oder frustriert, wenn sie sich regelmäßig bewegen und genug schlafen. Das „Snacking“, also der Griff zu Schokoriegeln oder Chips, hat dagegen keinen Einfluss auf den Affekt, weder im Positiven noch im Negativen – und übrigens auch nicht auf den Lernerfolg. Viele glauben zwar an „Seelenfutter“, aber Süßes oder Fettiges hatte zumindest in unseren Studien keine Pufferwirkung, die die negativen Effekte von Stress abdämpft.

WELT: Was können Studenten stattdessen tun, um gut durch die Uni zu kommen?",Céline Lauer,1601970540,"Gesundheit, Stress im Studium",welt
Die U-Boot-Flotte der Drogenbosse,,Tobias Käufer,1601970395,"Ausland, Kolumbien",welt
