title,text,author,published,tags,source
Was Joe Biden fehlt – und was Trumps großer Vorteil ist,,Marcel Reich,1601389935,"US-Wahl, Der Markenvergleich",welt
DFB informiert über Fankonzept für anstehende Länderspiele,"Nach zuletzt enttäuschenden Ergebnissen will die Nationalmannschaft in den kommenden Spielen mit Hilfe der Fans wieder in die Erfolgsspur finden. Wie die Aufgaben gemeistert werden sollen, erläutert Co-Trainer Marcus Sorg, hier live.",,1601894090,"Fußball, Nations League",welt
"„Ich verdien‘ ganz gut, als reich würde ich mich nicht empfinden“","In einem ARD-Interview sagt Olaf Scholz, er würde sich nicht als „reich“ empfinden – und leistet sich gleichzeitig einen Seitenhieb in Richtung Friedrich Merz. Auf Twitter erntet der Finanzminister jetzt heftige Kritik.

Anzeige

Olaf Scholz (SPD) verdient als Finanzminister rund 16.500 Euro pro Monat. Als „reich“ möchte sich der Kanzlerkandidat der Sozialdemokraten mit diesem Einkommen aber nicht definieren. Das sagte Scholz am Sonntagabend in einem ARD-Interview. Auf Twitter wird nun diskutiert, ob Scholz tatsächlich nicht reich sei. Erinnerungen an eine Debatte um das Vermögen von Scholz‘ potentiellem Konkurrenten aus der CDU, Friedrich Merz, werden wach.

In dem Gespräch sagte Scholz wörtlich: „Ich verdien‘ ganz gut, als reich würde ich mich nicht empfinden.“ Auf die Nachfrage, ob er sich zur oberen Mittelschicht zähle, entgegnete Scholz schmunzelnd: „Nein, so viel Geld, wie derjenige, der das für sich qualifiziert hat, verdiene ich nicht und habe ich auch nicht als Vermögen.“ Ein Seitenhieb in Richtung Merz, der sich als bekennender Millionär Ende November in einem „Bild“-Interview selbst zur „gehobenen Mittelschicht“ gezählt hatte.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Bemerkenswert ist es dennoch, dass auch Scholz sich nicht zur oberen Mittelschicht zugehörig fühlt. Schließlich verdient nicht nur er deutlich fünfstellig pro Monat, sondern auch seine Ehefrau Britta Ernst erhält als brandenburgische Bildungsministerin ein Salär, das nicht weit darunter liegt: Noch ohne Zuschläge liegt ihr Bruttoverdienst bei rund 14.000 Euro monatlich.

Anzeige

Das Bundesfinanzministerium teilte auf WELT-Anfrage das genaue Gehalt des Ministers mit. Scholz verdiene, „wie er am Sonntag beim ‚Bericht aus Berlin‘ gesagt hat, viel Geld“, heißt es in der Antwort. Wie alle Bundesminister erhalte er ein gesetzlich festgelegtes monatliches Gehalt in Höhe von 15.194,61 Euro, das sich aus dem Amtsgehalt und einem Ortszuschlag zusammensetzt. Hinzu komme eine jährliche Aufwandentschädigung in Höhe von 3681,36 Euro, was 306,78 Euro monatlich entspricht. Vonseiten der SPD erhalte Scholz keinerlei Aufwandsentschädigungen.

Das Ehepaar Scholz/Ernst verdient mehr als 30.000 Euro pro Monat

Zusammen kommt das kinderlose Ehepaar also auf mehr als 30.000 Euro Bruttoverdienst pro Monat. Zum oberen Zehntel gehören Paare ohne Kinder in Deutschland einer Studie des Instituts der deutschen Wirtschaft (2019) zufolge bereits ab einem monatlichen Haushaltsnettoeinkommen von 5160 Euro. Scholz/Ernst liegen deutlich darüber.

Entsprechend fiel die Kritik an Scholz‘ Selbsteinschätzung auf Twitter aus. User @KaiGuitarH beispielsweise schrieb: „Es kann doch nicht sein, dass jemand mit solch einem Verdienst denkt, dass er nur zur Mittelschicht gehört. Das würde bedeuten er setzt einen riesigen Teil der Bevölkerung in die Unterschicht.“

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Anzeige

Christian Dürr, als Fraktionsvize der FDP im Bundestag zuständig für Finanzfragen, twitterte: „Als Bundesminister gehören Sie, Olaf Scholz, zu den Top-5%-Spitzenverdienern. Aber reich sind anscheinend immer die anderen...“

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Und Autorin Annika Brockschmidt schrieb auf Twitter: „Der Finanzminister aus dem Hause SPD empfindet sich mit einem monatlichen (!) Haushaltseinkommen von 30.000€ brutto nicht als reich, sondern er ‚verdiene ganz gut‘. Kannste dir nicht ausdenken.“","'Curd Wunderlich', 'Michael Fabricius', 'Ulrich Exner', 'Karsten Seibel', 'Johannes Boie'",1601893921,"Deutschland, SPD-Kanzlerkandidat Olaf Scholz",welt
26-Jähriger nahe Synagoge attackiert – Ermittler sehen versuchten Mord,"Anzeige

Polizei und Generalstaatsanwaltschaft werten den Angriff auf einen jüdischen Studenten vor einer Hamburger Synagoge nach ersten Erkenntnissen als versuchten Mord – mutmaßlich mit antisemitischem Hintergrund. Das teilten beide Behörden am Montag in Hamburg mit.

Ein Mann hatte am Sonntagnachmittag einen 26-Jährigen vor der Hamburger Synagoge mit einem Klappspaten angegriffen und erheblich verletzt. Das teilte die Polizei am Abend mit. Die „Süddeutsche Zeitung“ („SZ“) hatte zuvor von einer „offenbar antisemitischen Attacke“ berichtet, bei der ein Mann in militärischer Kleidung einen jüdischen Studenten mit einer Schaufel attackiert habe. Nach dpa-Informationen soll der 29-Jährige einen Zettel mit einem Hakenkreuz in seiner Hosentasche gehabt haben.

Zu den Hintergründen der Tat äußerte sich die Polizei zunächst nicht. Ein 29 Jahre alter Mann, der „bundeswehrähnliche Kleidung“ trug, habe dem 26-Jährigen mit dem Spaten auf den Kopf geschlagen und ihn dabei erheblich, aber nicht lebensgefährlich verletzt, hieß es.

Passanten kümmerten sich um das Opfer

Anzeige

Der 26-Jährige konnte sich den Angaben zufolge in Sicherheit bringen und wurde bis zum Eintreffen von Rettungskräften von Passanten erstversorgt. Beamte, die zum Schutz der Synagoge vor Ort waren und den Vorfall beobachteten, hätten den Angreifer festgenommen. Die Hintergründe würden nun ermittelt. Auch der Staatsschutz sei eingeschaltet worden.

Nach Angaben der „SZ“ wurden die vielen Besucher der Synagoge in Sicherheit gebracht. Sie feierten dort am Sonntag das Laubhüttenfest Sukkot.

Der 29-Jährige, der in Berlin wohnt, macht laut Polizei einen „extrem verwirrten Eindruck“. Es sei sehr schwierig, ihn zu vernehmen, sagte eine Polizeisprecherin am Sonntagabend. Der Angreifer sei Deutscher mit kasachischen Wurzeln. Es sei unklar, woher er den militärischen Tarnanzug habe, den er bei der Tat am Nachmittag getragen habe. Nähere Angaben zu den Hintergründen der Tat konnte die Sprecherin zunächst nicht machen. Die Ermittlungen dauerten an.

Wohnung in Hamburg durchsucht

Anzeige

Die Polizei hat inzwischen eine Wohnung in der Hansestadt durchsucht. Ersten Erkenntnissen zufolge hatte sich der mutmaßliche Täter dort unangemeldet aufgehalten, sagte ein Polizeisprecher. In seiner Wohnung in Berlin lebe er seit 2019 nicht mehr.

In der Wohnung in Hamburg-Langenhorn hätten die Beamten zunächst keine weiteren offensichtlichen Hinweise auf einen Mittäter oder rechte Struktur oder Gesinnung gefunden. Sie haben mehrere Datenträger, vor allem zwei Laptops und USB-Sticks, sichergestellt. Die Auswertung dauere noch an.

Maas verurteilt Attacke: „Widerlicher Antisemitismus“

Außenminister Heiko Maas (SPD) hat die Attacke scharf verurteilt. „In Hamburg hat ein Mann wohl einen jüdischen Studenten vor seiner Synagoge mit einer Schaufel angegriffen. Das ist kein Einzelfall, das ist widerlicher Antisemitismus und dem müssen wir uns alle entgegenstellen“, schrieb Maas am Sonntagabend auf Twitter. „Meine Gedanken sind bei dem Studenten, ich wünsche gute Genesung.“

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Anzeige

Hamburgs Bürgermeister Peter Tschentscher (SPD) reagierte bestürzt. „Ich wünsche dem Opfer viel Kraft und baldige Genesung. Hamburg steht fest an der Seite unserer jüdischen Mitbürgerinnen und Mitbürger“, erklärte er am Abend. Die Zweite Bürgermeisterin Katharina Fegebank (Grüne) twitterte: „Es beschämt mich zutiefst, dass heute ein Hamburger jüdischen Glaubens vor der Synagoge Hohe Weide attackiert worden ist.“

Sollte sich ein antisemitischer Hintergrund bestätigen, würde das dunkle Erinnerungen an den Anschlag auf das jüdische Gotteshaus in Halle vor fast einem Jahr wecken. „Die Frage ist, was haben wir nicht gelernt seit Halle?“, sagte Landesrabbiner Shlomo Bistritzky von der Jüdischen Gemeinde Hamburg, der nach eigenen Angaben wenige Minuten nach der Tat eintraf. „Alle waren sehr, sehr schockiert.“

Am 9. Oktober 2019 hatte der schwer bewaffnete Rechtsextremist Stephan Balliet versucht, die Synagoge in Halle zu stürmen und ein Massaker unter 52 Besuchern anzurichten. Die begingen dort zu dem Zeitpunkt den höchsten jüdischen Feiertag Jom Kippur.

Lesen Sie auch Antisemitismus Der Judenhass traut sich wieder auf deutsche Straßen

Als ihm dies nicht gelang, erschoss er eine Passantin und in einem Dönerimbiss einen 20 Jahre alten Gast. Auf seiner Flucht verletzte der Deutsche mehrere Menschen teils sehr schwer. Gegen ihn läuft am Oberlandesgericht Naumburg der Prozess.","'Weronika Peneshko', 'Claus Christian Malzahn', 'Von Per Hinrichs', 'Martin Fischer'",1601893200,"Deutschland, Hamburg",welt
„Einreisebeschränkungen innerhalb Deutschlands werden notwendig sein“,,"Tatjana Ohm, Thomas Klug",1601891606,"Wissenschaft, Corona-Risikogebiete",welt
Paris für 20.000 Euro pro Nacht – dann kam Corona,,Martina Meister,1601891561,"Ausland, Luxus-Tourismus",welt
Forscher werden für Entdeckung des Hepatitis-C-Virus ausgezeichnet,"Der Medizin-Nobelpreis geht in diesem Jahr an Harvey J. Alter, Michael Houghton und Charles M. Rice für die Entdeckung des Hepatitis-C-Virus. Dank der Entdeckungen könne die Krankheit jetzt geheilt werden, so das Komitee.",,1601888400,"Wissenschaft, Medizin-Nobelpreis",welt
Teile der AfD-Spitze waren offensichtlich die ganze Zeit informiert,,,1601805865,"Deutschland, GEWALTVORWURF GEGEN LÜTH",welt
„Die Kinder tragen keine Schuld an diesem Krieg“,"Es ist der 29. Oktober 1945, und Jella Lepman hat sich in den harten Schalensitz einer Militärmaschine von London nach Frankfurt gezwängt. Sie trägt Uniform (die eines Majors, was ihr nichts bedeutet), und der Offizier neben ihr ist entgeistert: Er sitzt neben einer Frau. Was, bitte, hat die im zerbombten Deutschland zu suchen?

Jella Lepman schließt die Augen – das ist, so schreibt sie es 20 Jahre später in ihren Erinnerungen, ihr Weg „in eine Art Alice-in-Wonderland-Existenz“, wo „jene letzte und wahrhafte Freiheit“ beginne.",Wieland Freund,1601805119,"Literatur, Jella Lepmans „Kinderbuchbrücke“",welt
Hinweise auf Rechtsextremismus auch bei der Bundespolizei,"Auch in der Bundespolizei gibt es Verdachtsfälle auf Rechtsextremismus. Erstmals beschäftigen sich Sicherheitsbehörden damit, wie stark rechtsextremistische Tendenzen in ihren Reihen verbreitet sind. Ein Verfassungsschutzbericht steht kurz vor der Veröffentlichung.

Rechtsextremismus scheint in den deutschen Sicherheitsbehörden ein immer größeres Problem zu werden. Am 6. Oktober legt der Verfassungsschutz dazu erstmals einen Lagebericht vor. Auch die Bundespolizei ist betroffen.

Anzeige

Die Bundespolizei meldet 24 „rechtsextremistische“ Verdachtsfälle und 20 „rassistische“ Verdachtsfälle im Zeitraum vom Januar 2017 bis Juni 2020. „Das entspricht einem Anteil von 0,085 Prozent der Beschäftigten“, teilte das Präsidium der Bundespolizei auf Anfrage mit. Die Bundespolizei hat derzeit 51.315 Mitarbeiter.

Abgeschlossen werden konnten bisher 21 der 44 Verfahren. Von diesen 21 wurden zwei Fälle eingestellt, neun mal wurden Disziplinarmaßnahmen verhängt, in zehn Fällen wurden die betroffenen Beamten entlassen oder nach der Beendigung ihrer Ausbildung nicht übernommen.

Jetzt auch Verdachtsfälle bei NRW-Verfassungsschutz Der Skandal um rechtsradikale Tendenzen bei der Polizei hat sich auch auf den Verfassungsschutz ausgeweitet. NRW-Innenminister Herbert Reul (CDU) gab das am Donnerstag bekannt und fand dazu deutliche Worte. Quelle: WELT/ Stefan Wittmann

Von den 44 Verdachtsfällen wurde der überwiegende Teil, 31 Fälle, durch interne Hinweise aus der Bundespolizei heraus bekannt. Bereits im Mai 2015 war dort eine interne Vertrauensstelle geschaffen worden, die seit Kurzem auch eine „Whistleblower“-Strategie verfolgt.

Anzeige

Die Stelle ist beim Bundespolizeipräsidium in Potsdam angesiedelt und untersteht direkt dem Polizeipräsidenten Dieter Romann. Sie nimmt Beschwerden und sachdienliche Hinweise von Beamten der Bundespolizei entgegen.

Lesen Sie auch Sicherheitsbehörden In diesen Bundesländern gibt es die meisten Fälle von Rechtsextremismus

Am 6. Oktober wird erstmals ein Lagebericht zu Rechtsextremisten in den deutschen Sicherheitsbehörden vorgelegt, den das Bundesamt für Verfassungsschutz zusammengestellt hat. Innenminister Horst Seehofer (CSU) hat den Bericht in Auftrag gegeben und reagiert damit auf rechtsextremistische Fälle, die seit 2017 aktenkundig wurden.

Dieser Text ist aus der WELT AM SONNTAG. Wir liefern sie Ihnen gerne regelmäßig nach Hause.",Martin Lutz,1601804794,"Deutschland, Sicherheitsbehörden",welt
