title,text,author,published,tags,source
MAN will bis zu 9500 Stellen abbauen,"Der Lastwagenbauer MAN will sich neu aufstellen und deshalb in Deutschland und Österreich bis zu 9500 Stellen abbauen. Dadurch stehen der Produktionsstandort Steyr sowie die Betriebe in Plauen und Wittlich zur Disposition.

Die Neuausrichtung kostet viele Arbeitsplätze: Die Volkswagen-Tochter MAN, Hersteller von Lastwagen und Bussen, will in Deutschland und Österreich bis zum Jahr 2023 rund 9500 Stellen abbauen. Damit verliert etwa ein Viertel der Belegschaft den Job.

Anzeige

Volkswagen will bei seiner Lkw- und Bustochter MAN in Deutschland und Österreich bis zu 9500 Stellen streichen und damit Milliarden einsparen. Bis 2023 solle eine Ergebnisverbesserung von 1,8 Milliarden Euro erzielt werden, teilte die Münchener Tochter aus der Nutzfahrzeugholding Traton am Freitag mit. In allen Bereichen sollen Stellen wegfallen, zudem wollen die Manager Produktion und Entwicklung an andere Standorte verlegen.

Der Produktionsstandort im österreichischen Steyr und die Betriebe in Plauen (Sachsen) und Wittlich (Rheinland-Pfalz) könnten ganz geschlossen werden.

Seit Längerem steht bei MAN ein größerer Stellenabbau zur Diskussion, weil dem Konzern die Kosten schon vor der Corona-Krise zu hoch waren. Zuletzt war in Medienberichten von bis zu 6000 Stellen die Rede. Über das Vorgehen hatte es zwischen dem früheren VW-Nutzfahrzeugvorstand und Traton-Chef Andreas Renschler und der Arbeitnehmerseite heftigen Streit gegeben. Renschler musste Anfang Juli seine Posten bei VW räumen, Traton und MAN erhielten neue Chefs.

Produktionsprozesse sollen verlagert werden

Anzeige

Für den Umbau veranschlagt MAN Kosten im mittleren bis oberen dreistelligen Millionenbereich. Nun sollen zeitnah Verhandlungen mit den Arbeitnehmervertretern aufgenommen werden.

„Die beabsichtigte Neuausrichtung wird eine grundlegende Restrukturierung des MAN Truck & Bus-Geschäfts in allen Bereichen, einschließlich einer Neuaufstellung des Entwicklungs- und Produktionsnetzwerks sowie einen signifikanten Stellenabbau erfordern“, hieß es in der Mitteilung weiter. „In diesem Zusammenhang sind teilweise Verlagerungen von Entwicklungs- und Produktionsprozessen an andere Standorte geplant.“

Lesen Sie auch Elektro statt Diesel Die Dynamo-Idee ist der Aufbruch in ein neues Lkw-Zeitalter

MAN gehört zusammen mit dem schwedischen Lkw-Bauer Scania zum Volkswagen-Konzern. Die Branche ist auch wegen der weltweit stark sinkenden Nachfrage nach Lastwagen unter Druck. In Europa rechnete MAN schon vor der Corona-Pandemie mit einem Rückgang um zehn bis 20 Prozent in diesem Jahr.","'Claudia Wanner', 'Daniel Graewe', 'Olaf Preuß', 'Jan Dams', 'Birgit Herden'",1599806100,"Wirtschaft,Deutscher Lkw-Hersteller",welt
Digital-Cockpits für Motorräder – Spielerei oder sinnvolle Ergänzung?,,Fabian Hoberg,1599805471,"Webwelt & Technik,Bike-Tachos",welt
„Ich habe die bessere Mannschaft!“,,,1599805142,"Sport,Julian Nagelsmann",welt
„Wird super Spaß machen!“ – Elon Musk wirbt auf Twitter um neue Mitarbeiter,,"'Florian Gehm', 'Philipp Vetter', 'Michael Pilz'",1599805075,"Wirtschaft,Tesla-Werk Grünheide",welt
Seine Karriere in Zahlen,,,1599805071,"Sport,Sebastian Vettel zu Aston Martin",welt
Double-OT! Kyle Lowry schlägt Boston Celtics,,,1599804994,"Sport,NBA",welt
"„Ich bin etwas zu sehr vom Gaspedal runter“, gesteht Williams","Zu Beginn sah es ziemlich gut aus für Serena Williams. Im Halbfinale der US Open unterliefen Gegnerin Victoria Asarenka haarsträubende Fehler. Die Wende kam dann überraschend – und wurde von Williams noch begünstigt.

Niederlage bei US Open

Anzeige

Auch im neunten Anlauf seit dem Australian-Open-Triumph 2017 ist Serena Williams bei ihrer Jagd nach dem Grand-Slam-Rekord gescheitert. Die 38 Jahre alte US-Amerikanerin musste sich bei ihrer 20. US-Open-Teilnahme im Halbfinale Victoria Asarenka aus Weißrussland 6:1, 3:6, 3:6 geschlagen geben. Im Endspiel trifft die 31 Jahre alte Asarenka am Samstag (22.00 Uhr, im Sport-Ticker der WELT) auf die neun Jahre jüngere Naomi Osaka aus Japan. Die US-Open-Siegerin von 2018 entschied ihr Halbfinale gegen Williams’ Landsfrau Jennifer Brady mit 7:6 (7:1), 3:6, 6:3 für sich.

„Wow, ich bin so dankbar“, sagte Asarenka nach dem Sieg im Duell zweier Mütter und ihrem ersten Erfolg gegen Williams bei einem der vier wichtigsten Turniere. Für die Verliererin endete nach knapp zwei Stunden im fast menschenleeren Arthur-Ashe-Stadium und einem Ass von Asarenka erneut der Traum von der 24. Grand-Slam-Trophäe und der Einstellung des Rekordes der Australierin Margaret Court.

„Ich hoffe, wir konnten alle Mamas inspirieren, ihren Träumen nachzugehen“, sagte Asarenka. Nach Angaben der Turnierveranstalter stehen nun erstmals in der Grand-Slam-Geschichte jeweils eine Mutter im Einzel- und im Doppel-Finale. Die Russin Vera Swonarewa bestreitet mit der deutschen Fed-Cup-Spielerin Laura Siegemund am Freitagabend (18.00 Uhr) das Endspiel gegen Nicole Melichar/Xu Yifan (USA/China).

Anfangs profitierte Willams noch von Asarenkas eklatantem Spiel

Anzeige

Williams startete furios in den insgesamt 23. Vergleich mit Asarenka. Ihre Bilanz vor dem Match: 18:4. Nach einer guten halben Stunde und zahlreichen haarsträubenden Fehlern und massiven Schwierigkeiten beim Aufschlag ihrer Gegnerin entschied Williams den ersten Durchgang für sich und schien den 19. Sieg gegen Asarenka locker holen zu können. Im zweiten Satz legte Asarenka die offenkundige Nervosität aber ab und konnte ausgleichen. „Sie wurde besser und besser. Vielleicht bin ich etwas zu sehr vom Gaspedal runter“, sagte Williams. „Natürlich bin ich enttäuscht, aber ich habe getan, was ich konnte heute. Ich habe alles gegeben.“

Lesen Sie auch Nadals Trainer Mit diesen sieben Regeln spielen Sie besser Tennis

Zu Beginn des dritten Durchgangs musste sich Williams dann am bereits bandagierten linken Knöchel behandeln lassen und nahm eine medizinische Auszeit. Asarenka gelang anschließend das Break zum 2:0, ihre Kontrahentin wirkte angeschlagen und auch demoralisiert.

2017 hatte Williams die Australian Open gewonnen und war damals bereits schwanger. Nach ihrer Babypause trat sie neun Mal bei Grand Slams an, der so ersehnte 24. Titel aber gelang bislang nicht. Vier Finals erreichte sie (2018 und 2019 jeweils Wimbledon und US Open), vier Mal verlor sie dort.

Anzeige

Asarenka wiederum unterlag Williams 2012 und 2013 im Endspiel der US Open und erreichte jetzt ihr erstes Major-Finale seit sieben Jahren. Beim Stand von 5:3 leistete sie sich einen Doppelfehler, antwortete mit einem Service-Winner und beim letzten Punkt kurz vor Mitternacht Ortszeit mit einem Ass. Williams ließ den Aufschlag überprüfen, doch das Hawk-Eye zeigte an, dass der Ball die Linie berührte.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Asarenka und Osaka streben beide ihren dritten Grand-Slam-Titel an. Osaka gewann die US Open 2018 und die Australian Open 2019, Asarenka feierte 2012 und 2013 Triumphe bei den Australian Open.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Osaka nutzte ihren Auftritt erneut, um gegen Rassismus und Polizeigewalt in den USA zu protestieren. Während des Interviews trug sie eine Mund-Nase-Maske, auf der der Name von Philando Castile stand. Der Afroamerikaner war Anfang Juli 2016 im Alter von 32 Jahren bei einer Verkehrskontrolle im US-Bundesstaat Minnesota von einem Polizisten erschossen worden. Seine Freundin hatte dies live mit ihrem Smartphone übertragen. Vor dem Turnier hatte Osaka gesagt, sie habe sieben Masken mit unterschiedlichen Namen dabei. Sie hoffe, dass sie alle tragen könne – was ihr durch den Final-Einzug gelungen ist.

Hier finden Sie unseren Live-Ticker mit allen relevanten Updates zur Corona-Krise.",'Julien Wolff',1599804870,"Sport,Niederlage bei US Open",welt
Man konnte nicht „zufällig“ Mitglied der NSDAP werden,"Jubelnde ""Volksgenossen"" begrüßen Hitler 1938 in Aussig im Sudetenland

Die NSDAP war eine „Volkspartei“, in der weit überproportional die Kriegskindergeneration vertreten war, die der „Frontkämpfer“ dagegen nicht. Der Politologe Jürgen W. Falter widerlegt mit seiner großen Studie zahlreiche Vorurteile.

Anzeige

Ungefähr jeder zehnte Deutsche sollte Mitglied der NSDAP sein – das war das langfristige Ziel der Bürokratie der Hitler-Partei, das Ende der 1930er-Jahre erreicht und im Zweiten Weltkrieg dann deutlich übertroffen wurde – durchaus zum Missfallen von Funktionären wie Martin Bormann.

Aber nirgendwo lag der Organisationsgrad der braunen Bewegung höher als ausgerechnet im sogenannten Sudetenland, also den kulturell wesentlich deutsch geprägten Gebieten, die bis Ende September 1938 zur damaligen Tschechoslowakei gehörten. „Der Rekrutierungserfolg der NSDAP war im Sudetenland fast doppelt so hoch wie im Altreich“, bilanziert der Mainzer Politikwissenschaftler Jürgen W. Falter in seinem gerade erschienen Buch „Hitlers Parteigenossen“.

Deutsche Frauen im Sudentenland 1938 Quelle: picture-alliance / dpa

Bis 1945 traten nämlich knapp 445.000 Sudetendeutsche der Partei bei. Bei einer Bevölkerung von etwas unter drei Millionen in diesen Gebieten bedeutet das eine außergewöhnlich hohe Quote von fast 20 Prozent. Und da laut den Regeln der NSDAP nur Menschen über 18 Jahren als Mitglieder in Frage kamen, war sogar jeder vierte erwachsene Sudetendeutsche NS-Parteigenosse.

Anzeige

Auf das neue Buch von Falter, der seit fast vier Jahrzehnten immer wieder mit Methoden der empirischen Sozialwissenschaft Studien zur NSDAP anstellt, hat die Zeitgeschichtswissenschaft schon lange gewartet. Ohnehin war die NSDAP bis vor wenigen Jahren ein angesichts ihrer enormen Bedeutung für die NS-Herrschaft viel zu wenig erforschtes Thema. Das hat sich erst seit 2016 geändert, unter anderem mit verschiedenen Auswertungen der „Nazi-Biograms“ des polnisch-amerikanischen Soziologen Theodore Abel, etwa zu den Motiven der NSDAP-Mitglieder für ihren Beitritt und zu weiblichen Nazis.

Sudetendeutsche begrüßen 1938 die Wehrmacht Quelle: picture-alliance / akg-images

Falter wählt gegenüber diesem quellenbezogenen, qualitativen Ansatz eine völlig andere Forschungsmethode: Er wertet mit statistischen Verfahren große Stichproben aus den mehr als zehn Millionen erhaltenen Karten der NSDAP-Mitgliederkartei aus. Obwohl die Partei im April 1945 versuchte, dieses Material zu vernichten (ähnlich übrigens wie – mit leider mehr Erfolg – die SED um Pfingsten 1990), lassen sich geschätzt etwa 90 Prozent der Mitgliedschaften noch dokumentieren.

Die Stichprobe, die Falter als Grundlage seines Buches heranziehen konnte, umfassten rund 52.000 einzelne Mitglieder, die zwischen 1925 und 1944 der Partei beigetreten waren; hinzu kamen die Ergebnisse anderer Forscher, die Spezialaspekte behandelten, zum Beispiel NSDAP-Mitglieder in Österreich. Mit so einer großen, statistisch sauber aufbereiteten Stichprobe kann man schon sehr viele belastbare Aussagen machen.

Menschen in den Fenstern bejubeln Adolf Hitler bei seinem Besuch in Asch Quelle: picture alliance / VisualEyze

Anzeige

Verschiedene allgemeine Einsichten konnte Falter so bestätigen: Die NSDAP der frühen 1930er-Jahre war der sozialen Struktur ihrer Mitglieder nach eine Volkspartei, die sich nicht auf einzelne Milieus wie etwa die damalige Arbeiterpartei SPD beschränkte. Darin (allerdings auch wirklich nur darin) ähnelte die NSDAP dem katholischen Zentrum, das ebenfalls ganz unterschiedliche Milieus unter seinen Mitgliedern und Anhängern hatte.

Die NSDAP war ferner eine vorwiegend junge Partei: Weit überproportional ist der Anteil von Personen, die zwischen 1900 und 1915 geboren worden waren, die sogenannten Kriegskindergeneration. „Sie dominiert nicht nur unter den bis zur Machtergreifung Eingetretenen, sondern auch unter den ,Märzgefallenen‘ und selbst noch unter den österreichischen ,Illegalen‘ und den 1938 in die NSDAP aufgenommenen sudetendeutschen Mitgliedern“, schreibt Falter: „Dagegen spielt die in der Literatur oft angesprochene Frontkämpfergeneration, worunter hier die zwischen 1880 und 1900 Geborenen verstanden werden, im Vergleich dazu keine so starke Rolle unter den NSDAP-Beitretenden.“

Postkarte vom 4. Dezember 1938 Quelle: picture alliance / Mary Evans Pi

Bestätigen kann Falter auch die Haltung früherer Forscher zum Weg in die NSDAP: Ein gewissermaßen „versehentlicher“, ungewollter Beitritt war nicht möglich. Wer zur Hitler-Partei fand, tat dies bewusst, wenn auch je nach Zeitpunkt des Beitritts aus unterschiedlichen Motiven.

Anzeige

Neben solchen allgemeinen, nun statisch untermauerten Aussagen liefert Falter in seinem Buch höchst spannende neue Einzelauswertungen etwa zu Nazis in den damaligen Millionenstädten Berlin, Hamburg und Wien, zum Sonderfall Österreich (hier war die Hitler-Partei von 1933 bis 1936 verboten, anschließend bis 1938 geduldet) und zu dem bisher wenig beleuchteten Thema Parteiaustritte. Hier betritt der voluminöse Band echtes Neuland.

Freudentränen bei einer Hitler-Anhängerin 1938 Quelle: picture-alliance / DoD

Wie auch bei der Auswertung der „Reichsgaus Sudetenland“. Auch hier gab es keinen Automatismus. Die regionale Sudetendeutschen Partei (SdP) des Hitler-Bewunderers Konrad Henlein hatte in den 1930er-Jahren 1,3 der knapp drei Millionen überhaupt in Frage kommenden Menschen organisiert – eine „hohe, in der Geschichte demokratischer Parteien vermutlich beispiellose Mitgliederdichte“, wie Falter schreibt, die „auf die ethnischen Spannungen zwischen der deutschen Minderheit und der tschechischen Bevölkerungsmehrheit zurückzuführen“ war

Zwar waren über drei Viertel aller NSDAP-Mitglieder des Reichsgaus Sudetenland zuvor Mitglieder der SdP gewesen. „Eine automatische Überführung von der einen in die andere Partei gab es allerdings auch im Sudetenland nicht. Jeder, der NSDAP-Mitglied werden wollte, musste – wie überall sonst im Deutschen Reich – einen eigenhändig unterschriebenen Aufnahmeantrag stellen.“

Jürgen W. Falter: „Hitlers Parteigenossen. Die Mitglieder der NSDAP 1919–1945“. (Campus, Frankfurt/M. 584 S., 45 Euro).

Sie finden „Weltgeschichte“ auch auf Facebook. Wir freuen uns über ein Like.",Sven Felix Kellerhoff,1599804675,"Geschichte,Hitlers Partei",welt
"„Eine Situation, die man so nicht lange aushalten kann“",,,1599804480,"Videos,Flüchtlinge in Griechenland",welt
„Panikmodus ausschalten“ – Kassenärzte plädieren für Lockerung der Corona-Regeln,"Anzeige

Die Kassenärztliche Bundesvereinigung (KBV) plädiert für eine weitere Lockerung der Corona-Regeln in Deutschland. „Man kann den Panikmodus ausschalten“, sagte der KBV-Vorsitzende Andreas Gassen dem Wirtschaftsmagazin „Business Insider“ in einem am Freitag veröffentlichten Interview.

Bei genauerem Blick auf das Infektionsgeschehen gebe es derzeit keine explosionsartigen Corona-Hotspots. Auch gebe es auf den Intensivstationen erhebliche freie Kapazitäten. Die Zahl der Intensivpatienten und Sterbefälle sei weiterhin auf niedrigem Niveau.

„Die Zahlen geben Anlass, Corona-Maßnahmen zu überdenken, ohne leichtsinnig zu werden“, sagte Gassen. Konkret sprach er sich etwa für die Lockerung der Auflagen bei Veranstaltungen aus: „Mir leuchtet nicht ein, warum in einem Stadion für bis zu 60.000 Menschen nicht Veranstaltungen mit 5000 bis 8000 Menschen Platz finden können.“ Dies sei Ende August in der Berliner Waldbühne bereits erfolgreich praktiziert worden. Entscheidend sei dabei lediglich, Nadelöhre mit engen Kontakten zu vermeiden, um das Ansteckungsrisiko zu minimieren.

Lesen Sie auch Milliardenstütze wegen Corona Wer bezahlt die Sause?

Anzeige

Die Gesundheitsämter in Deutschland hatten innerhalb eines Tages zuletzt 1484 Corona-Neuinfektionen gemeldet. Seit Beginn der Corona-Krise haben sich mindestens 256.850 Menschen in Deutschland nachweislich mit dem Virus Sars-CoV-2 infiziert, wie das Robert Koch-Institut (RKI) am Freitag auf seiner Homepage bekannt gab (Datenstand 11.9., 0.00 Uhr). Die Zahl der Todesfälle im Zusammenhang mit einer Corona-Infektion liegt bei 9342. Das ist einer mehr als noch am Vortag. Bis Donnerstagmorgen hatten etwa 230.600 Menschen die Infektion nach RKI-Schätzungen überstanden.

Erstmals seit Juni hat zuletzt die Zahl vom Robert-Koch-Institut (RKI) wöchentlich erfasster Corona-Tests wieder abgenommen. In der Woche vom 31. August bis 6. September wurden demnach gut eine Million Tests gezählt – etwa 50.000 weniger als in der Vorwoche. Es ist das erste Mal seit der Woche vom 22. bis 28. Juni, dass die Testzahl wieder abnahm.

Lesen Sie auch Bilanz nach sechs Monaten Was bei einer zweiten Welle anders laufen würde

Die Reproduktionszahl, kurz R-Wert, lag nach RKI-Schätzungen in Deutschland laut Mitteilung vom Donnerstag bei 0,9 (Vortag: 0,88). Das bedeutet, dass ein Infizierter im Mittel weniger als einen weiteren Menschen ansteckt. Der R-Wert bildet jeweils das Infektionsgeschehen etwa eineinhalb Wochen zuvor ab.

Zudem gibt das RKI in seinem aktuellen Lagebericht ein sogenanntes Sieben-Tage-R an. Der Wert bezieht sich auf einen längeren Zeitraum und unterliegt daher weniger tagesaktuellen Schwankungen. Nach RKI-Schätzungen lag dieser Wert bei 1,04 (Vortag: 0,95). Er zeigt das Infektionsgeschehen von vor acht bis 16 Tagen.",'Kaja Klapsa',1599803024,"Deutschland,Pandemie",welt
