title,text,author,published,tags,source
"Trumps Europa – Polen gut, Deutschland böse","Mit niemandem in Europa scheint der US-Präsident so auf einer Linie zu sein wie mit den Polen, ob nun bei seiner Kritik am Bau der deutsch-russischen Gaspipeline Nord Stream 2 oder seiner Grundsatzkritik beim Thema Migration. Während die deutsch-amerikanischen Beziehungen an einem vorläufigen Tiefpunkt angekommen zu sein scheinen, intensiviert Warschau seine Partnerschaft mit Washington.

Zwar hatte Trump mehrfach angedeutet, dass US-Truppen aus Deutschland nach Polen verlegt werden könnten. Polnische Offizielle allerdings wollten sich nicht in eine Auseinandersetzung zwischen Deutschland und den USA hineinziehen lassen.",Philipp Fritz,1596125426,"Ausland,Truppenabzug",welt
Für Weltpolitik hat Merkel ein Mandat. Und für Deutschland?,Der Brüsseler Gipfel war der Einstieg in eine neue EU – mit Folgen für die Führungsdebatte in der CDU. 1989 drohte Helmut Kohl in ähnlicher Lage zu straucheln. Kommt es bei Angela Merkel anders?,"'Clemens Wergin', 'Torsten Krauel', 'Robin Alexander', 'Jacques Schuster', 'Christoph B. Schiltz'",1596125232,"Kommentare,Internationale Ordnung",welt
Trotz aller Schwierigkeiten – Bei der Sanierung der „Gorch Fock“ geht es voran,"Die Sanierung des Marinesegelschiffs „Gorch Fock“ war lange ein finanzielles und politisches Desaster. Nun hat die Bark ihre Masten wieder, und es scheint aufs Ende zuzugehen. Im Mai 2021 soll es so weit sein.

Unter Planen liegt die ""Gorch Fock"" in der Lürssen-Werft

Anzeige

Nach jahrelangen Verzögerungen und Kostensteigerungen kommt die Sanierung des Marineschulschiffs „Gorch Fock“ laut Bundeswehr voran. Die Marine erwarte ihr Segelschiff wie angekündigt Ende Mai 2021 zurück, sagte ein Sprecher des Bundesverteidigungsministeriums in Berlin. Die geltende Kostenobergrenze von 135 Millionen Euro werde „nach derzeitiger Bewertung“ eingehalten, sagte er der Deutschen Presse-Agentur. Im Juni seien der Bark auf einem Betriebsteil der Lürssen-Werft in Berne an der Unterweser die drei neuen Masten gesetzt worden.

Zu Beginn der Generalüberholung im Dezember 2015 waren indes nur Ausgaben von knapp zehn Millionen Euro geplant. Doch die 62 Jahre alte „Gorch Fock“ war maroder als erwartet, die Kosten stiegen. Zum finanziellen Desaster trugen windige Geschäfte des Generalauftragnehmers bei, der mittlerweile insolventen Elsflether Werft. Die frühere Verteidigungsministerin Ursula von der Leyen (CDU) segnete die Steigerungen ab, das brachte sie politisch in Bedrängnis.

Lesen Sie auch Sanierungsfall Marine Systemfehler „Gorch Fock“

Lesen Sie auch Sanierung von Segelschulschiff „Die ,Gorch Fock‘ ist ein zu 95 Prozent neues Schiff“

Die Marine hängt aber an dem Traditionsschiff, auf dem sie ihren Offiziersnachwuchs in seemännischem Handwerk ausbildet. Zugleich dient die „Gorch Fock“ als Botschafterin der Marine und Deutschlands auf den Weltmeeren.

Anzeige

Die Bremer Lürssen-Werft äußerte sich auf Anfrage nicht zum Baufortschritt. Das auf Marineschiffe und Luxusyachten spezialisierte Unternehmen hatte den Auftrag zur Fertigstellung der „Gorch Fock“ Anfang November 2019 übernommen. Nun ist etwa Halbzeit bis zur Abgabe. „Die Arbeiten befinden sich derzeit im Zeitplan, sodass davon auszugehen ist, dass der 31. Mai 2021 als Ablieferungstermin durch die Werft gehalten werden kann“, sagte der Bundeswehrsprecher.

ARCHIV - 12.06.2008, Schleswig-Holstein, Kiel: Das Schulschiff der Marine, die «Gorch Fock», läuft unter Segeln über die Kieler Förde.Die Generalüberholung des Marinesegelschiffs « ... Gorch Fock» war lange ein finanzielles und politisches Desaster. Nun hat die Bark ihre Masten wieder, und es scheint aufs Ende zuzugehen - auch wenn es für den Steuerzahler teuer wird. (zu dpa «Marine sieht Fortschritte bei Sanierung der «Gorch Fock»» vom 30.07.2020) Foto: Carsten Rehder/dpa +++ dpa-Bildfunk +++ Quelle: dpa/Carsten Rehder

Das Setzen der Masten auf der Bark sei ein „wichtiger Meilenstein“ gewesen, sagte er. Mittlerweile seien die Folgearbeiten am Rumpf außen und innen abgeschlossen. In weiteren Arbeitsschritten werden unter anderem Kabel, Rohre und Luftkanäle gezogen. Als Letztes werde innen und außen gestrichen, „um letztendlich das Segelschulschiff ,Gorch Fock‘ startklar zu machen“.

Auch unter den Verteidigungspolitikern im Bundestag kursieren derzeit keine negativen Nachrichten zur „Gorch Fock“. Die Grünen-Abgeordnete Steffi Lemke fragte aber bei der Regierung kritisch nach, warum für das Schiffsdeck Teakholz nicht aus Plantagen, sondern aus Urwäldern verwendet werde. Es stamme aus Myanmar, der Import verstoße gegen deutsche wie EU-Richtlinien. Doch die Bundeswehr stellt sich auf den Standpunkt, dass nur das natürlich gewachsene Holz strapazierfähig genug für ein Schiffsdeck sei. Das Teak für die „Gorch Fock“ sei 2017 vor Verschärfung der Regeln gekauft worden.

Lesen Sie auch Wirtschaftskriminalität Die verschwundenen „Gorch Fock“-Millionen

Anzeige

Nebenbei läuft die Sanierung der „Gorch Fock“ als Wirtschaftskrimi weiter. Die Insolvenzverwaltung der Elsflether Werft sucht verschwundene Millionen. Die Staatsanwaltschaft Osnabrück ermittelt gegen mehrere Personen wegen Untreue und Korruption.

Heimathafen der „Gorch Fock“ ist Kiel, doch die Stammbesatzung hat ihr Schiff in den Jahren der Generalüberholung nicht aus den Augen gelassen. Sie wohnte immer in der Nähe. Nach Marineangaben haben die Soldaten die Aufgabe, die Arbeit der Schiffbauer zu überwachen und abzunehmen. Sie sichern zugleich das Kriegsschiff. Und wenn auf der „Gorch Fock“ irgendwo geschweißt wird, steht als Brandposten immer ein Soldat mit Feuerlöscher daneben.",Friedemann Kohler,1596125221,"Hamburg,Segelschulschiff",welt
"„Ich musste lernen, wieder loszulassen“",,Melanie Haack,1596125178,"Sport,Laura Ludwig",welt
"China lacht, die EU schaut zu","Peking verhindert die Teilnahme von Joshua Wong und anderen Demokratieaktivisten an den Parlamentswahlen in Hongkong. Während die Kommunistische Partei weiter munter die Demokratie beerdigt, wagt die EU kaum Widerspruch.

Retourkutsche aus Peking: Die chinesische Regierung schließt das US-Konsulat in Chengdu. Die USA hatten zuvor das chinesische Konsulat in Houston dichtgemacht. Streitpunkt: die Handelspolitik.

China ordnet Schließung von US-Botschaft an

Anzeige

Am Donnerstag haben die Behörden in Hongkong zwölf Vertreter der Demokratiebewegung von der Parlamentswahl im September ausgeschlossen. Unter den Betroffenen ist auch Joshua Wong, der wohl bekannteste Demokratieaktivist der Stadt. Die Nachricht vom Wahlausschluss ist ein Skandal.

Aber eine Überraschung ist sie nicht. Denn seit im Mai bekannt wurde, dass der Volkskongress, Chinas Scheinparlament, ein „Sicherheitsgesetz“ für Hongkong erlassen werde, hat die Volksrepublik nicht den geringsten Zweifel daran aufkommen lassen, welche Absicht sie verfolgt: die Ausmerzung der Demokratiebewegung.

Schon der Gesetzgebungsprozess war eine Farce. Peking erließ das Gesetz unter Umgehung des Parlaments in Hongkong – eine Verletzung der vertraglich garantierten Autonomie der Sonderverwaltungszone. Auch die vier vage ausformulierten Straftatbestände – Sezession, Subversion, Terrorismus und „heimliche Absprachen“ mit ausländischen Kräften – schienen wie maßgeschneidert, um gegen die Demokratieaktivisten vorzugehen.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Anzeige

Zuletzt schickte die Anwendung des Gesetzes Schockwellen durch die Stadt. So richtete Peking in Hongkong ein „Sicherheitsbüro“ ein, dessen Mitarbeiter unabhängig von der Hongkonger Polizei ermitteln. Sie können Telefone abhören und Online-Kommunikation überwachen. Sie können sogar ohne richterlichen Beschluss Wohnungen durchsuchen. Noch Fragen?

Der Volksrepublik ging es von Anfang an nicht um die im Namen des Gesetzes beschworene „nationale Sicherheit“. Ihr ging es darum, die Demokratiebewegung Hongkongs zu zertreten. Anders gesagt: Die nationale Sicherheit ist in Pekings Augen nur dann gewährt, wenn Hongkongs Demokratieaktivisten zum Schweigen gebracht worden sind. Die Volksrepublik betrachtet die Sonderverwaltungszone als Einfallstor für demokratische Umtriebe. Und da diese Umtriebe das Machtmonopol der Kommunistischen Partei gefährden, haben sie zu verschwinden – restlos.

Lesen Sie auch Hongkonger Asylsuchende „Es ist schon so, dass hier mein Leben vergeudet wird“

Anfang der Woche hat die Europäische Union in Reaktion auf das „Sicherheitsgesetz“ Maßnahmen gegen China beschlossen. Die Maßnahmen sind aber durch die Bank zaghaft und werden Peking nicht wehtun.

Anzeige

In Brüssel werden Entscheidungen nach dem Prinzip der Einstimmigkeit getroffen. Dass sich alle 27 Mitgliedstaaten auf gemeinsame Maßnahmen geeinigt haben, mag für Brüsseler Verhältnisse ein Erfolg sein. Doch der chinesische Parteichef Xi Jinping wird beim Lesen der europäischen Erklärung nicht anders gekonnt haben, als lauthals zu lachen.

„Vertreten gleiche Werte bei Großmächtekonkurrenz zwischen USA, Russland und China“ Der britische Außenminister Dominic Raab hat seinen deutschen Amtskollegen Heiko Maas auf dem Landsitz Chevening House bei London empfangen. Deutschland und Großbritannien suchen im Streit über das chinesische Vorgehen in Hongkong den Schulterschluss. Quelle: WELT

Die EU werde die politische Lage in Hongkong im Vorfeld der Parlamentswahl im September aufmerksam verfolgen, heißt es in der Erklärung. Und weiter: „Die EU hält es für wesentlich, dass diese Wahlen in einem Umfeld stattfinden, das der Ausübung der im Grundgesetz verankerten demokratischen Rechte und Freiheiten förderlich ist.“

Mit dem Ausschluss von zwölf Demokratieaktivisten von der Wahl zeigt Peking, dass es nichts von demokratischen Rechten hält. Die EU muss nachziehen, wenn sie kein chinesischer Witz bleiben will.",Maximilian Kalkhof,1596124913,"Ausland,Hongkong",welt
Hundstage bringen Tropennacht,,,1596123259,"Wetter,Wetter am 31.07.",welt
Sieben Polizeischüler sollen Kokain und Cannabis konsumiert haben,"Wegen mutmaßlichen Drogenkonsums auch in der Schule laufen gegen sieben junge Polizisten in Schleswig-Holstein Disziplinarverfahren und teilweise auch Ermittlungen der Staatsanwaltschaft. Drei von ihnen droht die Entlassung.

Anzeige

Gegen sieben junge Polizisten aus Schleswig-Holstein sind Disziplinarverfahren wegen Drogen- und Arzneimittelmissbrauchs eingeleitet worden. Gegen fünf Beamte ermittelt zudem die Staatsanwaltschaft Lübeck, wie Landespolizeidirektor Michael Wilksen am Donnerstag in Kiel sagte. „Bei drei Beamten sind die Vorwürfe so schwerwiegend, dass sie bereits keinen Dienst mehr ausüben dürfen und ein Entlassungsverfahren ansteht.“ Die Polizisten sind zwischen 21 und 29 Jahre alt und waren gemeinsam in einer Klasse der Polizeischule in Eutin.

Die Beamten hatten nach Wilksens Angaben in unterschiedlicher Schwere Umgang mit verbotenen Substanzen wie Kokain und Cannabis. „Wir sind über die Vorgänge schockiert“, sagte Wilksen. Keiner der Polizisten sei vorher wegen Drogenkonsums auffällig gewesen. „Wer derartige Straftaten begeht und Drogen konsumiert, hat in den Reihen der Landespolizei nichts zu suchen.“

Keine harten Alkoholika mehr – Polizeischule passt Hausordnung an

Die Drogen wurden zum Teil auch in den Räumen der Polizeischule in Eutin konsumiert. Die Gruppe habe konspirativ agiert, der Konsum habe über einen längeren Zeitraum im Kollektiv stattgefunden, sagte die Leiterin der Polizeidirektion für Aus- und Fortbildung, Maren Freyher. Die Motive der fünf Männer und zwei Frauen seien noch nicht geklärt.

Anzeige

Polizeibewerber müssen Selbstauskünfte zu Drogen, Alkohol und Medikamenten abgeben. Die Hausordnung der Polizeischule wurde bereits angepasst. „Es sind keine harten Alkoholika mehr auf den Stuben erlaubt“, sagte Freyher. Auch berauschende Mittel jedweder Art seien nicht zugelassen.

Lesen Sie auch Sozialarbeiter beklagt „Wenn jemand regungslos auf der Straße liegt, gehen viele einfach vorbei“

Den Anfang nahm der Fall durch Ermittlungen der Staatsanwaltschaft im April 2019 gegen einen 26 Jahre alten Beamten. Dabei wurden auch große Datenmengen sichergestellt. Er stand mit den sechs anderen Polizisten in verschiedenen Chatgruppen in Kontakt. Der Tatzeitraum liegt zwischen November 2017 und April 2019.

Innenstaatssekretär Torsten Geerdts (CDU) sagte, „in unserer Polizei haben Drogen- und Medikamentenmissbrauch nichts zu suchen“. Es sei nicht hinzunehmen, wenn sieben der etwa 8000 Polizisten im Land dies wohl nicht verstanden hätten. Er begrüßte, dass Wilksen und Freyher klar Stellung bezogen.",André Klohn,1596122480,"Hamburg,In der Polizeischule",welt
"Daran erkennen Sie, dass Sie das Homeoffice krank macht",,Sabrina Bracklow,1596122418,"Wirtschaft,Psychische Gesundheit",welt
„Für mich ist mein Beruf wie ein Priesteramt“,"Man könnte ihn einen unfreiwilligen Corona-Gewinner nennen. Der niederösterreichische Bass Günther Groissböck hätte eigentlich in diesen Tagen als „Walküre“-Wotan in Bayreuth debütieren sollen. Doch wegen der Pandemie wurde dieser „Ring“ auf 2022 verschoben, der „Walküren“-Wotan folgt nun einzeln in der nächsten Spielzeit im Wiener Repertoire. Er hat immerhin wieder Engagements, im Gegensatz zu vielen freien Kollegen. Groissböck, ein kritischer Kopf, mag sich trotzdem mit der Situation nicht abfinden. Wir sprachen mit einem 43-jährigen Doch-noch-nicht-Göttervater zwischen Nachdenklichkeit und Aktivismus.",Manuel Brug,1596122273,"Kultur,Bayreuth-Star Günther Groissböck",welt
Berlin bereitet sich auf mehrere Corona-Demonstrationen vor,,,1596122104,"Panorama,Am 1. August",welt
