title,text,author,published,tags,source
Angriff in Paris war „islamistischer Terrorakt“,"Bei einem Stichwaffen-Angriff in der Nähe der früheren „Charlie Hebdo“-Redaktionsräume in Paris sind zwei Menschen verletzt worden. Der französische Innenminister spricht von einem „islamistischen Terrorakt“. Mittlerweile wurden sieben Personen festgenommen.

Bei einem Messerangriff in der Nähe der früheren Büros der Satirezeitschrift „Charlie Hebdo“ sind mehrere Menschen verletzt worden. Die Anti-Terror-Staatsanwaltschaft in Paris hat inzwischen die Ermittlungen übernommen.

Mehrere Verletzte nach Messerangriff in Paris

Anzeige

Sirenen, abgesperrte Straßen, laute Rufe von Polizisten: In Frankreichs Hauptstadt Paris geht nach monatelanger Pause wieder die Angst vor dem Terror um. Vor dem Gebäude, in dem das Satiremagazin „Charlie Hebdo“ einst seine Redaktionsräume hatte, sind am Freitag zwei Journalisten bei einem Angriff mit einer Stichwaffe verletzt worden. Die Polizei nahm zwei Verdächtige fest.

Frankreichs Innenminister Gérald Darmanin hat die Attacke mittlerweile als „islamistischen Terrorakt“ bezeichnet. Es gebe kaum Zweifel, dass es ein weiterer „blutiger Angriff auf unser Land ist“, sagte er am Freitagabend im französischen Fernsehen. Er habe die Polizeipräfektur außerdem gebeten, zu überprüfen, warum die Bedrohung in dieser Straße unterschätzt worden sei – auch wenn die Redaktion dort seit mehreren Jahren nicht mehr ihren Sitz habe.

Der Vorfall ereignete sich gegen 12 Uhr in der Rue Nicolas Appert. Eine Mitarbeiterin und ein Mitarbeiter der Produktionsfirma Premières Lignes, die unter anderem für den Sender France 2 arbeitet, sind bei dem Angriff verletzt worden. Sie sollen gerade eine Raucherpause gemacht haben.

Erst zwei, dann fünf weitere Festnahmen

Anzeige

Zwei Verdächtige wurden kurze Zeit später in der Nähe des Tatorts festgenommen. Mittlerweile gibt es erste Informationen zu ihnen: Für den „Haupttäter“ hält die französische Anti-Terror-Staatsanwaltschaft einen 18-Jährigen, der kurz nach der Tat festgenommen wurde, wie die Ermittler am Freitag mitteilten. Nach ersten Erkenntnissen wurde er in Pakistan geboren. Medienberichten zufolge soll er der Polizei wegen anderer Delikte bekannt sein. Ihm wird vorgeworfen, zwei Mitarbeiter einer Pariser Medienagentur mit einem Hackmesser verletzt zu haben.

Bei einem zweiten Mann in Polizeigewahrsam handelt es sich laut Staatsanwaltschaft um einen 33-Jährigen. Seine mögliche Beziehung zu dem Haupttäter werde noch untersucht, hieß es.

Die französische Nachrichtenagentur AFP berichtete außerdem unter Berufung auf Justizkreise von fünf weiteren Festnahmen. Die Männer seien bei der Durchsuchung einer Wohnung in Pantin bei Paris festgenommen worden. Damit befinden sich nun sieben Verdächtige in Polizeigewahrsam.

Opfer nicht in Lebensgefahr

Anzeige

Die Opfer sind nach Angaben von Premierminister Jean Castex nicht in Lebensgefahr. Die Redaktion von „Charlie Hebdo“ ist mittlerweile umgezogen – in den damaligen Redaktionsräumen wurden im Januar 2015 elf Menschen brutal ermordet.

Die Pariser Produktionsfirma, deren Mitarbeiter bei der Attacke verletzt wurden, hat eine Dokumentation über die Anschläge auf „Charlie Hebdo“ mitproduziert. „Three Days Of Terror: The Charlie Hebdo Attacks“ heißt die Doku, die für den US-Sender HBO, die britische BBC und den französischen Sender France 2 produziert wurde. Zeugen, Polizeibeamte und Überlebende sprechen in dem Film über die Terrorserie vom Januar 2015, bei der über mehrere Tage insgesamt 17 Menschen getötet worden, wie es auf der Webseite von „Premières Lignes“ heißt.

Frankreich wird seit Jahren von islamistischen Anschlägen erschüttert – dabei starben mehr als 250 Menschen. Daher ist die Terrorgefahr fast ständig im Bewusstsein der Menschen. Doch zurzeit ist in dem Land vor allem der Kampf gegen das Coronavirus präsent. Jeden Tag gibt es Tausende Neuinfektionen, die Lage verschlechtert sich zusehends. Auch wenn das die Angst vor dem Terror etwas in den Hintergrund hat rücken lassen – rund sieben Kilometer vom Tatort entfernt erinnert beinahe täglich etwas an die Gefahr.

Anzeige

Dort läuft seit Anfang des Monats im Justizpalast der Prozess gegen mutmaßliche Helfer der Terrorserie im Januar 2015. Nur unter hohen Sicherheitsbedingungen kann man den Glaspalast überhaupt betreten. Als der Prozess begann, veröffentlichte „Charlie Hebdo“ erneut Mohammed-Karikaturen – und die Redaktion wurde wieder bedroht. In einem offenen Brief stellten sich rund 100 französische Medien hinter das Satiremagazin – und forderten die Menschen im Land auf, sich für Meinungsfreiheit starkzumachen.

Premierminister Castex eilte zum Tatort

Premierminister Castex eilte am Freitagnachmittag zum Tatort im elften Pariser Arrondissement. Er sprach von einem „symbolischen Ort“. „Ich möchte meine Solidarität mit den Familien der Opfer und allen Kollegen dieser beiden Journalisten zum Ausdruck bringen“, sagte er. Er bekräftigte seine „feste Entschlossenheit“, den Terrorismus mit allen Mitteln zu bekämpfen. Auch die Redaktion von „Charlie Hebdo“ reagierte: „Das gesamte Team von Charlie unterstützt seine ehemaligen Nachbarn und Kollegen und ist solidarisch mit ihnen.“

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Tausende Schülerinnen und Schüler mussten nach dem Angriff am Freitag über Stunden als Vorsichtsmaßnahme in den Schulen ausharren. Eltern konnte ihre Kinder nicht aus der Krippe abholen. Schwer bewaffnete Sicherheitskräfte riegelten das gesamte Gebiet im Pariser Osten rund um den Tatort ab, in den Straßen standen zahlreiche Einsatzfahrzeuge. „Merde, merde“, fluchte eine alte Dame, die nicht nach Hause kam.

Die Behörden schätzen die Terrorgefahr im Land weiterhin als sehr hoch ein. Dem Kampf gegen den Terrorismus hat Präsident Emmanuel Macron immer höchste Priorität eingeräumt. Im April hatte ein Mann zwei Menschen in Romans-sur-Isère nahe Valence getötet. Im August fielen sechs Franzosen im Niger einem tödlichen Anschlag zum Opfer – die Terrormiliz Islamischer Staat (IS) hatte die Verantwortung für die Tat übernommen.",'Martina Meister',1601059680,"Ausland,Frankreichs Innenminister",welt
Umweltminister verbietet Steingärten,,,1601058988,"Deutschland,Baden-Württemberg",welt
Städte beraten über Aufhebung von Heizpilz-Verboten,,,1601058909,"Panorama,Heizpilz-Diskussion",welt
Desserts für Kinder überraschen im Test,,,1601058765,"Panorama,Stiftung Warentest",welt
Wie die Corona-Pandemie einen neuen Kulturkampf in Israel entfacht,"Seit Wochen dauern die Proteste gegen ""Crime Minister"" Benjamin Netanjahu in Tel Aviv an (l.). In Bnei Brak begeht ein Ultraorthodoxer das Ritual Kapparot (Hühnerschwenken)

Quelle: dpa Picture-Alliance / Daniel Bar On; AP/ZGB/Oded Balilty",Christine Kensche,1601058761,"Ausland,Lockdown",welt
Politiker diskutieren über Verschärfung der Maskenpflicht,,,1601056810,"Deutschland,Corona-Pandemie",welt
"Goldpreis stürzt ab, doch es besteht trotzdem Hoffnung",,,1601056325,"Geld,Ausverkauf",welt
"Tschechien, Luxemburg und Tirol zu Corona-Risikogebieten erklärt","Anzeige

Die Bundesregierung hat ganz Tschechien, Luxemburg und das österreichische Bundesland Tirol wegen rasant steigender Infektionszahlen zu Corona-Risikogebieten erklärt. Die Risikoliste des Robert-Koch-Instituts wurde am Freitag entsprechend aktualisiert. Damit sind nun 15 von 27 EU-Ländern zumindest teilweise Corona-Risikogebiete, Spanien, Tschechien und Luxemburg sogar ganz. Polen ist das einzige der neun Nachbarländer Deutschlands, das noch nicht betroffen ist.

Die meisten tschechischen Regionen waren bereits am Mittwoch in die Risikoliste aufgenommen worden. Jetzt folgten noch die Mährisch-Schlesische Region im äußersten Osten des Landes an der Grenze zu Polen und das an Sachsen grenzende Usti (Aussig). Auch Tirol mit der Hauptstadt Innsbruck ist eine Grenzregion und zudem ein bei Deutschen sehr beliebtes Urlaubsgebiet im Sommer wie Winter. Dort liegt auch der Skiort Ischgl, der im vergangenen Winter zu den Hotspots gehörte, von denen sich die Pandemie in Europa ausbreitete.

Luxemburg grenzt an das Saarland und an Rheinland-Pfalz. Die Regierung des Großherzogtums hatte frühere Grenzschließungen und Reisewarnungen seitens Deutschlands stets kritisiert. In dem kleinen Land mit seinen etwa 630.000 Einwohnern gibt es zahlreiche Berufspendler, die regelmäßig die Grenze überqueren. Sie sind allerdings von Quarantäneregeln ausgenommen.

Lesen Sie auch Kampf gegen Corona Portugal auf der Suche nach der Lockdown-Alternative

Anzeige

Es wurde erwartet, dass das Auswärtige Amt noch am Freitagabend für alle neuen Risikogebiete eine Reisewarnung für Urlaubsreisen ausspricht. Für die Länder der Europäischen Union und des Schengen-Raums decken sich die Kriterien.

Reisende, die aus Risikogebieten zurückkehren, müssen sich 48 Stunden vor oder nach der Einreise auf Corona testen lassen und dann in Quarantäne, bis das Testergebnis da ist. Die Reisewarnung ist kein Verbot, soll aber eine erhebliche abschreckende Wirkung für touristische Reisen haben. Allerdings hat sie auch eine positive Seite für Verbraucher: Sie ermöglicht es Urlaubern, Buchungen kostenlos zu stornieren.

Nach Ausbruch der Corona-Pandemie hatte das Auswärtige Amt am 17. März erstmals eine weltweite Reisewarnung für touristische Reisen ausgesprochen. Für mehr als 30 europäische Länder wurde sie Mitte Juni zunächst wieder aufgehoben. Schon nach wenigen Wochen mussten die Reisewarnungen für die ersten Länder aber wegen steigender Infektionszahlen wieder reaktiviert werden.

Lesen Sie auch Argentinien Die Welt hat ein neues großes Corona-Problemland

Die Einstufung als Risikogebiet und die anschließende Reisewarnung erfolgen, wenn die Zahl der Corona-Neuinfektionen die Marke von 50 Fällen pro 100.000 Einwohner innerhalb von sieben Tagen übersteigt. Bei der Reisewarnung für Länder außerhalb Europas kann es bisher auch noch andere Gründe für eine Reisewarnung geben wie Einreisesperren oder Einschränkungen des Flugverkehrs. Das soll aber zum 1. Oktober geändert werden.",'Sebastian Beug',1601054380,"Ausland,Bundesregierung",welt
"„Ich kenne doch solche Typen, die daraus wieder Geld machen“",,,1601053294,"Politik,Gysi zu Asyl-Vorverfahren",welt
„Der geringste Teil der Vorschriften ist wissenschaftlich belegbar“,"WELT: Herr Fätkenheuer, es gibt mittlerweile Experten, die für einen eher lockeren Umgang plädieren und auf die Strategie setzen, die Risikogruppen zu schützen und an die Eigenverantwortung der Menschen in der Pandemie zu appellieren.

Gerd Fätkenheuer: Man muss sich fragen, was das genau bedeutet, die „Risikogruppen zu schützen“. Aber die Eigenverantwortung halte ich für wichtig. Bei den allermeisten Vorschriften und Empfehlungen, die wir erlebt haben und noch erleben, ist nur der geringste Teil wissenschaftlich belegbar, wie wir das sonst fordern. Das ist einfach nicht möglich in einer Pandemie. Daher sind wir auf die Eigeninitiative angewiesen, auf den gesunden Menschenverstand. Die meisten Menschen wissen im Wesentlichen, wo die Gefahren liegen und was die zentralen Schutzmaßnahmen sind. Darüber hinaus wird man aber Vorgaben brauchen, wie wir sie jetzt auch haben.

WELT: Welche Vorgaben sind das – und können wir die aktuelle Entwicklung bremsen, bevor die Situation außer Kontrolle gerät?",Leonhard Landes,1601052554,"Wissenschaft,Corona-Lage in Deutschland",welt
