title,text,author,published,tags,source
"Stiere sind diese Woche besonders anziehend, Löwen haben es schwerer","Sie wollen wissen, wie die Sterne in Liebesdingen, im Beruf und in Sachen Gesundheit für Sie stehen? Unser Wochenhoroskop verrät, was Sie vom 5. bis 11. Oktober erwartet und welche Entscheidung Sie weiterbringen kann.","'Adele Bein', 'Ute Flörchinger', 'Ourania Marmara'",1601866567,"ICONIST, Horoskop",welt
35 Millionen Euro Bußgeld für H&M - eine Warnung an alle Unternehmen,"Anzeige

Am Donnerstagmorgen öffnete Axel von dem Bussche seine Excel-Datei, in dem er Buch führt über die in Deutschland verhängten Bußgelder wegen Datenschutz-Vergehen. Für den Fachanwalt der international tätigen Wirtschaftskanzlei Taylor Wessing, die einen großen Sitz in der Hamburger Hafencity hat, sind diese Summen wichtig – zeigen sie doch, womit mögliche Mandanten zu rechnen haben. Und sie dokumentieren, welche Bedeutung der Datenschutz in der Rechtsprechung und in der behördlichen Verfolgung bei Vergehen mittlerweile hat. „35,3 Millionen Euro, Hennes & Mauritz Online Shop A.B. & Co. KG“, lautete der neueste Eintrag in der Liste.

Verhängt hatte Hamburgs Datenschutz-Chef Johannes Caspar diese Rekordsumme. Er war zuständig, weil das schwedische Unternehmen Hennes & Mauritz, besser bekannt als H&M, seinen Deutschland-Sitz in Hamburg hat. Das eigentliche Vergehen geschah jedoch in einer großen Niederlassung in Nürnberg, hier hatte das Führungsteam einer Serviceabteilung über einen langen Zeitraum die Mitarbeiter ausgespäht und über die Erkenntnisse und Einschätzungen digitale Akten angelegt – bis eines Tages durch einen Softwarefehler die Dateien im Unternehmen für viele Mitarbeiter einsehbar wurden. So einen Fall hatte auch Caspar noch nie auf dem Tisch, und obwohl die Hamburger Unternehmensführung sich zunächst entsetzt und dann kooperativ zeigte, standen die gut 35 Millionen Euro auf dem Bußgeldbescheid.

Lesen Sie auch Corona-App „Datenschutz hat häuﬁg eine Sündenbockfunktion“

Lesen Sie auch Arbeiten nach der Krise Was Sie tun können, wenn Ihr Chef Sie nicht mehr ins Büro lässt

Für Axel von dem Bussche ist gerade dieser Aspekt interessant: „Obwohl H&M nach dem Vorfall mit der Behörde zusammengearbeitet, ein umfängliches Maßnahmenpaket vorgelegt hat und für die betroffenen Beschäftigten Schadenersatz anbietet, wurde ein Rekordbußgeld verhängt. Daraus lässt sich eine deutliche Verschärfung der Gangart der Datenschutzbehörden ablesen“, so seine Einschätzung. Mit diesem Vorgang sei „ein neues Level“ in der noch jungen Historie der Bußgeld-Verhängung erreicht, denn 35 Millionen Euro übersteige alle seit Inkrafttreten der Datenschutzgrundverordnung (DSGVO) im Mai 2018 bisher in Deutschland verhängten Bußgelder zusammen.

So spähte H&M seine Mitarbeiter aus

Anzeige

Allerdings dürfte auch das Vorgehen der H&M-Führungskräfte nicht alltäglich sein. Den Ausspähvorwurf beschreibt Caspar so: „Mindestens seit dem Jahr 2014 kam es bei einem Teil der Beschäftigten zu umfangreichen Erfassungen privater Lebensumstände. Entsprechende Notizen wurden auf einem Netzlaufwerk dauerhaft gespeichert. Nach Urlaubs- und Krankheitsabwesenheiten – auch kurzer Art – führten die vorgesetzten Teamleader einen sogenannten ‚Welcome Back Talk‘ durch.“

Hamburgs oberster Datenschützer Johannes Caspar verdonnerte H&M zu dem hohen Bußgeld Quelle: pa

Nach diesen Gesprächen seien in etlichen Fällen nicht nur konkrete Urlaubserlebnisse der Beschäftigten festgehalten worden, sondern auch Krankheitssymptome und Diagnosen. „Zusätzlich eigneten sich einige Vorgesetzte über Einzel- und Flurgespräche ein breites Wissen über das Privatleben ihrer Mitarbeitenden an, das von eher harmlosen Details bis zu familiären Problemen sowie religiösen Bekenntnissen reichte“, führt Caspar aus. Die Erkenntnisse seien teilweise aufgezeichnet und digital gespeichert worden und mitunter für bis zu 50 weitere Führungskräfte im ganzen Haus lesbar gewesen.

Die Beweislage war dabei ab einem bestimmten Moment sehr gut. Bekannt geworden sei die Datenerhebung dadurch, dass die Notizen infolge eines Konfigurationsfehlers im Oktober 2019 für einige Stunden unternehmensweit zugreifbar waren. Anschließend gab es erste Presseberichte, die Caspar alarmierten. Er ordnete an, den Inhalt des Netzlaufwerks „einzufrieren“, und verlangte dann die Herausgabe. Das Unternehmen kam dem nach und legte einen Datensatz von rund 60 Gigabyte zur Auswertung vor. Vernehmungen zahlreicher Zeugen hätten nach Analyse der Daten die dokumentierten Praktiken bestätigt.

Lesen Sie auch Datensicherheit Können Hacker Patienten in Krankenhäusern angreifen, Herr Schönbohm?

Anzeige

„Der vorliegende Fall dokumentiert eine schwere Missachtung des Beschäftigtendatenschutzes am H&M-Standort Nürnberg. Das verhängte Bußgeld ist dementsprechend in seiner Höhe angemessen und geeignet, Unternehmen von Verletzungen der Privatsphäre ihrer Beschäftigten abzuschrecken“, begründet Caspar die Höhe des Bußgeldes. Die Unternehmensführung von H&M kündigte an, den Bußgeldbescheid prüfen zu wollen. Gleich nach Bekanntwerden des Falls habe man die interne Kontrolle des Datenschutzes gestärkt und Führungskräfte sowie Mitarbeiter geschult. Zudem sollen alle betroffenen Mitarbeiter entschädigt werden.

Für den Hamburger Fachanwalt von dem Bussche ist auch dieses Vorgehen wichtig, gerade weil es nicht zu einer milderen Strafe führte. Er leitet daraus eine Warnung an alle Unternehmen ab: „Man hat sich quasi flach auf den Boden gelegt und um Entschuldigung gebeten, aber gutes Zureden und das reine Gelobigen von Besserungen reicht bei Weitem nicht mehr aus.“

Dieser Text ist aus der WELT AM SONNTAG. Wir liefern sie Ihnen gerne regelmäßig nach Hause.","'Carsten Dierig', 'Tobias Kaiser', 'Julia Witte Genannt Vedder'",1601865133,"Hamburg, Mitarbeiter ausgespäht",welt
Der Held von der A1 – „Ich würde es nochmal so machen“,"Anzeige

Seine wagemutige Aktion machte ihn zum Helden: Mitten auf der Autobahn 1 kletterte Matthias Erdmann in einen unkontrolliert rollenden, führerlosen Lastwagen und brachte diesen zum Stehen.

Knapp anderthalb Jahre später wird der Langenfelder nun offiziell für seinen mutigen Einsatz geehrt: Am Dienstag verleiht Ministerpräsident Armin Laschet (CDU) ihm die Rettungsmedaille des Landes. „Dass ich jetzt ein so großes Dankeschön der Gesellschaft erhalte, darüber freue ich mich sehr“, sagte der 44-Jährige.

An jenem Abend des 8. Mai 2019 ist Erdmann auf dem Weg zu seiner Nachtschicht in einem Wuppertaler Unternehmen. Bei Wermelskirchen sieht er vor sich plötzlich einen Lkw in langsamen Schlangenlinien über die Autobahn fahren. „Ich dachte, was treibt der denn da. Als ich auf gleicher Höhe war, schaute ich rüber zum Führerhaus – aber das war leer. Da musste ich doch irgendwas tun.“

Lesen Sie auch Vorfall auf der A 1 43-Jähriger stoppt führerlosen Lkw mit waghalsiger Aktion

Anzeige

Erdmann hält seinen Kleinwagen an und rennt zu dem Sattelzug, der mit einem Tempo von etwa 15 Stundenkilometern zwischen den Leitplanken der dreispurigen Fahrbahn hin- und her schlingert. Er zieht sich an der Beifahrerseite hoch – doch die Tür lässt sich nicht öffnen.

Auch andere Verkehrsteilnehmer haben die gefährliche Situation erkannt und reagieren geistesgegenwärtig. Mehrere Zeugen wählen den Notruf. Drei Lkw-Fahrer bremsen den nachfolgenden Verkehr aus und erzeugen einen künstlichen Stau. Durch die Rettungsgasse bahnt sich ein Streifenwagen einen Weg nach vorne. Die beiden Polizisten kommen Erdmann zur Hilfe, versuchen vergeblich, die Lkw-Scheibe mit einem Stativ einzuschlagen.

Ein Zeuge reicht Erdmann schließlich einen Hammer. Er steigt auf die Stoßstange des Polizeiautos, zerdeppert von dort aus die Scheibe des Lkw, greift hinein und öffnet die Türverriegelung. Er zieht sich in die Kabine – dort liegt der Fahrer leblos zwischen den Sitzen. Erdmann tritt auf die Fußbremse und dreht den Zündschlüssel um.

Mann stoppt Geisterfahrer mit dieser mutiger Aktion Eine US-Polizeistreife verfolgt einen Geisterfahrer. Während die Beamten zögern, handelt ein Autofahrer sofort. Er springt kopfüber durch das geöffnete Seitenfenster in den Wagen und stoppt das Auto. Quelle: N24/Dominic Basselli

Anzeige

Ein Notarzt kann dem Lkw-Fahrer nicht mehr helfen, er ist tot. Erdmann hat sich ein paar leichte Schnittwunden zugezogen, die er im Krankenhaus ambulant versorgen lässt. Dann fährt er mit Verspätung zu seiner Nachtschicht.

Als er am nächsten Morgen nach Hause kommt, hat seine Frau schon in den Nachrichten von der spektakulären Rettungsaktion gehört – aber bis dahin nicht gewusst, dass ihr Mann damit zu tun hatte. „Sie hat geschimpft – und war gleichzeitig stolz auf mich“, erzählt Erdmann. „Meine Freunde und Bekannten haben mich gefragt, ob ich wahnsinnig bin.“ Unbekannte Menschen hätten ihm Dankesbriefe geschickt. Für Erdmann steht auch rückblickend fest: „Ich würde es nochmal so machen.“

Neben Erdmann werden auch die beiden Polizeibeamten mit der NRW-Rettungsmedaille ausgezeichnet, die drei helfenden Lkw-Fahrer erhalten eine öffentliche Belobigung. Denn ohne das selbstlose Handeln der sechs Männer hätte die Irrfahrt des „Geister-Lkw“ womöglich zu schweren Unfällen geführt, heißt es zur Begründung.","'Kristian Frigelj', 'Till-Reimer Stoldt'",1601864409,"Panorama, Wagemutige Rettungsaktion",welt
So entkommen Rentner ihrer teuren Krankenversicherung,"it 14 Jahren eine Lehre begonnen, Beamte oder Selbstständige geheiratet, Kinder bekommen, eine Zeit lang privat krankenversichert gewesen, nach Jahren wieder als Angestellte in einen Beruf zurückgekehrt – und jetzt, im Ruhestand, fehlen manchmal nur Monate, um den Sprung in eine günstige Krankenversicherung zu schaffen.",Berrit Gräber,1601863399,"Verbraucher, Krankenversicherung der Rentner",welt
Zahl der Flüchtlinge in Deutschland erstmals seit 2011 zurückgegangen,,"'Marcel Leubecher', 'Jörn Lauterbach', 'Virginia Kirst'",1601855446,"Deutschland, Bundesinnenministerium",welt
„Ich traue Donald Trump alles zu“,"Bei Anne Will wird über Donald Trumps Covid-Erkrankung und die US-Wahl diskutiert. Für Cem Özdemir ist die Demokratie in den USA durch Trump dysfunktional geworden. Eine Professorin hält es für möglich, dass Trump bei einer Niederlage die Wahl nicht anerkennt.

Anzeige

Nach Angaben seines Leibarztes Sean Conley könnte der an Covid-19 erkrankte US-Präsident Donald Trump womöglich bereits Anfang der Woche aus dem Krankenhaus entlassen werden. Seit Bekanntmachung von Trumps Erkrankung am vergangenen Freitag sind unterschiedliche Statements zur Schwere des Verlaufs bekannt geworden. Anne Will fragte ihre Runde, welche Konsequenzen Trumps Infizierung für die USA und den Wahlkampf hat.

Mit ihr diskutierten die Geschichtsprofessorin Britta Waldschmidt-Nelson (Universität Augsburg), der Vizepräsident der „Republicans Overseas“ Roger Johnson, die Redaktionsleiterin beim „German Marshall Fund“ Rachel Tausendfreund sowie die Politiker Peter Altmaier (CDU) und Cem Özdemir (Grüne).

Lesen Sie auch Trumps Corona-Erkrankung Amerika und die Welt stellen sich die unvermeidbare Frage

Aus Washington D.C. zugeschaltet wurde Stefan Niemann, Leiter des ARD-Studios vor Ort. Er berichtete über die aktuellen Erkenntnisse zu Trumps Gesundheit.

Zum Zustand von Donald Trump

Anzeige

Trump habe kein Fieber mehr und bekomme das Medikament Remdesivir – das bei schweren Fällen angewendet werde – sowie einen Antikörper-Cocktail, erklärte Niemann. Trump wolle mit aller Macht vermeiden, schwach zu wirken. Mit 74 Jahren und einem Gewicht von 110 Kilo gehöre er zur Corona-Risikogruppe.

Die Gefahr sei derzeit, dass Wähler ihm ihre Stimme nicht geben würden, weil sie befürchten, er könne sein Amt nicht mehr ausführen. Treue Trump-Anhänger glauben allerdings, er werde schnell wieder gesund und könne eine zweite Amtszeit angehen. Hingegen denken andere, sein Krisenmanagement falle Trump jetzt auf die Füße.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Professorin Britta Waldschmidt-Nelson erklärte, durch eine Krankheit kurz vor der Wahl könne es „Sympathy Votes“ geben. „Ich glaube aber, dass das bei Trump nicht so sein wird. Er hat sich immer als Starker gezeigt und Corona sei etwas, das die Schwachen hinwegraffe“, sagte sie. „Er ist sicherlich nicht jemand, der erwarten kann, Sympathie für seine Krankheit zu bekommen.“

Anzeige

Bundeswirtschaftsminister Peter Altmaier sagte, die Bundesregierung hätte keine weitergehenden Informationen zum Zustand des US-Präsidenten. Es sei aber Vorsicht geboten mit schnellen Statements. „Der Zustand eines Infizierten kann sich in wenigen Stunden ändern“, sagte Altmaier. „Deshalb kann das Rätselraten weitergehen.“

Über den Umgang mit Corona

Für Altmaier bestätigte sich, wie wichtig das Maskentragen und Abstandhalten sei und dass die Gefahr von Corona nicht heruntergespielt werden dürfe. Das sei in den USA passiert. „Ich glaube, dass das Umgehen mit der Pandemie kritisch beleuchtet werden muss.“

Die Ansteckungszahlen seien sechsmal, die Todeszahlen fünfmal so hoch wie in Deutschland. Trump und seine Ehefrau Melania hatten sich wahrscheinlich während einer Veranstaltung im Rosengarten des Weißen Hauses angesteckt, samt sechs weiterer Personen. Die Teilnehmer der Veranstaltung trugen keine Masken, eine Abstandregel gab es nicht.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Anzeige

Der Republikaner Roger Johnson verteidigte Donald Trump. Er habe sehr früh zu Beginn der Pandemie Maßnahmen ergriffen. Tatsächlich verhängte er mit der „Presidential Proclamation Covid-19“ am 13. März ein Einreiseverbot für Menschen aus den Schengenstaaten und anderen Ländern. „Wenn er das nicht gemacht hätte, wären es mehr Tote geworden“, sagte Johnson. Aktuell sind 200.000 Menschen in den USA gestorben, 7,3 der 330 Millionen Einwohner sind infiziert.

Trumps Politik in seiner Amtszeit

Sehr wohl sei Donald Trump für die hohe Zahl der Coronatoten in den USA verantwortlich, findet Cem Özdemir. Während in Deutschland die Regierung mit der Opposition angesichts der Pandemie zusammengearbeitet hätte, würden sich die Republikaner und Demokraten bekriegen.

Trump habe die USA zu einer dysfunktionalen Demokratie gemacht. „Das ist nicht mehr die republikanische Partei, die die Sklaverei abgeschafft hat. Das ist ein Trump-Wahlverein, der damit mitschuldig ist für die Verbrechen von Trump“, sagte der Grünen-Politiker.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Das konterte der Republikaner Johnson mit Loyalität für Trump. „Er tut das Beste für das Land und erfüllt seine Versprechen.“ Seit seiner Wahl 2016 hat Präsident Trump tatsächlich sein Wahlversprechen „America first“ weitgehend durchgesetzt. Er kündigte Abkommen mit Ländern, bei denen er die USA als Verlierer sah. Dazu schloss er neue Handelsabkommen. Vor Corona boomte zudem die Wirtschaft, dabei stieg allerdings die Staatsverschuldung.

Sein Wahlversprechen, eine Grenzmauer zu Mexiko aufzubauen, setzte er insoweit um, als dass bisher einige Hundert Meter Mauer gebaut wurden und die Zahl der illegalen Grenzübertritte innerhalb von vier Jahren um 80 Prozent gesunken ist.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Trump holte US-Soldaten aus Afghanistan nach 18 Jahren Kampfeinsatz zurück und vermittelte diplomatische Beziehungen zwischen den Vereinten Arabischen Emiraten und Israel – nach Jahrzehnten der Isolation Israels in der arabischen Welt.

Für Wirtschaftsminister Altmaier ist Trumps Politik für die Weltgemeinschaft aber nicht die richtige. „Probleme der Weltwirtschaft, des Terrorismus und des Klimaschutzes können nur gemeinsam angegangen werden“, sagte er.

Wie es nach der Wahl weitergehen könnte

Anzeige

Professorin Waldschmidt-Nelson traut Trump zu, bei einer Niederlage die Wahl nicht anzuerkennen. Laut einer Studie habe er viermal täglich seine Anhänger darauf hingewiesen, dass Briefwahl zu Wahlfälschung führe.

„Es ist zu befürchten, dass Trump die Concession Speech bis zum bitteren Ende nicht machen wird“, sagte sie. Die Concession Speech nach der Wahl ist eine Rede des unterlegenen Präsidentschaftskandidaten, in dem er seine Niederlage gegenüber dem siegreichen Kandidaten eingesteht.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Auch Cem Özdemir glaubt, dass Trump alles dafür tun werde, die Wahl nicht zu verlieren. „Wenn er verliert, dann wird es Untersuchungsausschüsse geben zu seinem Verhältnis zu Russland, zu seinen nicht gezahlten Steuern, zu den Immobiliendeals und dem, was die Familienmitglieder auf dem Kerbholz haben“, sagte er. Das wolle Trump verhindern. Zudem schrecke er nicht vor dem Einsatz von Mitteln zurück, die die amerikanische Verfassung nicht vorsehen würden. Özdemir: „Ich traue dem Mann alles zu.“

Rachel Tausendfreund hat hingegen Vertrauen in die amerikanische Demokratie: „Noch lange nicht ist die USA eine Autokratie.“ Trump könne nicht einfach im Amt bleiben, dafür brauche es zu viel Unterstützung durch zum Beispiel Senat und Kongress, wo die Demokraten ein Wörtchen mitzureden hätten. Auch Altmaier glaubt fest an die alte Demokratie der USA: „Kein Präsident, egal wie er heißt und wer er ist, kann dauerhaft gegen das Votum der Wähler Präsident bleiben.“",Kristoffer Fillies,1601854071,"Panorama, Talkshow „Anne Will“",welt
Weltlehrertag - Landesschülerrat fordert mehr Lehrer,,"'Maximilian Sachse', 'Bettina Seipp', 'Sabine Menkens', 'Philipp Nagels'",1601850281,"Panorama, Bildung",welt
Dieses Pilotprojekt soll die Zweifel am EU-Asylpakt zerstreuen,"Die EU-Asylreform sieht Schnellverfahren samt Abschiebung an den Außengrenzen vor. Es gibt allerdings Zweifel, ob das realistisch ist. Politiker von CDU und EVP möchten in Italien nun die Umsetzbarkeit anhand eines konkreten Projekts demonstrieren.

Anzeige

Vor dem Hintergrund des EU-Kommissionsvorschlags für schnellere Asylverfahren an den europäischen Außengrenzen samt anschließender Abschiebung der Abgelehnten, appellieren CDU- und EVP-Abgeordnete im Bundestag und EU-Parlament an die Kommission, die Umsetzbarkeit des Vorschlages mit einem Pilotprojekt in der Praxis zu demonstrieren. In einem WELT vorliegenden Brief an den für die EU-Asylreform zuständigen Vizepräsidenten der Kommission, Margaritis Schinas, fordern die Politiker „die Vorschläge aus dem neuen Migrations- und Asylpaket im Bereich der Außengrenzverfahren, insbesondere das angedachte Schnellverfahren, in der Praxis zu erproben.“

Ein solches Pilotprojekt könne für schnelle Verfahren samt Abschiebung etwa in Italien sorgen, das aktuell besonders durch illegale Zuwanderung von Tunesiern belastet ist. 2020 stammten bisher „rund 40 Prozent der Personen, die in Italien anlandeten, aus Tunesien“, ihre Anerkennungsquote liege bei „weniger als 4 Prozent“, heißt es in dem Brief, der vom innenpolitischen Sprecher der Unionsfraktion im Bundestag, Mathias Middelberg, sowie der Berichterstatterin für den EU-Asylpakt der EVP-Fraktion im Europäischen Parlament, Lena Düpont, unterzeichnet ist.

Lesen Sie auch Europäische Migrationspolitik Der EU-Asylplan fußt nur auf einer gewagten Hoffnung

Schnelle Verfahren an den Außengrenzen und die „direkte Rückführung bei einem negativen Asylbescheid“ seien der „richtige Ansatzpunkt“ für das künftige EU-Asylsystem. Falls die Kommission schon jetzt beispielsweise Italien „eine besondere europäische Unterstützung für den Aufbau, die Finanzierung und das Management entsprechender Aufnahmezentren“ anbieten würde, könnten „bestehende Zweifel in Bezug auf die Realisierbarkeit der zeitlichen Vorgaben für die Schnellverfahren im neuen Migrations- und Asylpaket ausgeräumt werden.“

Anzeige

Die EU-Kommission hat sich in ihrem Vorschlag für eine Reform des Gemeinsamen Europäischen Asylsystems (GEAS) dafür ausgesprochen, Asylanträge von Asylsuchenden, die aus Herkunftsländern mit einer Anerkennungsquote unter 20 Prozent stammen, innerhalb von zwölf Wochen zu prüfen.

Hier können Sie unsere WELT-Podcasts hören Wir nutzen den Player des Anbieters Podigee für unsere WELT-Podcasts. Damit Sie den Podcast-Player sehen können und um mit Inhalten aus Podigee und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Ausgenommen von diesen schnellen Verfahren sollen Familien mit Kindern unter zwölf Jahren sein, sowie Jugendliche unter 18 Jahren, die ohne Eltern einreisen. Andererseits sollen auch Asylbewerber, die eine „Gefahr für die nationale Sicherheit darstellen“ oder „die Behörden irreführen“ in das Schnellverfahren kommen, selbst wenn sie aus Staaten mit hoher Anerkennungsquote stammen.

Im Falle einer Ablehnung im Schnellverfahren soll eine zeitnahe Rückführung binnen weiterer zwölf Wochen erfolgen. In diesem kurzen Zeitraum soll nicht nur die nationale Asylbehörde mit Unterstützung des EU-Asylbüros EASO über die Anträge entschieden haben, sondern auch die gerichtliche Überprüfung der fast immer auf Ablehnungen folgenden Klagen abgeschlossen sein. Bisher dauern die Asylverfahren in allen EU-Staaten deutlich länger und nach einer Ablehnung wird nur ein kleiner Teil abgeschoben.

Lesen Sie auch Armut und Auswanderung „In den seltensten Fällen bringt Migration mehr Wohlstand“

Anzeige

Wie die Kommission in ihrem Vorschlag schreibt, soll im Falle der Zustimmung von EU-Parlament und dem Rat der EU-Staats- und Regierungschefs für diejenigen, deren Anträge an der Grenze abgelehnt wurden, „unverzüglich ein EU-Rückkehrverfahren an der Grenze zur Anwendung kommen“. Das schnelle „Verfahren wäre ein besonders wichtiges Instrument auf Routen, auf denen ein großer Teil der Asylbewerber aus Ländern mit einer niedrigen Anerkennungsquote stammt“, schreibt die Kommission.

Während auf der östlichen Route über die Türkei und Griechenland mehr als die Hälfte der Asylbewerber sich am Ende der Verfahren als schutzberechtigt herausstellen, handelt es sich bei den Bootsmigranten, die nach Italien und Spanien fahren, weit mehrheitlich nicht um Flüchtlinge. Alle verfügbaren Zahlenwerke zu Nationalitäten und Anerkennungsquoten von Eurostat, UN oder den nationalen Innenministerien belegen dies eindeutig.

In Italien müssten viele Asylbewerber durchs Schnellverfahren

Falls die EU-Asylreform so beschlossen würde, wie es die Kommission in ihrem Vorschlag vorsieht, müssten dort fast alle Ankömmlinge ein Schnellverfahren samt Abschiebung durchlaufen: An der italienischen Küste kommen in diesem Jahr vor allem Bürger Tunesiens, Bangladeschs, der Elfenbeinküste und Algeriens an.

Auch schon im vergangenen Jahr war der wichtigste Herkunftsstaat Tunesien, gefolgt von Pakistan, Algerien, Elfenbeinküste und Bangladesch. Spanien erreichen über die See- und Landgrenzen zu Afrika vor allem Staatsangehörige Algeriens, Marokkos, Malis und Guineas. Für all diese Staaten lag die Anerkennungsquote 2019 EU-weit unter 20 Prozent.",Marcel Leubecher,1601849267,"Deutschland, CDU-EVP-Appell",welt
Warum der EU-Asylplan Deutschlands Hauptproblem nicht löst,,Marcel Leubecher,1601849149,"Deutschland, Migrationspolitik",welt
2:7 bei Aston Villa – Debakel für Klopps Liverpool,"Zum ersten Mal seit über 50 Jahren kassiert der FC Liverpool sieben Gegentore. Die 2:7-Niederlage bei Aston Villa am Sonntagabend leitet Ersatzkeeper Adrian mit einem Fehler schon in der vierten Minute ein.

Anzeige

Der englische Fußballmeister FC Liverpool hat sich am 4. Spieltag der Premier League total blamiert und bei Aston Villa eine überraschend deutliche Niederlage kassiert. Mit 2:7 (1:4) ging die Mannschaft von Trainer Jürgen Klopp am Sonntag in Birmingham unter. Villa-Stürmer Ollie Watkins war mit drei Toren in der ersten Hälfte (4., 22. und 39. Minute) der Matchwinner des Abends.

Liverpools Torwart Adrian, der für den verletzten Stammkeeper Alisson im Tor stand, leitete die deutliche Pleite mit seinem Patzer ein. Adrian spielte einen ungenauen Pass auf seinen Teamkollegen Joe Gomez. Villas Jack Grealish schnappte sich den Ball und spielte sofort auf Watkins, der seine ersten Premier-League-Tore erzielte. In der zweiten Halbzeit hatte der Stürmer sogar einen vierten Treffer auf dem Fuß, scheiterte aber frei vor Adrian.

Für das angriffslustige Team aus Birmingham trafen außerdem John McGinn (35.), Neuzugang Ross Barkley (55.), der auf Leihbasis vom FC Chelsea zu Aston Villa gekommen war, und Jack Grealish mit einem Doppelpack (66., 75.). Mohamed Salah (33., 60.) erzielte beide Treffer für die in der Abwehr ungewohnt schwachen Gäste. Zuletzt hatte Liverpool vor über 50 Jahren sieben Gegentore kassiert. Im April 1963 verlor der Klub gegen Tottenham Hotspur ebenfalls mit 2:7.

Lesen Sie auch Timo Werner „Wenn Klopp dich haben will, kommst du ins Grübeln“

Anzeige

In der Premier-League-Tabelle rangiert Aston Villa, das ein Spiel weniger absolviert hat als Liverpool, nun vor den Reds auf dem zweiten Platz. Die Klopp-Elf, die zuvor drei Liga-Siege in Serie eingefahren hatte, ist trotz der Pleite noch Fünfter. Tabellenführer nach vier Siegen aus vier Spielen ist Liverpools Lokalrivale FC Everton mit dem früheren Bayern-Profi James.",'Lutz Wöckener',1601843319,"Sport, Premier League",welt
