title;text
"Hier finden Sie alle verfügbaren Audio- und Video-Dateien der EZ;""Audio"
Die beliebten Nachrichtensendungen unseres erfolgreichen Magazins:









MP3  iTunes

MP3  iTunes

MP3  iTunes

MP3  iTunes

MP3  iTunes

MP3  iTunes

MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
Nachrichtensprecher & Produktion: @sebastian-pertsch  Herausgeber & Redaktion: www.Eine-Zeitung.net (Philipp Feldhusen & Peer Gahmert)  Autoren: Philipp Feldhusen, Peer Gahmert  Sounds: @immusic (cc-by-sa), @music-is-vfr_jingle1 (cc-by) und rj10328 (CC0, Freesound.org)
MP3  iTunes
Nachrichtensprecher & Produktion: @sebastian-pertsch  Herausgeber & Redaktion: www.Eine-Zeitung.net (Philipp Feldhusen & Peer Gahmert)  Autoren: Philipp Feldhusen, Peer Gahmert  Sounds: @immusic (cc-by-sa), @music-is-vfr_jingle1 (cc-by) und rj10328 (CC0, Freesound.org)
MP3  iTunes
Nachrichtensprecher & Produktion: @sebastian-pertsch  Herausgeber & Redaktion: www.Eine-Zeitung.net (Philipp Feldhusen & Peer Gahmert)  Autoren: Philipp Feldhusen, Peer Gahmert  Sounds: @immusic (cc-by-sa), @music-is-vfr_jingle1 (cc-by) und rj10328 (CC0, Freesound.org)
MP3  iTunes
Nachrichtensprecher & Produktion: @sebastian-pertsch  Herausgeber & Redaktion: www.Eine-Zeitung.net (Philipp Feldhusen & Peer Gahmert)  Autoren: Philipp Feldhusen, Peer Gahmert  Sounds: @immusic (cc-by-sa), @music-is-vfr_jingle1 (cc-by) und rj10328 (CC0, Freesound.org)
MP3  iTunes
Nachrichtensprecher & Produktion: @sebastian-pertsch  Herausgeber & Redaktion: www.Eine-Zeitung.net (Philipp Feldhusen & Peer Gahmert)  Autoren: Philipp Feldhusen, Peer Gahmert  Sounds: @immusic (cc-by-sa), @music-is-vfr_jingle1 (cc-by) und rj10328 (CC0, Freesound.org)
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes
MP3  iTunes

MP3  iTunes

MP3  iTunes

MP3  iTunes

"MP3  iTunes"""
"Neuer Verkehrsminister Dobrindt fordert Tempolimit von 0 km/h;""19. Dezember 2013  Die Große Koalition ist erst wenige Tage alt", da gibt es bereits den ersten revolutionären Vorstoß. Alexander Dobrindt (CDU), neuer Verkehrsminister und Nachfolger von Peter Ramsauer (CSU), fordert eine radikale  Geschwindigkeitsbegrenzung auf 0 km/h. Auf diese Weise soll die hohe Zahl der Verkehrsunfälle massiv gesenkt werden.
Der ehemalige Generalsekretär der CDU und jetzige Bundesverkehrsminister der Großen Koalition (GroKo) erklärt, dass er mehrere Rechenbeispiele aufgestellt habe, wie sich die Zahl der jährlichen Verkehrsunfälle effizient reduzieren lasse.
Dabei kam er zu dem Ergebnis, dass die Höhe der Geschwindigkeit, mit der ein Verkehrsteilnehmer in seinem Fahrzeug unterwegs ist, im direkten Zusammenhang mit der Anzahl der verursachten Unfälle stehen könnte.








“Wir konnten errechnen, dass von den rund 2,5 Millionen polizeilich erfassten Verkehrsunfällen im vergangenen Jahr, nahezu 2,5 Millionen Verkehrsunfälle nicht passiert wären, wenn sich die Verkehrsteilnehmer an eine maximale Höchstgeschwindkeit von 0 km/h gehalten hätten.
Laut Dobrindt soll das gesetzliche Tempolimit zunächst nur für Kraftfahrzeuge gelten.
"Fußgänger und Fahrradfahrer dagegen dürften sich vorerst auch weiterhin mit 50 km/h innerorts und 100 km/h außerhalb geschlossener Ortschaften bewegen."""
"Neue Aufgabe: Westerwelle wird deutscher Delegationsleiter bei den Olympischen Winterspielen in Sotschi;""18. Dezember 2013  Der ehemalige Vizekanzler und Außenminister Guido Westerwelle hat sich bereits nach neuen Aufgaben umgesehen. Neben der von ihm gegründeten “Westerwelle Foundation” wird er auch Deutschland bei den Olympischen Winterspielen in Sotschi vertreten."
Gestern übergab er das Amt des Außenministers an seinen Nachfolger Frank-Walter Steinmeier. Kurz darauf erzählte Guido Westerwelle von seinen Zukunftsplänen.








Neben der Gründung einer “Westerwelle Foundation-Stiftung für internationle Verständigung” will er auch als Deutscher Delegationsleiter bei der Eröffnung der Olympischen Winterspiele in Russland dabei sein.
“Als großer Freund der Olympischen Spiele ist es für mich eine besondere Ehre, Teil der Deutschen Delegation sein zu dürfen”, so Westerwelle.
Er hoffe, bei der Gelegenheit auch ein wenig von dem Land und den Menschen sehen zu können, da dies bei seinen Reisen als Außenminister bisher “viel zu kurz kam”.
Angesprochen auf die Frage, ob es nicht ähnlich wie im Fall der USA als Provokation verstanden werden könne, wenn ausgerechnet er als deutscher Vertreter die Olympischen Spiele eröffne, entgegnete Westerwelle selbstbewusst: “Nein," weil ich nicht lesbisch bin!”"""
"Kim Jong-un ließ offenbar vor Jahren seinen Friseur hinrichten;""Der nordkoreanische Diktator Kim Jong-un hat offenbar schon vor Jahren in seinem Umfeld aufgeräumt: wie südkoreanische Medien unter Berufung auf Geheimdienstkreise berichten", ließ Kim schon vor einiger Zeit seinen Friseur “entfernen”.
