title;text




Abdeslam ist nicht in einem belgischen Gefängnis untergebracht, sondern in einem Hochsicherheitstrakt in Frankreich. Von dort wird er jeden Prozesstag in die belgische Hauptstadt gebracht.Der zuständige Richter Hennart hatte vor Prozessbeginn bekannt gegeben, Abdeslam habe über seinen Anwalt mitteilen lassen, während des Prozesses weder fotografiert noch gefilmt werden zu wollen. Dutzende Journalisten hatten sich für den Prozess, der bis Freitag dauern soll," akkreditieren lassen.Trotz der Sicherheitsvorkehrungen und des enormen öffentlichen Interesses """"muss es ein normaler Prozess bleiben""""", mahnte Richter Hennart und kündigte an," beim kleinsten Problem den Gerichtssaal räumen zu lassen."""
Nach Belästigungsvorwürfen: Melbournes Bürgermeister tritt zurück;Mindestens drei Frauen sollen betroffen sein. Der 64-Jährige beteuert seine Unschuld.Der Bürgermeister von Australiens zweitgrößter Stadt Melbourne, Robert Doyle, hat nach Vorwürfen sexueller Belästigung seinen Rücktritt erklärt.Der 64-Jährige beteuerte am Sonntagabend zugleich abermals seine Unschuld. Doyle war seit 2008 Bürgermeister der 4,7-Millionen-Einwohner-Stadt. Dem konservativen Politiker wird zur Last gelegt, mindestens drei Frauen sexuell belästigt zu haben.Wegen der Vorwürfe hatte er sein Amt bereits seit vergangenem Monat ruhen lassen. Seit letzter Woche befindet er sich wegen Gesundheitsproblemen im Krankenhaus.
"Nochmals lebenslang für vietnamesischen Geschäftsmann;""Der ehemalige kommunistische Funktionär Trinh Xuan Thanh soll bei Bauprojekt Schmiergeld angenommen haben.In Vietnam ist ein mutmaßlich aus Deutschland entführter Geschäftsmann wegen Korruption ein zweites Mal zu lebenslanger Haft verurteilt worden. Das Volksgericht der Hauptstadt Hanoi sprach den ehemaligen kommunistischen Funktionär Trinh Xuan Thanh am Montag schuldig", bei einem Bauprojekt Schmiergeld angenommen zu haben.Wegen Korruption und Misswirtschaft hatte der 52-Jährige bereits im Jänner lebenslang bekommen. Auf die mögliche Forderung nach der Todesstrafe hatte die Staatsanwaltschaft beide Male verzichtet.Der Fall belastet die Beziehungen zwischen Deutschland und Vietnam seit vergangenem Sommer massiv. Die deutsche Regierung ist überzeugt, dass der ehemalige Vorstandschef eines staatlichen Baukonzerns im Juli 2017 gegen seinen Willen aus Berlin verschleppt wurde. Seine deutsche Verteidigerin sieht ihn als Opfer politischer Machenschaften. Vietnam - ein kommunistischer Einparteienstaat - gibt an, dass er sich freiwillig in seiner Heimat gestellt habe. Ausgestanden ist die Affäre allerdings noch nicht. Die Verteidigung kündigte an, gegen die lebenslange Haftstrafe Berufung einzulegen. Thanh bestreitet alle Korruptionsvorwürfe. Er hofft darauf, möglichst bald nach Deutschland zurückkehren zu können, wo seine Frau und seine Kinder leben. Zudem herrscht zwischen beiden Staaten auf diplomatischem Gebiet ziemliche Eiszeit. Vietnam behauptet, dass er freiwillig in seine alte Heimat zurückkam, um sich zu stellen.Das Volksgericht befand Thanh nach nur wenigen Prozesstagen für schuldig, sich persönlich bereichert zu haben. Als Chef des Baukonzerns PetroVietnam Construction (PVC) soll er bei einem Projekt in Hanoi 2009/10 Anteile weit unter Wert an einen privaten Entwickler verkauft und dafür mehr als eine halbe Million Euro Schmiergeld bekommen haben. Die Verteidigung sieht ihn jedoch als Opfer von Machtkämpfen innerhalb von Vietnams Kommunistischer Partei.In seinem Schlusswort hatte Thanh über schwere Gesundheitsprobleme geklagt," unter anderem über große Schmerzen durch Rheuma. Angeblich befand er sich deshalb in Lebensgefahr. Nach einem Bericht der Tageszeitung """"Thanh Nien"""" sagte er: """"Bitte erlaubt mit", dass ich nahe meiner Frau und meiner Kinder sein darf. Wenn ich sterbe," will ich in ihren Händen sein."""" Thanh hatte sich 2016 nach dem Bekanntwerden erster Vorwürfe nach Deutschland abgesetzt", wo er früher einmal studierte. Er bemühte sich um eine Anerkennung als Asylbewerber.Die Hoffnung der Verteidigung ruht nun darauf, dass der Geschäftsmann in einem Berufungsprozess ein milderes Urteil bekommt. Zudem gibt es hinter den Kulissen Bemühungen, die Haftstrafe zu reduzieren. Auch in Vietnam ist es möglich," trotz Verurteilung zu lebenslang nach einigen Jahren freizukommen. Bei Wirtschaftsstraftaten wurden Häftlinge häufig nach Verbüßung der Hälfte der Gefängnisstrafe entlassen.Zusammen mit Thanh wurden sieben weitere Angeklagte verurteilt. Sie erhielten Strafen zwischen sechs und 16 Jahren."""
"Mega-Karnevalsparty in Rio beginnt;""In der Stadt am Zuckerhut werden zu den Feierlichkeiten 1","5 Millionen Touristen erwartet.Mag die Krise in Brasilien noch so groß sein - in Rio de Janeiro wird dieser Tage gefeiert. Am Freitag (9. Februar) beginnt in der brasilianischen Atlantik-Metropole offiziell der Karneval: """"Das größte Spektakel auf Erden""""", wie Rios Bewohner, die Cariocas, die Mega-Party in aller Bescheidenheit nennen.Die Stadt am Zuckerhut ist bereits seit Tagen in Karnevalsstimmung, Samba- und Tanzgruppen," sogenannte """"Blocos""""", feiern in vielen Bezirken. Das Straßenfest ist ein Tourismusmagnet. Die Organisatoren erwarten dieses Jahr rund 1,5 Millionen Besucher. Angemeldet sind 473 Blocos, 596 Umzüge wurden genehmigt.Die symbolische Übergabe der Stadtschlüssel an König Momo bildet den Auftakt für die Party im weltberühmten Sambodromo. In der prachtvollen Paradestraße mit Platz für über 70.000 Besucher auf den Tribünen defilieren ab Freitag die besten Sambaschulen im Zentrum Rios. Der Sieger wird in der kommenden Woche ermittelt, bevor am übernächsten Samstag (17.) die Bestplatzierten ein letztes Mal durch das Sambodromo ziehen dürfen.


Bunte Parade: Karneval in Rio de Janeiro






"Am 9. Februar beginnt in der brasilianischen Atlantik-Metropole Rio de Janeiro mit dem Karneval das nach eigenen Angaben """"größte Spektakel auf Erden"""".(c) APA/AFP/CARL DE SOUZA (CARL DE SOUZA)"






Die Stadt am Zuckerhut ist bereits seit Tagen in Karnevalsstimmung, Samba- und Tanzgruppen," sogenannte """"Blocos""""", feiern in vielen Bezirken.(c) APA/AFP/CARL DE SOUZA (CARL DE SOUZA)






Das Straßenfest ist jedes Jahr ein wahrer Tourismusmagnet.(c) AP (Leo Correa)












Die Organisatoren erwarten dieses Jahr rund 1,5 Millionen Besucher. Angemeldet sind 473 Blocos, 596 Umzüge wurden genehmigt.(c) AP (Leo Correa)






Weitere Fotos vom bunten Treiben auf Rios Straßen!(c) AP (Leo Correa)






(c) AP (Leo Correa)






(c) AP (Leo Correa)






(c) AP (Leo Correa)






(c) AP (Leo Correa)






(c) AP (Leo Correa)






(c) AP (Leo Correa)






