title;text







            @media screen and (max-width: 699px){
                .diashow-pseudo-enlarge{
                    display: none;
                }
"            }"""
