title;text


"Via Twitter warf Trump der US-Bundespolizei FBI falsche Prioritäten vor. Es sei """"sehr traurig"""""," dass das FBI die """"vielen Signale"""" des Todesschützen übersehen habe"," schrieb Trump am Samstagabend . Die Behörde verwende zu viel Zeit auf die Untersuchung der Russland-Affäre und solle zum """"Wesentlichen"""" zurückkehren", erklärte Trump.Die US-Behörden sind stark in die Kritik geraten, weil sie das Blutbad offenbar hätten verhindern können. Das FBI hatte am Freitag eingeräumt, dass einem Warnhinweis zu dem späteren Täter nicht nachgegangen wurde. Anfang Jänner hatte ein Anrufer das FBI gewarnt," dass der 19-Jährige offenbar ein Schulmassaker plane. Er informierte das FBI zudem über Cruz' Waffenbesitz sowie dessen Tötungsabsichten und verstörenden Einträge in sozialen Netzwerken.""""Das ist nicht akzeptabel"""""," schrieb Trump auf Twitter. """"Sie (das FBI) verbringen zu viel Zeit mit dem Versuch"," geheime Absprachen zwischen Russland und der Trump-Kampagne zu beweisen - es gibt keine geheimen Absprachen."""" Die Ermittlungen der US-Regierung zur Russland-Affäre werden seit Mai 2017 von Sonderermittler Robert Mueller geführt.Mueller geht den Vorwürfen einer russischen Einmischung in den Präsidentschaftswahlkampf 2016 nach. Er untersucht", ob es illegale Absprachen zwischen Trumps Wahlkampfteam und der russischen Regierung gab und ob Trump später als Präsident versuchte, die Ermittlungen des FBI zu den Russland-Kontakten zu behindern.260.000 arbeitsplätzeIn der Waffen Industrie.Pest oder Cholera NeandertalerMänner jagen, Frauen behüten das Feuer, den Nachwuchs.Die Änderung dieser Doktrin kann dauern :-(Immer mehr Waffenproduzenten15% jährlich! Es ist nur eine Frage der Zeit, bis jeder von uns bedroht wird :-oDa hilft nur eins: Mundpropaganda gegen jegliche Militärwaffenproduktionja, das ist richtig, schämen soll sich der Präsident und nicht die Täter oder die 90% der Haushalte in denen Waffen gelagert werdenNein, das wäre ja blöd, wenn wir niemanden anderen die Schuld geben könnten. Die Politik soll alles per Gesetz verbieten und ganz schnell leben wir in einer..... ups, Diktatur?. Aber nein, Blödsinn, es soll ja nur das Verboten werden, was ein paar Leuten nicht gefällt. Die USA könnte natürlich eine Volksabstimmung durchführen lassen, aber da wäre ein Waffenverbot ganz schnell vom Tisch, denn, wie bekannt, haben 90% der Haushalte Waffen gelagert und 10% sind halt keine Mehrheit!!!🤔Es stimmt schon was Sie schreiben.In jedem amerikanischen Haushalt sind Waffen vorhanden. Und welcher Politiker mit Selbsterhaltungstrieb würde es wagen dem Amerikaner liebstes Spielzeug wegzunehmen? Wenn die wenigstens Psychotests durchführen würden bevor der Aspirant seine Waffe bekommt wäre ein erster kleiner Schritt in die richtige Richtung getan. Aber in den USA sind Massenschießereien mittlerweile Alltag und kommen in deren Medien (im Gegensatz zu unseren Medien)kaum noch vor. 986 Massenschießereien in 4 Jahren mit über 12000 Opfern sollten eigentlich zum Nachdenken bewegen wie man den Zugang zu Waffen erschweren kann.Da gebe ich Ihnen vollkommen Recht und man könnte dadurch auch die Opferzahlen reduzieren, aber.....ein Irrer oder Irregeleiteter kommt immer zu Waffen. Wenn nicht heute, dann halt morgen oder in einem Monat," aber sein gewünschtes Resultat wird leider immer dasselbe sein. Shame on You! Mr.Trump!Das wird auf seinen Grabstein stehen!Ja ja Und der obama hatte 8 Jahre zeitDie waffengesetzte zu ändernGetan hat er nichts.Wer ist denn aktuell Präsidentder USA? Obama oder Trump?? Die Demokraten haben es damals """"verpasst"""" (dass Obama mehrmals versucht hat", das Waffengesetz zu verschärfen, dürfte bekannt sein), und jetzt wird schon aus Trotz nicht mal drüber nachgedacht?Angedacht wird jetzt aber ein besserer Schutz von Schulen. Nach der 18. Schießerei an einer Schule im neuen Jahr. Und wir haben grade mal Februar... Für die Betroffenen muss der Besuch ja die reinste Frotzelei gewesen sein.Sie wissen schon dass Obama keine Mehrheit im Senat hatte Dass er ständig gegen die Republikanische Mehrheit anrennen musste. Trump hat die Mehrheit.Trump könnte die Waffengesetze verschärfen. Er will es schon aus Eigennutz nicht weil die NRA ihn dann fallen lässt.Ja, schon klar...Mir ging´s da eher um die Aussagen an sich, bzw dass das jetzt den Demokraten umgehängt wird," (deshalb die """""""") und er sich wieder mal benimmt wie ein trotziges Kind. Sie haben die Chance nicht genutzt", selber schuld, und ich mach´s jetzt sicher nicht, ätsch...NRA spielt da natürlich eine große Rolle, ganz klar. LächerlichUnd hätte Trump -wie auch viele demokratische Politiker- das Geld der NRA nicht angenommen," hätte dieses Massaker nicht stattgefunden?! die """"nein""""-klicker...... beweisen anschaulich", dass viele hirnlos, dafür aber umso emotionaler reagieren.@thomasholzerJeder, der Geld der NRA annimmt und die Waffenlobby unterstützt bzw. verteidigt macht sich mitschuldig an Tod von Menschen.Das Massaker hat stattgefunden, weil ein 18-jähriger, als labil und gefährlich bekannter Mensch eine Waffe legal erwerben konnte!Und jetzt behauptet Trump, die Demokraten seien an den laxen Waffengesetzen schuld, weil Obama in seiner Ära nichts getan hat!? Dabei ist er mit allen Vorstößen an den Republikanern gescheitert!Ich hätte diesem Heuchler verboten," mein Kind im Krankenhaus zu besuchen!Und wenn jetzt noch einer behauptet """"Only a good guy with a gun can stop a bad guy with a gun"""" dann frage ich mich", wie dumm kann der Mensch noch sein.sie meinen also," dass die """"bad guys"""" ...... ihre waffen alle am legalen weg erwerben und ein verbot die waffen der """"unterwelt"""" verschwinden lässt? träumen sie weiter von den warmen eislutschern!@IfrogmiWo steht das?Manche Postings bestätigen Einsteins Feststellung vom All und der Intelligenz.*Kopf schüttel*Mutiges junges Mädchen!Dear Mr President",Come take a walk with me.Let's pretend we're just two people andYou're not better than me.I'd like to ask you some questions if we can speak honestly.What do you feel when you see all the homeless on the street?Who do you pray for at night before you go to sleep?What do you feel when you look in the mirror?Are you proud?How do you sleep while the rest of us cry?How do you dream when a mother has no chance to say goodbye?How do you walk with your head held high?Can you even look me in the eyeAnd tell me why?Dear Mr. President,"Were you a lonely boy?Are you a lonely boy?How can you sayNo child is left behind?We're not dumb and we're not blind.They're all sitting in your cellsWhile you pave the road to hell.What kind of father would take his own daughter's rights away?And what kind of father might hate his own daughter if she were gay?I can only imagine what the first lady has to sayYou've come a long way from whiskey and cocaine.How do you sleep while the rest of us cry?How do you dream when a mother has no chance to say goodbye?How do you walk with your head held high?Can you even look me in the eye?Let me tell you 'bout hard workMinimum wage with a baby on the wayLet me tell you 'bout hard workRebuilding your house after the bombs took them awayLet me tell you 'bout hard workBuilding a bed out of a cardboard boxLet me tell you 'bout hard workYou don't know nothing 'bout hard work(Pink)"""
Magdas-Lokal: Erfolgsrezept für gelungene Integration;Seit über einem Jahr werden im Magdas-Lokal der Caritas in Klagenfurt Speisen aus aller Welt aufgetischt. Menschen aus zehn verschiedenen Nationen haben dort eine Beschäftigung gefunden.Egal ob Laktoseintoleranz oder Allergien – im Magdas-Lokal am Stauderplatz in Klagenfurt gibt es eine Beilage, die jeder verträgt. „Zu kleinen und mittleren Speisen wird im Lokal von Welt nicht nur Brot, sondern auch ein Lächeln gereicht“, steht in der Speisekarte. Wie es scheint, trifft man damit den Geschmack der Masse.Redakteurin Ressort Bundesland
Nur mehr die Blauen wollen mit der ÖVP;Spitzenkandidaten auf dem Prüfstand der Kleinen Zeitung. Die Themen Direktzug, Umfahrungen und Natura 2000 polarisierten.Heiße Debatten und ein Feuerwerk an Sagern lieferten sich Osttirols Spitzenkandidaten für die Landtagswahl 2018. Emotionen kamen auch nicht zu kurz, bei der Podiumsdiskussion im Lienzer Gymnasium, zu der die Kleine Zeitung geladen hatte. Das Moderatoren-Duo Thomas Cik (Chefredaktion Kleine Zeitung Klagenfurt) und Michael Egger, Redakteur in Lienz, fühlten den Diskutanten zweieinhalb Stunden lang auf den Zahn. Auch wenn sich die „Prüflinge“ Martin Mayerl (ÖVP), Elisabeth Blanik (SPÖ), Thomas Haidenberger (Grüne), Josef Blasisker (FPÖ), Josef Schett (impuls-Tirol) und Markus Sint (Liste Fritz) nichts schenkten, blieb die Diskussion insgesamt fair. Zu Wort kamen auch Domenik Ebner (Neos) und Lydia Kleinlercher (Familienpartei).
"Konfrontation der Spitzenkandidaten: Livestream zum Nachschauen!;""Osttiroler Spitzenkandidaten standen am Podium und wurden auf Herz und Niere geprüft. Im Festsaal des Lienzer Gymnasiums diskutierten die Osttiroler Spitzenkandidaten zur Tiroler Landtagswahl.Am Podium standen die Vertreter der sechs im Landtag vertretenen Parteien: Martin Mayerl (ÖVP)", Elisabeth Blanik (SPÖ), Thomas Haidenberger (Grüne), Josef Blasisker (FPÖ), Josef Schett (impuls-Tirol) und Markus Sint (Liste Fritz). Kurz zu Wort kamen auch die Vertreter der NEOS und der Family-Partei.Das Moderatoren-Duo Thomas Cik, Mitglied der Chefredaktion der Kleinen Zeitung, und Michael Egger, Redakteur der Kleinen Zeitung in Lienz, fühlte den sechs Kandidaten auf den Zahn und fragte bei den Themen nach, die den Osttirolern wirklich am Herzen liegen. Verkehr, Naturschutz und Arbeitsmarkt waren die großen Brocken. Vor allem bei den Themen Direktzug, Natura 2000 und Umfahrungslösungen für Sillian und Lienz hakte das Moderatoren-Duo nach.


Lienz: Podiumsdiskussion






Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner












Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner






Brunner Images/Philipp Brunner

