title;text


"Katy Perry - wie Minnie Maus in einem kurzem Tupfen-Kleid - schwärmte von ihrer langen """"Liebesaffäre"""" mit der Mäusedame.(c) APA/AFP/FREDERIC J. BROWN (FREDERIC J. BROWN)"






Schon im Alter von zwei oder drei Jahren habe sie sich für Windeln mit dem Aufdruck von Minnie und Micky Maus begeistert, witzelte die Sängerin. Auch Klum trug im Stil von Minnie ein Tupfenkleid und eine Haarschleife mit Mäuseohren.(c) APA/AFP/FREDERIC J. BROWN (FREDERIC J. BROWN)






US-Popstar Katy Perry, das deutsche Model Heidi Klum und Disney-Chef Robert Iger wirkten bei der Zeremonie mit.(c) APA/AFP/FREDERIC J. BROWN (FREDERIC J. BROWN)






"Auf dem """"Walk of Fame"""" trifft sie auf eine Reihe von Figuren aus der Comic-Welt. Micky Maus war der erste Zeichentrick-Star", der 1978 - an seinem 50. Geburtstag - dort mit einem Stern verewigt wurde.(c) APA/AFP/FREDERIC J. BROWN (FREDERIC J. BROWN)






Mehr Bilder aus Hollywood...(c) APA/AFP/FREDERIC J. BROWN (FREDERIC J. BROWN)






(c) APA/AFP/FREDERIC J. BROWN (FREDERIC J. BROWN)






(c) APA/AFP/FREDERIC J. BROWN (FREDERIC J. BROWN)






(c) Richard Shotwell/Invision/AP (Richard Shotwell)






(c) Richard Shotwell/Invision/AP (Richard Shotwell)






(c) Richard Shotwell/Invision/AP (Richard Shotwell)












(c) Richard Shotwell/Invision/AP (Richard Shotwell)






(c) Richard Shotwell/Invision/AP (Richard Shotwell)






(c) Richard Shotwell/Invision/AP (Richard Shotwell)






(c) Richard Shotwell/Invision/AP (Richard Shotwell)
