title;text


Mehr Bilder aus seinem Leben...(c) APA/AFP/SCANPIX/PALLE HEDEMANN (PALLE HEDEMANN)






(c) APA/AFP/JONATHAN NACKSTRAND (JONATHAN NACKSTRAND)






(c) APA/AFP/Scanpix Denmark/MARIE HALD (MARIE HALD)












(c) AP (Mikkel Berg Pedersen)






(c) EPA (Henning Bagger)






(c) EPA (FRANK MAY)






(c) EPA (KELD NAVNTOFT)






(c) EPA (KELD NAVNTOFT)






(c) EPA (STEEN EVALD)






(c) AP (REMY GABALDA)






(c) AP (HERIBERT PROEPPER)






(c) AP (CHRISTOPHE ENA)






(c) SCANPIX NORDFOTO (MOGENS LAADEGARRD)






(c) EPA (CHRISTOPHE KARABA)
