title;text
Die ganze Nacht war Philippos unterwegs. Aus der nordgriechischen Kleinstadt Drama ist er mit seiner Frau und zwei Töchtern die 650 Kilometer nach Athen gefahren. Jetzt ist er am Ziel, dem Syntagma-Platz. Eine „Ehrensache“ sei es für ihn als Mazedonier, hier zu demonstrieren.Liebe Griechen ihrhabst andere Probleme, glaubt's mir das.Die Hellenen aus der Antikewürden sich im Grab umdrehen, wenn sie sehen könnten," welchen kulturellen und geistigen Abstieg das Griechentum hingelegt hat."""
"Papst schenkt Erdogan Friedensengel;""Papst empfing Erdogan erstmals zur Audienz. Das Treffen dauerte ungwöhnlich lange"," rund eine Stunde. Papst Franziskus hat dem türkischen Staatspräsidenten Recep Tayyip Erdogan eine Medaille mit einem Friedensengel geschenkt. """"Das ist ein Friedensengel", der den Dämon des Krieges besiegt. Er ist Symbol einer Welt," die auf Frieden und Gerechtigkeit basiert""""", erklärte Franziskus dazu, wie beobachtende Journalisten laut Kathpress nach der privaten Begegnung am Montagvormittag berichteten.Das Vier-Augen-Gespräch dauerte mit etwa 50 Minuten gut eine halbe Stunde länger als üblich. Erdogan war kurz vor 9.30 Uhr im Vatikan angekommen. Der Konvoi bestand aus etwa 30 Autos und Minivans sowie einer großen türkischen Motorradeskorte.Über Inhalte wurde zunächst nichts bekannt. Erdogan hatte zuvor erklärt, dass er die Jerusalem-Frage, die Terrorismusbekämpfung und die Syrien-Frage besprechen wolle. Der Heilige Stuhl sieht die türkische Militäraktion gegen kurdische Einheiten im syrischen Afrin mit Sorge; der Papstbotschafter in Syrien, Kardinal Mario Zenari, forderte immer wieder auch im Blick auf Ankara ein Ende der Gewalt.Erdogan und Gattin Emine bei der Ankunft im Vatikan  Foto © APEs war der erste Empfang für einen türkischen Präsidenten oder Regierungschef im Vatikan seit 59 Jahren und seit der Aufnahme voller diplomatischer Beziehungen zwischen Heiligem Stuhl und der Türkei im Jahr 1960. 1959 wurde der damalige türkische Staatspräsident Celal Bayar von Papst Johannes XXIII. - der von 1934 bis 1943 apostolischer Gesandter in der Türkei war - im Vatikan empfangen.Erdogan hatte Franziskus bei dessen Türkei-Besuch 2014 in Ankara empfangen. Am Montag wurde er von seiner Frau Emine in den Vatikan begleitet, die ein hochgeschlossenes schwarzes Kostüm, einen schwarzen Mantel und ein weißes Kopftuch trug.Erdogan dankte Franziskus zu Beginn der Begegnung für dessen Interesse. Die Atmosphäre des Treffens beschrieben die beobachtenden Journalisten als höflich und froh gestimmt. Beobachter gehen davon aus," dass Franziskus das Thema Menschenrechte angesprochen haben dürfte sowie den Schutz der christlichen Minderheit in der Türkei nebst Problemen bei der Anerkennung kirchlichen Eigentums. Foto © APA/AFP/TURKISH PRESIDENTIAL PREDer Staatsbesuch in Rom und im Vatikan wurde von Protesten begleitet. In einer Kirche in Turin hatten Aktivisten am Sonntag die türkische Operation """"Olivenzweig"""" (""""Zeytin Dali"""") im Nordwesten Syriens gegen syrische Kurden kritisiert. Erdogan missbrauche den Olivenzweig", das christliche Symbol für den Frieden, um eine Kriegsaktion zu verdecken, sagten die Demonstranten.Menschenrechtler und Journalisten demonstrierten zudem gegen die massiv eingeschränkte Presse- und Meinungsfreiheit in der Türkei und die Inhaftierung von etwa 150 bis 170 Journalisten. Auch der deutsche Reporter Deniz Yücel ist dort immer noch in Haft.Kurden in Italien hatten zudem Demonstrationen im Bereich der Engelsburg, unweit des Vatikan, angekündigt. Rom hatte für den Bereich zwischen Petersplatz und Quirinalspalast ein 24-stündiges Demonstrationsverbot verhängt. Im gesamten Gebiet galten zudem erhöhte Sicherheitsvorkehrungen.Nach dem privaten Gespräch mit Franziskus wollte Erdogan sich mit Kardinalstaatssekretär Pietro Parolin treffen; zudem war eine Besichtigung des Petersdoms vorgesehen. Im Anschluss standen Treffen mit Italiens Staatspräsident Sergio Mattarella sowie Ministerpräsident Paolo Gentiloni an.Der Chef der rechtspopulistischen Partei Lega, Matteo Salvini," kritisierte Mattarella und Gentiloni. """"Ich schäme mich", dass Italien den Vertreter eines extremistischen und gewalttätigen Regimes empfängt, eines de facto islamischen Landes," wo die Religion den Staat beherrscht. Der EU-Beitritt der Türkei wäre ein Desaster"""""," betonte Salvini im Interview mit dem TV-Sender """"La 7"""" am Montag.Erdogans Besuch wurde auch von der mit der Lega verbündeten rechtsextremen Partei """"Brüder Italiens"""" (Fratelli d'Italia - FdI) kritisiert. """"Wir sind gegen den EU-Beitritt der Türkei und gegen die Islamisierung Europas. Diese Botschaft wollen wir Erdogan vermitteln""""", schrieb FdI-Chefin Giorgia Meloni auf Facebook. Es ist jedenfalls ein falsches Signal,"....wenn ein Papst einen Völkermörder und Kriegstreiber zur Audienz empfängt.Zitat:Songtext der EAV""""Sie bet' ein Vater-Unser Und sagt: """"Es ist ein Skandal -Unserm Herrgott sein Bodenpersonal!""""aus """"Das Muaterl""""gerhard", Sie mögen Papst Franziskus nicht?Zuwenig erz-konservativ? Der spricht sich als r.k. Seelenhirte doch glatt für Asylanten aus?!Unser junger r.k. Kanzler (türkis-populistisch," früher schwarz-""""christlich.sozial"""") hat da ganz andere Ansichten!SapientiaAch", dem Sultan die Hände freundlich schütteln, drei Tage nach Beginn eines Angriffskrieges gegen die Kurden ist also fortschrittlich. Ach, Frieden ist konservativ und Krieg progressiv.Aber Seine Heiligkeit hat sich ja für Asylanten ausgesprochen, dann passt es ja wieder. Der Sultan sorgt für Nachschub um die sich S.H. dann sorgen kann.Pax Wobistu?Der Papst kann reden und ihm schenken,was er will, Erdogan hat zwei Gesichter!Man hat aus der Vorgeschichte dieses Papsteseine gewisse Sicherheit, daß er da tut was er kann, seine Mittel sind aber begrenzt. Aber ein Natostaat führt einen Angiffskrieg und Europa schweigt und liefert Waffen und wir haben einen Kanzler den rechtskonforme Referenden mehr aufregen,aber das bringt ja auch Stimmen,tote Kurden nicht.Addendum: Rote Striche, naja, ich würd jasagen nach all den syrischen Leichen und den Ermordeten in Libyen machen die toten Kurden das Kraut auch nicht mehr fett, aber in Bezug auf ewige Verdammnis ist der im weißen Gewand da oben der Spezialist," nicht ich."""
"Künftig weniger EU-Geld für Osteuropa;""Geht es nach Bundeskanzler Sebastian Kurz (ÖVP) sollen osteuropäische Länder", wie die beiden Nettoempfänger Ungarn und Polen," künftig weniger EU-Gelder bekommen.""""Am Ende wird das nicht meine Entscheidung allein sein"""""," sagte Bundeskanzler Sebastian Kurz in einem Interview mit dem """"Standard"""" (Montag)"," aber """"wir werden sicher bei den Verhandlungen zum EU-Budgetrahmen stark die Position der Nettozahler vertreten"""".Über diese """"starke Meinungsverschiedenheit"""" mit dem ungarischen Regierungschef Viktor Orban habe er mit seinem Amtskollegen """"natürlich"""" gesprochen. Er selbst", so Kurz," sei aber mit dem niederländischen Ministerpräsidenten Mark Rutte """"und einigen anderen in der Gruppe derer", die darauf drängen werden," dass sparsamer mit dem Geld der europäischen Steuerzahler umgegangen wird"""".Die Verhandlungen des EU-Budgets werden auch ein zentrales Thema der bevorstehenden EU-Ratspräsidentschaft Österreichs im zweiten Halbjahr 2018 sein. Die EU-Kommission will im Mai einen Vorschlag für das nächste EU-Mehrjahresbudget ab 2021 vorlegen. Kurz hat stets gefordert", dass es trotz des britischen EU-Austritts (Brexit) 2019 keine Mehrbelastung für die Nettozahler, also Staaten die mehr ins EU-Budget einzahlen als sie herausbekommen, wie Österreich gibt.Österreich war 2016 mit 791,3 Millionen Euro achtgrößter EU-Nettozahler. Neuere Zahlen liegen derzeit nicht vor. Größter Nettoempfänger in der Europäischen Union war im Jahr 2016 Polen mit einem Plus von 7,1 Mrd. Euro, welches das Land mehr aus dem EU-Budget herausbekam als es einzahlte. Es folgten bei den Nettoempfängern Rumänien (sechs Milliarden Euro), Griechenland (4,3 Mrd. Euro), Ungarn (3,6 Mrd. Euro) und Tschechien (3,3 Mrd. Euro). 'Unser Geldfür unsere Leut' auf türkis. Aber bevor sich wer Hoffnungen macht, dass hier bald großflächig Milch und Honig fließt ...  Das 'unsere Leut'' unterliegt einer äußerst strengen Definition. Dabei hat unser Wunderkind erkannt, dass Gutsituierte einen größeren Happen brauchen. Ist so ähnlich wie beim organischen Stoffwechsel. Der Körper verlangt was er braucht, ein bereits korpulenter eben mehr und mehr . Und der unterernährte Körper reduziert die bereits aktivierte Sparflamme. Biologisch löst sich am Ende beides von selbst. Genial.Wenn Ausgleichszahlungenim europäischen System festgelegt sind würde sie einer der Außenpolitik betreibt dazu nutzen,von anderen Staaten Rechts- und Regelkonformität, sei es bei der Gewaltenteilung  oder  in der Flüchtlingsfrage zu fordern oder sich zumindest ein Kernkraftwerk das uns  gefährdet vom zu Halse schaffen,einer der dazu unfähig ist würde den Neid innen befördern um selbst zu punkten ohne Rücksicht auf Staatsinteressen.Ebenso würde einer der diese Übersicht hat nicht aus innenpolitischen Gründen ein rechtskonformes Referendum eines Autokraten nebenan zum Skandal aufblasen um Stimmen zu sammeln aber dann dafür scharf melden wenn derselbe Mann anderswo einen Angriffskrieg führt und nicht verschämt schweigen, weil das keine Stimmen bringt.Kurz, völlig unfähig.Zusatz:Aus gegebenem Anlaß eine sachliche definitorische Ergänzung.Ein Wunderkind  ist ein junger Mensch, der auf einem oder mehreren Gebieteneine über sein Intelligenzalter hinausgehende Befähigung auf theoretischem oder praktischen Gebiet zeigt, ein Streber wieder ist einer der eine mangelnde Einsichtsfähigkeit durch übertriebenen Fleiß und Konformität wettzumachen sucht," das ist klar zu trennen.Nonaund alle sind wieder ganz verzückt über unseren so blitzgescheiten Dampfplauderer Kurz!Erstens eine logische Konsequenz und zweitens eine schöne Ablenkung von den Innenpolitischen Problemen!Lurz: """".. die darauf drängen werden"," dass sparsamer mit dem Geld der europäischen Steuerzahler umgegangen wird"""".Selbst"," """"no na net""""-Postitionen muss der Basti den Medien und dem Volk schon als Erfolg verkaufen. Ich bin dafür", dass es den Österreichern in Zukunft besser geht!Damit habe ich mich wohl als nächster Kanzler in Stellung gebracht, oder?Ansagen vom jungen Mannwelche sich gut für die Innenpolitik machen, aber meist aussenpolitisch überhaupt keine Relevanz haben. War schon so mit dem Stopp der Beitrittsverhandlungen mit den Türken, welche es schon seit der Geburt vom Kurz gibt, und die eh nie realisiert werden. Europäische Größen wie die Merkel wissen das, deswegen wird es auch nicht öffentlichkeitswirksam gefordert. Ich denke @voit60das Gegenteil ist der Fall. Da wird auf Grund der Menschenrechtsverletzungen gedroht was das Zeug hält um dann wie auch jetzt die Gespräche tapfer weiter zu führen. Richtig ist, Kurz spielt da ob pro oder kontra keine Rolle. @voit60Könnte es nicht auch sein, dass die Merkel ihr Volk nicht für so dumm hält, dass das etwas bringen könnte oder dass deutsche Medien auf so einen populistischen Zug nicht aufspringen würden?Wenn es nach Kurz geht sollen Osteuropäische Länder weniger Geld bekommen Wieder mal eine leere Ankündigung bzw. Überschrift.Es geht aber nicht nach Kurz.Er nimmt sich schon wichtiger als er ist und das wird ihm der Orbàn schon beibringen.Schönwäre es, wenn es wahr wäre! Aber den Kurz glaube ich kein Wort mehr!Herr Kurz schlägt das vorund die EU wird dem gleich Folge leisten. Bin ja auch dafür das diese Länder," die allesamt bei den Flüchtlingen ihre eigenen Würstchen braten wollen und dabei die Hände offen halten man so zur Raison bringen kann aber so leicht wir unser BK sich das vorstellt geht das natürlich nicht.Und wenn Herr Kurz glaubt das er mit dieser Drohung Meter bei Orban gewinnt irrt er. Der sagt die Freundschaft gleich auf und beim Kindergeld hat er uns ohnehin mit der EU gedroht und das das Atomkraftwerk nicht in Betrieb genommen wird glauben nur Träumer. Aber was sagt sein Spezi Strache dazu. Die sind ja voll auf der Linie der Visegrad Staaten. Na vielleicht schicken sie einen Teil ihrer Parteiensubvention aus Ausgleich dorthin."""
"Rettungshelfer werfen Syriens Regierung Einsatz von Giftgas vor;""Hilfsorganisation Weißhelme berichtete von Abwurf einer Chlorgasbombe in Sarakeb. Rettungshelfer und Aktivisten werfen der syrischen Regierung erneut den Einsatz von Giftgas vor. Die Rettungsorganisation Weißhelme berichtete am Montag", in der von Rebellen kontrollierten Stadt Sarakeb im Nordwesten des Bürgerkriegslandes seien mindestens zwölf Menschen verletzt worden, als sie Chlorgas eingeatmet hätten. Ein Hubschrauber habe eine Bombe mit dem Gas abgeworfen, so die Helfer.Eine unabhängige Bestätigung für die Angaben gab es zunächst nicht. In New York wollte sich am Montag der Sicherheitsrat der Vereinten Nationen (UNO) mit dem Einsatz von Chemiewaffen in Syrien befassen.Syrien war nach einem Giftgasangriff 2013 unter starkem internationalem Druck der Organisation für das Verbot chemischer Waffen (OPCW) beigetreten und hatte der Vernichtung seiner Chemiewaffen zugestimmt. Bis jetzt ist aber unklar, ob Syrien tatsächlich alle Bestände zerstören ließ. Chlorgas fällt nicht unter das Verbot, da es auch für zivile Zwecke eingesetzt werden kann.Die Syrische Beobachtungsstelle für Menschenrechte meldete zudem Luftangriffe auf weitere von Rebellen kontrollierte Gebiete im Nordwesten Syriens. In der Stadt Idlib seien mindestens drei Zivilisten ums Leben gekommen, in dem Ort Kafr Nubl sechs. In dem Ort Maarat al-Numan wurde demnach auch ein Krankenhaus getroffen. Den Weißhelmen zufolge ist das Hospital nach dem Angriff außer Betrieb.
Luftangriffe in Syrien




Die umkämpfte Provinz Idlib ist eine der letzten Rebellenhochburgen in Syrien. Regierungstruppen konnten jedoch in den vergangenen Wochen größere Gebiete einnehmen und setzen ihre Offensive gegen die überwiegend islamistischen Milizen fort. Russische Jets unterstützten die Angriffe. Rebellen hatten am Wochenende erstmals ein russisches Flugzeug abgeschossen. Moskau ist im Bürgerkrieg ein wichtiger Verbündeter der Regierung in Damaskus.Am Donnerstag hatte US-Verteidigungsminister James Mattis Syriens Führung unter Präsident Bashar al-Assad beschuldigt, weiterhin Chemiewaffen zu produzieren und einzusetzen, wie US-Medien berichteten. Das syrische Außenministerium wies diese Anschuldigungen in einer Stellungnahme an die staatliche Nachrichtenagentur Sana zurück. Man habe die gesamten Chemiewaffenbestände der OPCW übergeben, hieß es.Syriens Regierung war in der Vergangenheit mehrfach vorgeworfen worden, in dem fast siebenjährigen Bürgerkrieg Giftgas eingesetzt zu haben. So kam ein gemeinsames Untersuchungsteam der UNO und der OPCW in einem Bericht zu dem Schluss, die syrische Luftwaffe sei für den verheerenden Saringasangriff auf die Stadt Khan Sheikhoun am 4. April des vergangenen Jahres mit mehr als 80 Toten verantwortlich.Bilder und Recherchen legen zudem nahe," dass die Regierung nur wenige Tage zuvor in einem nahegelegenen Ort ebenfalls Saringas eingesetzt hatte. Syriens Regierung weist jede Schuld für die Angriffe zurück und wird dabei von ihrem Verbündeten Russland unterstützt."""
