title;text








Die schwangere Kate leuchtete in ihrem rot-weiß-kariertem Mantel aus der Menge heraus.APA/AFP/JONATHAN NACKSTRAND






In der Schule sprachen die royalen Vertreter mit Mitarbeitern und Teilnehmern eines Projektes, in dem es um mentale Gesundheit geht.APA/AFP/JONATHAN NACKSTRAND






Klicken Sie sich durch die schönsten Impressionen des Zusammentreffens!APA/AFP/JONATHAN NACKSTRAND






APA/AFP/JONATHAN NACKSTRAND






APA/AFP/JONATHAN NACKSTRAND






APA/AFP/JONATHAN NACKSTRAND






APA/AFP/JONATHAN NACKSTRAND






APA/AFP/JONATHAN NACKSTRAND






APA/AFP/JONATHAN NACKSTRAND






APA/AFP/JONATHAN NACKSTRAND












APA/AFP/JONATHAN NACKSTRAND






APA/AFP/JONATHAN NACKSTRAND






APA/AFP/JONATHAN NACKSTRAND

