title,text,author,published,tags,source
Vier-Satz-Drama: Djokovic schlägt Edmund,,,1599127681,"Sport,US Open",welt
Harden sorgt mit Mega-Block für Schröder-Aus,,,1599127527,"Sport,NBA",welt
"Zverev weiter, Pliskova scheitert grandios",,,1599127320,"Sport,US Open",welt
Dieser intelligente Fenstersensor erkennt sogar Einbrecher,"Geschlossen, gekippt, geöffnet, geknackt: Der Eve Window Guard will zuverlässig erkennen, was mit Fenstern gerade los ist. Im Test verhinderte der smarte Sensor sogar Test-Einbrüche. Doch schon beim Einbau gibt es einen Haken.

Anzeige

Der Smart-Home-Anbieter Eve hat sich auf HomeKit spezialisiert: Seine Produkte funken im Apple-System, das als simpel, sicher und privat gilt. Neuester Streich ist der Eve Window Guard.

Er wacht darüber, ob das Fenster geöffnet, gekippt oder geschlossen ist – und will sogar Einbruchsversuche melden. Klingt gut, hat jedoch einen Haken. „Computer Bild“ machte den Praxistest.

Schlanker Sensor, aber schwierig zu montieren

Der Window Guard ist nicht der erste Eve-Sensor fürs Fenster. Seit geraumer Zeit gibt es Eve Door & Window, der klassisch funktioniert: Ein Sensor und ein Magnet kleben nah beieinander auf Fenster und Rahmen. Sobald sich die Teile durch Öffnen des Fensters voneinander entfernen, meldet der Sensor dies.

Laut Printanleitung und Eve-App ist der Guard seitlich im Rahmen anzubringen – dann erkennt er aber eventuell ein gekipptes Fenster nicht. Besser: Sensor unten im Rahmen platzieren Quelle: Eve

Anzeige

Anders der Window Guard: Der Riegel ist so schlank, dass er direkt ins Fenster passt. Aber damit das hält, ist er in den Rahmen einzuschrauben – umständliches Ausrichten und Bohren inklusive.

Davor heißt es noch: die mitgelieferten Batterien einlegen, die richtigen Abstandshalter auswählen, sodass der Sensor parallel zum Fenster sitzt, und den zum Fenster passenden Aufsatz auf den Schieber am Sensor schrauben. Das klingt kompliziert, und ist es auch.

Immerhin: Ist das erst einmal erledigt, wirkt die im Fenster versteckte Lösung angenehm unauffällig – echt smart!

Anzeige Eve Window Guard jetzt online kaufen

Eve Window Guard: Merkt der noch was?

Anzeige

Den Sensor aktivieren Sie über die Home-App von Apple. Darin einfach den QR-Code scannen, Namen und Raum zuordnen, fertig! Das Öffnen und Schließen des Fensters meldet der Sensor zuverlässig ans iPhone. Damit das Benachrichtigen auch außerhalb der eigenen vier Wände funktioniert, braucht es – typisch HomeKit – als Steuerzentrale einen HomePod oder einen Apple TV.

Eigentlich ein HomeKit-Sensor, benötigt der Window Guard für alle Funktionen die Eve-App auf dem iPhone Quelle: Eve

Gekippte Fenster erkennt HomeKit nicht. Damit das wiederum funktioniert, muss die Eve-für-HomeKit-App für iOS (aus dem Apple-Store) herhalten. Hier lässt sich der Window Guard einstellen und die Kipperkennung kalibrieren.

Schützt der Window Guard vor Einbrechern?

Der Eve-Sensor hat ein weiteres Extra: Ein Glasbruchsensor will starke Erschütterungen erkennen und die Wohnungsbesitzer so vor einem möglichen Einbruch warnen. Er ist in Kooperation mit der deutschen Alarmanlagenfirma Eimsig entstanden; nicht zufällig hat sie einen baugleichen im Sortiment.

Lesen Sie auch Türschlösser Smart Lock oder Türschlüssel – welches Schließsystem zu Ihnen passt

Anzeige

Um den Glasbruchsensor im Eve-Sensor auszulösen, mussten die Tester stark am Fenster rütteln – gut so, das verhindert Fehlalarme. Auch hier kommt die Warnmeldung über die Eve-App, denn HomeKit kann mit derartigen Manipulationen nichts anfangen.

Die Funktion ist trotzdem hilfreich: So erstellen Bewohner auf Wunsch Automationen, sodass sich in ihrer Abwesenheit bei Glasbruch etwa smarte Lampen anschalten oder der HomePod abschreckendes Hundegebell abspielt. Das erspart unter Umständen die smarte Alarmanlage im Haus.

Lesen Sie auch Smarthome-Gadget Der Eve Room sorgt für ein gesundes Raumklima

Fazit: Der Window Guard ist der aktuell smarteste Fenstersensor auf dem Markt. Er verschwindet quasi unsichtbar im Rahmen und klebt nicht wie eine Wanze darauf. Neben „Offen“ und „Geschlossen“ erkennt er auch ein gekipptes Fenster und sogar Einbruchsversuche zuverlässig.

Aber: Das Anbringen des Sensors ist aufwendig, inklusive Schrauben und Bohren im Fensterrahmen – in der Mietwohnung nicht gern gesehen.

Hinzu kommt der hohe Preis: Der Window Guard kostet satte 150 Euro! Dafür gibt es bei anderen Anbietern oder direkt bei Eve bis zu fünf Sensoren zum Aufkleben. Weitere Informationen zum Produkt liefert die Herstellerwebseite.",Timo Schurwanz,1599127269,"Webwelt & Technik,Eve Window Guard",welt
„F…ck Trump“ – US-Aktivisten beschmieren Graceland mit Parolen,"Anzeige

Das Anwesen des „King of Rock ’n’ Roll“ ist eine Art nationales Heiligtum in den USA und eine der beliebtesten Touristenattraktionen noch dazu. Jährlich besuchen rund 600.000 Menschen den früheren Wohnort von Elvis Presley in Memphis (Tennessee), der bereits seit Jahrzehnten ein Museum und eine Gedenkstätte ist.

Dass ausgerechnet Graceland nun Opfer von Vandalen und Randalierern wurde, hat viele US-Amerikaner geschockt. Offenbar am Rande einer „Black Lives Matter“-Demonstration wurden in der Nacht zum Dienstag jene Graffiti gesprüht, die nun vielfach in den sozialen Medien kommentiert werden. Auf einer Steinmauer, die die Villa umgibt, hinterließen Aktivisten mit schwarzer und oranger Farbe Parolen wie „Defund The Police“, „F…ck Trump“, „Abolish ICE“ und „Black Lives Matter“. ICE ist die US-Einwanderungsbehörde.

Sie übermalten damit gleichzeitig die Grüße und Lobeshymnen, die dort zuvor Elvis-Fans hinterlassen hatten. Fotos zeigen Reinigungsteams, die die Parolen wieder entfernten. Offiziell kommentieren wollten die Graceland-Betreiber den Vorfall nicht.

Anzeige

US-Medien hingegen ließen zahlreiche Fans des Verstorbenen zu Wort kommen, die sich über den Vandalismus beschwerten. Andere verteidigten die Schriftzüge. Der demokratische Politiker Antonio Parkinson wird mit den Worten zitiert: „Was ist hier eigentlich das Problem? Jeder Besucher, der nach Graceland gekommen ist, hat an diese Wand geschrieben, und es gab keine Beschwerden. Was geschrieben wurde, ist also offenbar das Problem, nicht die Tatsache, dass es geschrieben wurde.“

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Ein Ort, der Touristen abzocke – genau richtig für Protest?

Eine Twitter-Nutzerin fand zudem, dass es genau den richtigen Ort getroffen habe: „Graceland ist eine teure, gewinnorientierte Institution, die Touristen ausnimmt und den schwarzen Gemeinden, in denen sie liegt, nichts zurückgibt. Es ist ein Symbol für alles, was in dieser Stadt in Bezug auf die wirtschaftliche Entwicklung falsch läuft. Es ist schlau von den Aktivisten, das für ihre Sache zu nutzen.“

Ein Blick auf Elvis' Anwesen Graceland ... Quelle: picture alliance / ZUMAPRESS.com

... der Blick auf die beschmierte Wand ... Quelle: picture alliance / ZUMAPRESS.com

... die Reinigungskräfte, die die Politparolen wieder entfernen Quelle: picture alliance / ZUMAPRESS.com

Andere Kommentatoren verwiesen darauf, dass Elvis zudem künstlerisch vom reichen musikalischen Erbe der Schwarzen profitiert und sich dieses gar „kulturell angeeignet“ habe und damit reich geworden sei.

Anzeige

Online wurde zudem über die Identität der Schmierer debattiert. Einige vermuten linke „Schläger“ dahinter, andere verwiesen darauf, dass die „Black Lives Matter“-Bewegung womöglich unterwandert wurde und nun durch solche Aktionen diskreditiert werden solle.

Elvis Presley lebte insgesamt 20 Jahre lang in Graceland, dort starb er auch am 16. August 1977 im Alter von 42 Jahren. Seit 1982 ist das Gebäude ein Museum und in Teilen öffentlich zugänglich. Die Polizei von Memphis hat den Fall nun übernommen und forscht nach den Tätern.","'Steven Jörgensen', 'Sarah Pines'",1599127221,"Panorama,Anwesen von Elvis Presley",welt
Umsätze der Hamburger Industrie brechen massiv ein,"Fast 20 Prozent der Umsätze sind verloren gegangen – und das liegt vor allem an einer Branche. Jetzt steht wohl ein massiver Arbeitsplatzabbau an.

Anzeige

Die Umsätze der Hamburger Industrie sind in den ersten sechs Monaten dieses Jahres stark zurückgegangen. Mit 31,0 Milliarden Euro lagen sie um 18,4 Prozent unter dem gleichen Zeitraum des Vorjahres, teilte das Statistikamt Nord am Donnerstag in Hamburg mit. Im zweiten Quartal, das besonders von der Corona-Krise betroffen war, lag der Rückgang sogar bei 31,6 Prozent. Dabei ist allerdings zu berücksichtigen, dass die Mineralölverarbeitung in normalen Zeiten allein die Hälfte der Hamburger Industrieumsätze ausmacht. Sie ging um 26,6 Prozent auf 12,3 Milliarden Euro zurück, was auch auf sinkende Öl- und Produktpreise zurückzuführen ist.

Lesen Sie auch Boeing 747 und A380 Die letzten Riesenjets am Himmel





Unter den übrigen großen Industriebranchen hatte der Maschinenbau mit einem Minus von 42,5 Prozent auf 1,4 Milliarden Euro den größten Rückgang zu verzeichnen. Der sonstige Fahrzeugbau – dazu zählt auch die Luftfahrtindustrie mit Airbus und den Zulieferern – war um 18,9 Prozent rückläufig. Hier soll es etwa bei Airbus in der kommenden Woche weitere Verhandlungen über Entlassungen geben. Nur wenige Industriebranchen, etwa die Metallerzeugung, die Pharma- und die Chemieindustrie, waren noch leicht im Plus. Erfasst wurden die 218 Hamburger Industriebetriebe mit mehr als 50 Beschäftigten.

Anzeige

Bereits in der vergangenen Woche hatte die Handelskammer eine Umfrage veröffentlicht, nach der vier von zehn Hamburger Industrieunternehmen ihre Lage als schlecht bewerten. Die eingebrochenen Umsätze und die schwache Nachfrage würden zu Personalabbau führen und schränkten den Spielraum für Investitionen erheblich ein.

Lesen Sie auch Folgen der Pandemie Hamburgs Industrie droht eine Entlassungswelle

Die Zahl der registrierten Corona-Infizierten ist unterdessen in Hamburg innerhalb eines Tages um 45 Fälle gestiegen. Das teilte die Gesundheitsbehörde am Donnerstag im Internet mit. Damit steigt die Gesamtzahl der Infizierten auf 6395 bestätigte Fälle. Am Mittwoch waren 39 neue Fälle gemeldet worden. Die Zahl der an Covid-19 gestorbenen Menschen in Hamburg liegt nach Angaben des Instituts für Rechtsmedizin am Universitätsklinikum Eppendorf unverändert bei 236. Das Robert-Koch-Institut (RKI) gab am Donnerstag wie schon am Vortag 267 Tote an.

Lesen Sie auch Coronavirus Wissenschaftler hinterfragen Sinn des Maskentragens in Supermärkten

Mit 12,8 Neuinfektionen je 100.000 Einwohner in den vergangenen sieben Tagen liegt Hamburg nach wie vor deutlich unter der Grenze von 50 Neuinfektionen je 100.000 Einwohner innerhalb von sieben Tagen, die neue Beschränkungen nach sich ziehen könnte. Am Mittwoch hatte der Wert 12,1 betragen. In Hamburger Krankenhäusern wurden Stand Mittwoch (14.00 Uhr) 19 Covid-19-Patienten behandelt – das sind zwei mehr als am Vortag. Vier von ihnen lagen demnach auf Intensivstationen, einer weniger als am Vortag.","'Julia Witte Genannt Vedder', 'Jörn Lauterbach'",1599126505,"Hamburg,Folgen der Corona-Krise",welt
Laschet fährt zum Feiern nach Sachsen,,,1599126390,"Deutschland,Großveranstaltungsverbot in NRW",welt
Laschet will mit 2000 Gästen feiern – Opposition ist entsetzt,"Wegen der hohen Infektionszahlen gelten in NRW strenge Corona-Regeln. Der Ministerpräsident des Landes, Armin Laschet, reist nun nach Sachsen, um in einem Stadion mit Tausenden Menschen zu feiern. Die Opposition reagiert harsch.

Während in NRW weiter über Großveranstaltungen und Zuschauer bei Fußballspielen gestritten wird, will Ministerpräsident Armin Laschet vor 2000 Menschen sprechen. Für Laschet eine wichtige Geste - für die Opposition ein Unding.

Anzeige

Der Freistaat Sachsen feiert am Samstag seine Wiedergründung und die deutsche Wiedervereinigung vor 30 Jahren mit einer Festveranstaltung im Erzgebirgsstadion in Aue. Neben 2000 Gästen wird zu dem Festakt auch Nordrhein-Westfalens Ministerpräsident Armin Laschet (CDU) erwartet.

In das Stadion passen eigentlich 16.000 Menschen, erlaubt sind am Samstag aber nur 2000 – unter Einhaltung der Corona-Regeln. Zudem sind die Infektionszahlen in Sachsen niedrig, die Inzidenz lag in den letzten sieben Tagen bei 3,6 Infektionen pro 100.000 Einwohner (in NRW sind es 9,0). Die Opposition in NRW übt dennoch harsche Kritik an Laschets Auftritt.

„Das kann nicht wahr sein. Wie glaubwürdig ist ein Ministerpräsident, der in seinem Bundesland Wasser predigt und Großveranstaltungen untersagt, aber selbst auf einer Party mit 2000 Gästen in Sachsen Geburtstagswein trinkt?“, sagte SPD-Fraktionschef Thomas Kutschaty am Mittwoch in Düsseldorf. Der „innerparteiliche Wahlkampf“ habe offenbar Laschets Realitätssinn getrübt.

Anzeige

NRW-CDU-Fraktionschef Bodo Löttgen wies dies als „außerordentlich kleinkarierte und geschichtsvergessene Kritik“ zurück. Statt dem Land zu gratulieren, in dem die deutsche Einheit ihren Anfang nahm, und sich über Laschets Einladung als Signal für gegenseitiges Verständnis zu freuen, übe Kutschaty weiterhin nur „Kritik einzig um der Kritik willen“, so Löttgen.

Sachsen will dazu ermuntern, „wieder Veranstaltungen durchzuführen“

Bei dem Festakt in Aue soll unter anderem die Sächsische Staatskapelle erstmals in einem Fußballstadion spielen, teilte die Sächsische Staatskanzlei mit. Man wisse zwar, dass es „ein wenig“ Kritik gebe, weil Sachsen in Corona-Zeiten eine Großveranstaltung durchführe, so der sächsische Regierungssprecher vor dem Event.

„Wir wollen als Staatsregierung aber ein Zeichen setzen, dass Groß- und Sportveranstaltungen nach unserer Corona-Schutzverordnung wieder möglich sind.“

Anzeige

Seit dem 1. September erlaubt Sachsen unter Auflagen wieder Großveranstaltungen mit mehr als 1000 Besuchern – und geht damit bundesweit voran. Der Freistaat wolle mit der Feier im Erzgebirgsstadion auch dazu ermutigen, Veranstaltungen mit entsprechendem Konzept wieder durchzuführen, hieß es.

Lesen Sie auch Corona Das lange Leiden unter dem schwedischen Sonderweg

Armin Laschet, der Gast aus NRW, hatte sich bisher eher zurückhaltend gezeigt, was etwa eine Rückkehr von Fußball-Fans ins Stadion angeht. In NRW gelten seit dem 1. September sogar strengere Regeln: Die Landesregierung muss bei Veranstaltungen mit mehr als 1000 Menschen nach der jeweiligen Kommune ebenfalls grünes Licht geben.

Lesen Sie auch Corona-Tests Welche Test-Variante ist die sicherste?

Wie ein Sprecher der nordrhein-westfälischen Staatskanzlei auf dpa-Anfrage sagte, wird Laschet in dem Stadion ein Grußwort halten. Er würdige damit die Beziehungen seines Bundeslandes zu Sachsen.

Der NRW-Ministerpräsident respektiere „die in anderen Ländern – hier Sachsen – geltenden Corona-Schutzvorschriften und hält diese selbstverständlich ein“.",'Kristian Frigelj',1599125873,"Deutschland,In Sachsen",welt
Zverevs Problem – „Wasser kam aus den Schuhen“,"Deutschlands Nummer eins im Tennis erreicht die nächste Runde der US Open. Alexander Zverev tat sich aber schwer gegen einen Außenseiter. Das hatte auch mit seinen Schuhen zu tun. Sie wurden zum unbeherrschbaren Risiko.

Die Deutsche Nummer eins, Alexander Zverev, besiegt Brandon Nakashima nach vier Sätzen, während die topgesetzte Karolina Pliskova an Caroline Garcia scheitert. Novak Djokovic ist weiterhin ungeschlagen.

US Open

Anzeige

Irgendwann im Match von Alexander Zverev war zu sehen, wie dessen Athletiktrainer Jez Green auf dem Treppenaufgang des Center-Courts hockte, seine Hände in Sportschuhe gesteckt hatte und deren Sohle beharrlich an der Kante der Stufe rieb.

Wie stets hatte sich Green in den Dienst von Zverevs Sache gestellt, denn der hatte ein Problem. Er schwitzte auf dem Court in seinen Schuhen so sehr, dass es ihn im Kampf gegen den amerikanischen Grand-Slam-Debütanten Brandon Nakashima stark behinderte. Und wie, so schildert es Zverev zumindest.

„Bei jedem Schritt war eine kleine Pfütze um mich herum. Ich habe so doll geschwitzt, dass Wasser aus den Schuhen kam. Der Court war dadurch so rutschig, als würde ich bei einem Regenmatch spielen. Ich konnte mich nicht mehr so richtig gut bewegen, da musste ich halt die Schuhe wechseln.“

Becker: „Als wenn du mit den Füßen im Sumpf stehst“

Anzeige

Das aber war das zweite Problem. Ein zweites, trockenes Paar Schuhe war nicht ad hoc greifbar. Normalerweise wird von seinem Team immer Ersatz mit auf den Platz genommen. Ausgerechnet an diesem, durch 90 Prozent Luftfeuchtigkeit so schweißtreibenden Tag aber nicht. „So etwas fühlt sich an solchen Tagen an, als wenn du mit den Füßen im Sumpf stehst“, sagte Eurosport-Experte Boris Becker nach dem Match.

Lesen Sie auch Nadals Trainer Mit diesen sieben Regeln spielen Sie besser Tennis

Unhaltbare Zustände also, weswegen Green geschwind in den Katakomben des Louis Armstrong Stadium nach Ersatz suchen musste. Als er fündig geworden war, präparierte er die Schuhe zuvor noch für den Einsatz: Die Sohle musste etwas abgewetzt werden, weil sie sonst zu stumpf ist – deswegen das Schauspiel an der Treppe.

So sah es an Zverevs Füßen aus Quelle: AFP/AL BELLO

Nach einem Satzverlust, ein paar Unsicherheiten beim Aufschlag und eben diesem einen ungewöhnlichen Schuhwechsel hatte Zverev dann die dritte Runde der US Open erreicht (die Spiele auch im Sport-Ticker der WELT). „Ich war nicht extrem zufrieden mit meinem Spiel, aber in so einem Match muss man auch mal irgendwie einen Weg finden, zu gewinnen. Es gab viele Dinge, die ich besser machen könnte“, sagte Deutschlands bester Tennisprofi nach seinem 7:5, 6:7 (8:10), 6:3, 6:1-Erfolg.

An dieser Stelle finden Sie Inhalte aus Twitter Um mit Inhalten aus Twitter und anderen sozialen Netzwerken zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Soziale Netzwerke aktivieren

Anzeige

Im Kampf um den Einzug in das Achtelfinale trifft der 23 Jahre alte Hamburger am Freitag auf den an Nummer 32 gesetzten Franzosen Adrian Mannarino. „Das wird ein schwieriges Match. Vor allem auf einem schnellen Belag spielt er immer gut“, sagte Zverev. „Es wird kein einfaches Match, aber ich bin bereit dafür.“

Gegen den 19 Jahre alten Nakashima musste Zverev fast drei Stunden lang kämpfen, ehe er seinen zweiten Matchball nutzte. „Solche Matches passieren in einem Grand Slam, und ich hoffe, dass ich es besser machen kann in der nächsten Runde“, sagte der Weltranglistensiebte.

Gegen Nakashima schlug er 24 Asse, leistete sich aber auch zehn Doppelfehler – und litt merklich unter dem extrem schwülen Wetter. Wenige Minuten vor Zverev war auch dessen Davis-Cup-Kollege Jan-Lennard Struff in die dritte Runde eingezogen.

Alexander Zverev lobt Djokovics Revolution Novak Djokovic hat mit der Gründung der Spielergewerkschaft Professional Tennis Players Association (PTPA) eine Revolution im Tennis losgetreten. Alexander Zverev lobt ihn für seinen Einsatz. Quelle: Omnisport

Anzeige

Dort bekommt es der 30 Jahre alte Sauerländer erneut mit dem Weltranglistenersten Novak Djokovic zu tun. „Er schlägt großartig auf, mal sehen, was mich erwartet“, sagte Djokovic nach seinem Sieg gegen den Briten Kyle Edmund respektvoll über Struff. In der vergangenen Woche hatte Djokovic das Viertelfinale beim von Cincinnati nach New York verlegten Masters-Event noch klar für sich entschieden.",'Lutz Wöckener',1599125748,"Sport,US Open",welt
Was beim Einsatz gegen die RAF in Bad Kleinen wirklich geschah,"Anzeige

Der Einsatz war ein Desaster, aber ein Skandal wurde daraus erst durch die massive Falschberichterstattung einiger Medien. Jetzt, 27 Jahre später, will wenigstens das Magazin „Der Spiegel“ seine damalige Rolle aufklären. Dazu hat die Kommission, die Ende 2018 wegen des Fälschers Claas Relotius gegründet worden ist, die Artikel des damaligen „Spiegel“-Journalisten Hans Leyendecker untersucht. Ende August 2020 teilte das Magazin WELT auf Anfrage mit, das Ergebnis werde „in einigen Wochen“ veröffentlicht.

„Eigentlich hätte man mich damals feuern müssen"", sagt der Reporter Hans Leyendecker über seine Fehler im Fall Bad Kleinen Quelle: picture alliance/dpa

In die Öffentlichkeit lanciert wurde bisher schon, die Kommission habe „wenig Belastendes gegen Star-Reporter Hans Leyendecker“ gefunden. Seine Unterstützer forderten daraufhin „Anstand“ des „Spiegels“ gegen den ehemaligen Mitarbeiter ein. Es könnte helfen, vor dem mutmaßlichen Freispruch die tatsächlichen Ereignisse und die Fehler einiger Journalisten zu rekapitulieren.

Die Schießerei auf dem Bahnhof Bad Kleinen am Schweriner See dauerte gerade einmal zehn Sekunden. Und trotzdem löste sie die erste Staatskrise im wiedervereinigten Deutschland aus. Denn der Name der mecklenburgischen Kleinstadt ging als Synonym für vermeintliche Polizeigewalt und einen angeblich vertuschten Mord ins kollektive Gedächtnis der Bundesrepublik ein.

Der Bahnhof der Kleinstadt Bad Kleinen 2013 Quelle: picture alliance/dpa

Anzeige

Am Sonntag, dem 27. Juni 1993 wollten die Bundesanwaltschaft und das BKA zwei führende Mitglieder der sogenannten dritten Generation RAF festnehmen: Birgit Hogefeld und Wolfgang Grams, die beide seit 1984 im Untergrund lebten und für mehrere Mordanschläge zumindest mitverantwortlich waren. Ein V-Mann mit Zugang zu linksextremen Kreisen hatte die Behörden auf die Spur von Hogefeld und Grams geführt. Da die beiden als hochgefährlich galten, war die Eliteeinheit GSG 9 mit dem Zugriff beauftragt worden.

Doch der Einsatz ging schief. Ein Beamter der GSG 9 verließ zu früh seinen Standort und warnte dadurch Grams. Die übrigen Zugriffskräfte rannten zu früh aus ihrem Versteck, sodass der RAF-Terrorist einen Vorsprung hatte. Er konnte die Treppe hinauf zu den Gleisen 3 und 4 flüchten und schoss auf die Polizisten, die ihn verfolgten. Zwei von ihnen verwundete er schwer; einer, Michael Newrzella, erlag seinen Verletzungen. Dann stürzte Grams auf das Bahngleis. Dabei fiel ein letzter Schuss: Der verletzte Terrorist feuerte sich selbst in den Kopf.

Saubermachen auf dem 1993 wohl berühmtesten Bahnhof Deutschlands Quelle: picture-alliance/ ZB

Der seit Monaten vorbereitete Zugriff hatte sich zum Desaster entwickelt, doch jetzt nach Grams’ Selbstmord wurde er zur Katastrophe – und zwar durch schwere Fehler der Medien, vor allem des WDR-Magazins „Monitor“ und eben des Magazins „Spiegel“. Vier Tage nach dem misslungenen Zugriff verbreitete die stets betont linke ARD-Sendung nämlich einen „fürchterlichen Verdacht“: Könnte Grams „am Tatort regelrecht hingerichtet“ worden sein – von einem GSG-9-Mann? Das ergebe sich aus der „eidesstattlichen Erklärung“ einer Augenzeugin, der Kioskbetreiberin Joanna B.

Anzeige

Der „Spiegel“ legte in seiner nächsten Ausgabe mit einem Artikel des Hauptautors Leyendecker nach und zitierte ein angebliches Mitglied des Einsatzteams: „Die Tötung des Herrn Grams gleicht einer Exekution.“ Kaum waren diese Behauptungen veröffentlicht, trat Bundesinnenminister Rudolf Seiters zurück; wenig später wurde Generalbundesanwalt Alexander von Stahl in den einstweiligen Ruhestand versetzt, wie es offiziell hieß – faktisch also gefeuert. Bad Kleinen nehme die „Dimensionen einer Staatsaffäre“ an, kommentierte WELT daraufhin.

Eine Polizeibeamter steht in der Nacht des 27. Juni 1993 auf dem abgesperrten Bahnhof in Bad Kleinen Quelle: picture-alliance / dpa

Allerdings stimmte von den Vorwürfen – nichts. Die „Monitor“-Augenzeugin bestritt bei der Vernehmung vor der Staatsanwaltschaft Anfang Juli 1993 energisch, die ihr unterstellte Äußerung gemacht zu haben. „Ich habe gedacht, das ist nur fürs Fernsehen und Information für die Leute!“, sagte Joanna B.: „Dass ich das so genau schildern musste, wusste ich nicht. Hinterher habe ich mich selber geärgert, weil ich selbst gemerkt habe, dass da etwas nicht stimmt. Ich habe zu schnell unterschrieben.“

Auf Nachfrage des offenbar fassungslosen Staatsanwaltes präzisierte sie über den entscheidenden Satz in der von ihr unterschriebenen Eidesstattlichen Versicherung: „Hier steht: ,Der Beamte zielte auf den Kopf (von Grams, die Red.) und schoss.‘ Ich habe das nicht so gesehen. Ich habe nichts von Kopf gesagt. Das Wort ,Kopf‘ fiel nicht einmal aus meinem Mund. Man muss tatsächlich alles doll durchlesen. Ich habe zu schnell unterschrieben.“

Bundesinnenminister Rudolf Seiters erklärt am 4. Juli 1993 seinen Rücktritt Quelle: picture-alliance / dpa

Anzeige

Der bis heute namentlich unbekannte Gewährsmann des „Spiegel“, falls es ihn denn überhaupt gegeben haben sollte, wie Leyendecker behauptet, war mit Sicherheit kein Augenzeuge. Vielmehr entsprachen seine Aussagen genau dem Informationsstand, der am 29. Juni 1993, dem angeblichen Tag seiner „Offenbarung“, in den Medien verfügbar war. Das bewiesen mehrere grundsätzliche Irrtümer über die Situation am Einsatzort, die einem wirklichen Mitglied des Einsatzteams nie unterlaufen wären.

Hinzu kam: Wenn es sich tatsächlich um einen Beamten aus dem Bereich Innere Sicherheit gehandelt hätte, so musste er wissen, dass eine anonym gemachte Aussage vor Gericht keinen Beweiswert hatte. Falls der Gewährsmann, wie es im „Spiegel“ hieß, sich aus „höchster Seelennot“ an Leyendecker gewandt habe („Der Druck ist ganz fürchterlich“, wurde der angebliche „Antiterror-Spezialist“ in der nächsten Ausgabe vom 12. Juli 1993 zitiert), dann hätte ihm klar sein müssen, dass dies genau der falsche Weg zur Aufklärung war.

Alexander von Stahl verlor seinen Posten als Generalbundesanwalt wegen der Behauptungen von „Monitor"" und „Spiegel"" Quelle: picture-alliance / ZB

Doch dieser an sich leicht nachvollziehbare Gedankengang, der jedem Polizisten klar sein musste, störte Leyendecker nicht. Am Ende des zweiten (wie damals üblich nicht namentlich gekennzeichneten) „Spiegel“-Artikels zu Bad Kleinen hieß es pathetisch: „Die Staatsanwaltschaft will alle beteiligten Polizisten in den mecklenburgischen Ort bestellen. Jeder soll nach einem richtigen Drehbuch mit genauer Zeit und exakter Stellung seine Rolle vom 27. Juni spielen. Spätestens dann muss auch der Augenzeuge des ,Spiegel‘ erscheinen.“

Ob dieser angebliche Informant allerdings beim Ortstermin war, wissen bis heute höchstens Leyendecker selbst und der damalige „Spiegel“-Chefredakteur Hans-Werner Kilz, der laut Medienberichten den Namen des Informanten kennt und selbst mit ihm telefoniert habe. Immerhin hat Leyendecker, der bald nach dem Medienskandal um Bad Kleinen mit Kilz zusammen zur „Süddeutschen Zeitung“ wechselte, eingeräumt, mit seinem Vertrauen in den angeblichen Augenzeugen einen schweren Fehler gemacht zu haben: „Eigentlich hätte man mich damals feuern müssen.“

Lesen Sie auch Terrorismus So wenig weiß man über die dritte RAF-Generation

Ob die Relotius-Kommission mehr über die Hintergründe dieser „Spiegel“-Affäre herausgefunden hat, wird man abwarten müssen. Fest steht jedenfalls: Zwei Staatsanwaltschaften und vier Gerichte bis hinauf zum Bundesverfassungsgericht und dem Europäischen Gerichtshof für Menschenrechte haben unabhängig voneinander den Vorwurf überprüft, Grams könnte von einem Polizisten ermordet worden sein. Alle kamen mithilfe von mehr als einem Dutzend verschiedener Gutachten zum immer gleichen Ergebnis: Es gab nicht das geringste Indiz dafür. Es handelte sich um eine Fiktion, ganz genau wie bei den meisten „Reportagen“ von Claas Relotius.

Sie finden „Weltgeschichte“ auch auf Facebook. Wir freuen uns über ein Like.",Sven Felix Kellerhoff,1599125534,"Deutscher Herbst,Staatskrise 1993",welt
