title;text
Nach Volvo stellt auch Porsche den Diesel in Frage;Die Sportwagenschmiede Porsche denkt als erster deutscher Autobauer über einen Abschied vom Diesel nach.  “Wir beschäftigen uns natürlich mit diesem Thema”, sagte Porsche-Chef Oliver Blume in einem am Dienstag veröffentlichten Interview mit der Nachrichtenagentur Reuters. Die für die IAA im September angekündigte Neuauflage des Porsche Cayenne werde wie schon die Limousine Panamera auch einen Diesel bieten. “Für die Generationen, die danach kommen, gibt es verschiedene Szenarien”, ergänzte Blume. Vor Kurzem hatte bereits Volvo-Chef Hakan Samuelsson erklärt, wegen steigender Kosten keine neue Generation Diesel-Motoren mehr zu entwickeln. Die anderen Hersteller kämpfen aber weiter um den Selbstzünder.  Der Diesel wird von Neuwagenkäufern zunehmend gemieden. Im Juni brachen die Neuzulassungen von Diesel-Pkw in Deutschland um neun Prozent ein, der Marktanteil schrumpfte auf gut 41 Prozent. Denn zum Imageschaden durch die Manipulation von Abgaswerten beim Porsche-Mutterkonzern Volkswagen kam die Sorge über Fahrverbote in deutschen Großstädten hinzu. Nach Messungen bei einzelnen Modellen ist sogar nach dem neuesten Schadstofflimit Euro 6 der Stickoxid-Ausstoß auf der Straße um ein Vielfaches höher als vorgeschrieben. Ältere Autos der Norm Euro 5 schneiden zum großen Teil ebenfalls schlecht ab. Stuttgart, München oder Hamburg zogen deshalb Fahrverbote für ältere Dieselwagen in Betracht, um die Luft sauberer zu bekommen und Klagen von Umweltlobbies und Anwohnern zu begegnen. Nach langem Zögern wurde auch Bundesverkehrsminister Alexander Dobrindt aktiv. Am 2. August soll im neu geschaffenen “Nationalen Forum Diesel” über eine Nachrüstung von Dieselautos beraten werden, die Fahrverbote überflüssig machen würde.  Für den Sportwagenbauer aus Stuttgart wäre der Abschied vom Dieselmotor nicht so folgenreich wie für Volkswagen als Massenhersteller oder die Premiumautobauer Daimler und BMW. Bei Porsche ist nur etwa jedes sechste verkaufte Fahrzeug ein Diesel. Bei BMW ist es weltweit ein Anteil von 35 Prozent, in Europa fahren gut zwei von drei verkauften Autos des Münchner Konzerns mit Diesel. So hoch ist der Anteil auch bei der VW-Premiumtochter Audi. Porsche entwickelt und baut nicht selbst die Dieselmotoren, sondern bezieht sie von der Konzernschwester Audi. Deshalb hängen in Zuffenhausen nicht Tausende Arbeitsplätze von der Technologie ab. NEUE DIESEL SOLLEN SAUBERER SEIN Der rasante Anstieg des Diesel-Angebots in den vergangenen Jahren war Folge der EU-Politik, die sich ganz auf das Eindämmen des Klimakillers Kohlendioxid fixierte. Die Vorgaben zu CO2-Werten können die Autokonzerne aber nur dank der spritsparenden Dieselautos einhalten. Die Politik lieferte mit niedrigeren Spritsteuern im Vergleich zum Benzin Kaufanreize. Auch Porsche mit seinen PS-starken Sportwagen ist darauf angewiesen. “Zumindest in Europa, hier werden wir den Diesel auch in Zukunft brauchen”, sagte Blume. Die Nachfrage sei nach wie vor sehr hoch. “Zudem gibt es keinen Grund, den Diesel an sich zu verteufeln”, betonte Blume. Der Verband der deutschen Autoindustrie (VDA) wies zusammen mit dem Ifo-Institut auf die große Bedeutung der Verbrennungsmotoren für die Wirtschaft hin. Rund 600.000 Arbeitsplätze hängen dem Ifo zufolge direkt oder indirekt von Diesel- und Benzinmotoren ab. Das seien zehn Prozent der Industriearbeitsplätze in Deutschland. VDA-Chef Matthias Wissmann betonte aber, der Elektro-Antrieb werde dennoch vorangetrieben: “Beide sind notwendig, wenn man die ambitionierten Klimaschutzziele erreichen will.” Die Autoindustrie verspricht, die Abgasprobleme sollten bald der Vergangenheit angehören. Denn die neuesten Motoren müssen nach den ab Herbst geltenden schärferen Vorschriften zu den Messverfahren sauberer werden. Die Hersteller hoffen, dass sich die Dieselnachfrage dadurch wieder fängt. Denn sie brauchen die Gewinne, um die Milliardeninvestitionen in Elektroautos stemmen zu können. Unter dem Druck noch niedrigerer Grenzwerte für das Klimagas CO2 in der EU nach 2021 und schärferen Vorschriften im weltgrößten Automarkt China arbeitet die Industrie fieberhaft an neuen Elektromodellen - vom Supersportwagen Mission E bei Porsche bis zum massentauglichen Elektro-Kleinwagen bei VW. Da die Batterien aber erst in einigen Jahren billiger werden und Ladeinfrastruktur erst noch aufgebaut werden muss, dauert es noch bis zum kommenden Jahrzehnt, bis die Elektrowelle anrollt. Daimler und VW peilen einen Absatzanteil von etwa einem Viertel bis 2025 an. Ob der Diesel bis dahin noch als Cash-Cow erhalten bleibt, entscheidet sich jetzt.
Daimler führt massive Diesel-Nachrüstaktion durch;Nach neuen Vorwürfen in der Dieselaffäre und unter dem Druck der Diskussion über Fahrverbote weitet Daimler die schon laufende Nachrüstaktion für Diesel-Pkw massiv aus.  Die laufenden “Servicemaßnahmen” werden auf über drei Millionen Fahrzeuge der Marke Mercedes-Benz ausgedehnt, wie der Stuttgarter Konzern am Dienstag mitteilte. Die Aktion für nahezu alle Wagen mit den Abgasnormen Euro 5 und der neuesten Euro 6 “werden in enger Zusammenarbeit mit den deutschen Zulassungsbehörden durchgeführt”. Mercedes muss - auf Anweisung des Kraftfahrt-Bundesamtes - bereits seit Frühjahr 2016 knapp 250.000 Fahrzeuge zurückrufen und die Abgasbehandlung nachbessern. Angesichts neuer Vorwürfe, die im Zuge staatsanwaltlicher Ermittlungen bekannt wurden, hatte Bundesverkehrsminister Alexander Dobrindt Vertreter von Daimler vergangene Woche zum Gespräch zitiert. Wie es in der Mitteilung weiter hieß, investiert Daimler für die Ausweitung der Nachrüstaktion rund 220 Millionen Euro. “Für die Kunden entstehen durch die Servicemaßnahmen keine Kosten.” Die Umsetzung solle in den nächsten Wochen beginnen. Wegen der großen Zahl von Fahrzeugen werde die Nachrüstung “über einen längeren Zeitraum andauern”.
Italien droht EU-Staaten mit Erteilung von Visa für Migranten;Italien erhöht in der Flüchtlingskrise den Druck auf andere EU-Staaten und droht mit der Erteilung von vorübergehenden Visa, mit denen Migranten weiterreisen können.  “Wir werden es nicht hinnehmen, zu einem europäischen Aufnahmelager zu werden”, kritisierte Außenstaatssekretär Mario Giro am Dienstag in der Zeitung “Il Manifesto”. Auf die Frage, ob die Behörden Migranten vorläufige Reisepapiere ausstellen könnten, antwortete er, die Regierung prüfe alle Möglichkeiten. Man wolle einseitige Gesten vermeiden. Italien wende sich aber gegen die strenge Umsetzung der Vorschrift, wonach für einen Asylbewerber in der Regel das EU-Land zuständig ist, in dem er zum ersten Mal den Boden der Union betreten hat. Noch am Montag hatte Außenminister Angelino Alfano gesagt, die Erteilung kurzfristiger Visa stehe nicht auf der Tagesordnung. Italien hat in diesem Jahr 93.000 Migranten aufgenommen, die übers Mittelmeer per Boot vor allem aus Ländern südlich der Sahara sowie aus Bangladesch kommen. Dies ist ein Zuwachs um 17 Prozent im Vergleich zum Vorjahreszeitraum. Die Regierung in Rom hatte bereits im Jahr 2011 andere EU-Staaten verärgert. Damals stellten die Behörden Neuankömmlingen Aufenthaltserlaubnisse aus. Wegen der steigenden Migrantenzahlen in Italien gibt es im Nachbarland Österreich Überlegungen, am Brenner wieder Grenzkontrollen einzuführen. Er ist auch eine wichtige Transitstrecke nach Deutschland.
Trump - Werden mit großartigem Gesundheitsplan zurückkommen;Für das Scheitern der Gesundheitsreform im US-Senat hat Präsident Donald Trump “Demokraten und ein paar Republikaner” verantwortlich gemacht.  Zugleich kündigte Trump am Dienstag an, er werde mit “einem großartigen Plan zur Gesundheitsversorgung” zurückkehren.  Die US-Republikaner waren zuvor erneut mit ihrem Versuch gescheitert, die Gesundheitsreform von Ex-Präsident Barack Obama einzudampfen. In der Nacht zum Dienstag erklärten zwei weitere Senatoren ihren Widerstand gegen den überarbeiteten Entwurf des Mehrheitsführers Mitch McConnell, der damit endgültig über zu wenig Stimmen für sein Projekt verfügte. McConnell kündigte an, stattdessen nun ObamaCare als Ganzes aufzuheben und es durch ein komplett neues System zu ersetzen. Die Rücknahme von ObamaCare war eines der wichtigsten Wahlversprechen Trumps. Wie dies erfolgen sollte, war bei den Republikanern jedoch umstritten. 
May ruft Minister zur Ordnung;Die britische Premierministerin Theresa May hat ihre Minister am Dienstag zur Ordnung gerufen und die Weitergabe von vertraulichen Informationen an die Medien kritisiert.  “Es besteht die Notwendigkeit, als Land Stärke und Einheit zu demonstrieren, und das beginnt am Kabinettstisch”, sagte May ihrem Sprecher zufolge vor ihrem Regierungsteam. Die Regierung würde bessere Entscheidungen treffen, wenn sie offen über Themen sprechen könne. “Aber es ist entscheidend, dass die Diskussionen im Kabinett vertraulich bleiben müssen”, sagte May demnach weiter.  Zuvor hatte sie Medienberichten zufolge auf einem Sommerfest der Konservativen ihre Parteikollegen zur Zurückhaltung aufgefordert. Diese sollten aufhören zu lästern, sagte sie laut einem Bericht des Senders Sky News vom Dienstag. Sie riskierten andernfalls, dass Labour-Chef Jeremy Corbyn an die Macht komme. Es solle “kein Lästern, keine Quengelei” geben, wurde May zitiert. “Ihr habt die Wahl zwischen mir und Jeremy Corbyn - und den will keiner”, sagte sie der Zeitung “Daily Mail” zufolge.  Die Premierministerin steht nach dem Verlust der absoluten Mehrheit in der vorgezogenen Parlamentswahl im Juni unter Druck. Zu den Kritikern gehört insbesondere Finanzminister Philip Hammond. Dieser hatte am Sonntag gesagt, dass es eine Mehrheit für eine Übergangsphase beim Austritt Großbritanniens aus der Europäischen Union gebe. Mittlerweile könne sich dies fast jeder am Kabinettstisch vorstellen. Hammond gilt als Fürsprecher eines “weichen Brexits”, bei dem ein weiterer Zugang zum europäischen Binnenmarkt angestrebt wird - auch mit Zugeständnissen in der Einwanderungspolitik. 
Inflation in Großbritannien lässt allmählich nach;Rund ein Jahr nach dem Brexit-Votum ebbt die Inflation auf der Insel etwas ab und liefert der Notenbank kaum Argumente für höhere Zinsen.  Die Teuerungsrate lag im Juni bei 2,6 Prozent, wie das Statistikamt ONS am Dienstag mitteilte. Experten hatten mit einem Anstieg von 2,9 Prozent gerechnet, nachdem die Preise im Mai im selben Tempo geklettert waren. Die Teuerung erreichte damals fast ein Vier-Jahres-Hoch. Dass sie nun niedriger ausfiel, liegt vor allem an den gefallenen Ölpreisen. Die Inflation ist schon seit längerem höher, als es der Notenbank lieb ist. Diese strebt eine Rate von zwei Prozent an. Für Preisauftrieb hat insbesondere die starke Pfund-Abwertung nach dem Anti-EU-Referendum gesorgt. Dadurch verteuern sich importierte Waren, womit zugleich die Inflation nach oben getrieben wird.  Das Pfund Sterling drehte am Dienstag nach den Daten ins Minus und notierte mit 1,3031 Dollar 0,2 Prozent tiefer.[L5N1K91WX] Laut Finanzminister Philip Hammond wird sich die Wirtschaft “mit der Zeit” an das schwächere Pfund anpassen. So dürften die Exporteure ihre Produktion steigern, um Wettbewerbsvorteile auf den Auslandsmärkten im Zuge des schwächeren Pfunds auszuspielen. Doch zuletzt hat insbesondere die Finanzmetropole London die Brexit-Planungen zu spüren bekommen. Diese belasteten dort den Immobilienmarkt und bremsten den Stellenaufbau, wie aus einer Studie des Instituts Centre of London hervorgeht. Die Verhandlungen mit der EU laufen bereits, so dass die Uhr für die britische Mitgliedschaft tickt: Am 29. März 2019 soll sie enden. Viele Experten gehen davon aus, dass die Wirtschaft im Zuge des Brexits an Schwung verliert. Die Bank of England (BoE) hat den Leitzins im August 2016 nach dem Brexit-Schock auf das Rekordtief von 0,25 Prozent gesenkt. Laut Zentralbankchef Mark Carney dürfte eine Zinserhöhung aber wieder ein Thema werden. Doch von Reuters befragte Experten erwarten nicht, dass es im August zu einem solchen Schritt kommen wird. Nur zwei der befragten 80 Experten rechnen mit einer Erhöhung im kommenden Monat. Im Mittel erwarten sie, dass die Währungshüter den Zinssatz auch 2018 nicht antasten werden. Ökonom Shilen Shah vom Finanzhaus Investec Wealth & Investment geht davon aus, dass das Lager der Erhöhungsbefürworter in der Notenbank geschwächt wird: “Die sogenannten Falken in der BoE dürften es nicht mehr ganz so eilig haben.” Die Zentralbank hatte im Juni zwar den Zinssatz bestätigt, doch fiel die Entscheidung mit fünf zu drei Stimmen denkbar knapp aus.
Protest gegen U-Haft für Menschenrechtler in der Türkei;Ein türkisches Gericht hat den Deutschen IT-Experten und Menschenrechtler Peter Steudtner und fünf weitere Personen in Untersuchungshaft genommen.  Die Entscheidung könnte die wegen der Inhaftierung des Journalisten Deniz Yücel ohnehin schon angespannten Beziehungen zwischen beiden Staaten zusätzlich belasten. Steudtner war zusammen mit der Direktorin der türkischen Sektion von Amnesty International, Idil Eser, und weiteren Menschenrechtlern am 5. Juli festgenommen worden. Sie hatten in der Nähe von Istanbul an einem Workshop über digitale Sicherheit und Informationsmanagement teilgenommen.  Die Staatsanwaltschaft wirft ihnen Mitgliedschaft in einer terroristischen Organisation vor. Gegen sechs der insgesamt zehn Festgenommenen wurde jetzt U-Haft verhängt, vier seien freigelassen worden, berichtete die Zeitung “Hürriyet” am Dienstag. Amnesty-Generalsekretär Salil Shetty sagte, es handele sich nicht um legitime Ermittlungen, sondern um eine politisch motivierte Hexenjagd. Wahrheit und Recht seien zu Fremdwörtern in der Türkei geworden.    PROTESTE GEGEN FESTNAHMEN  Das Auswärtige Amt in Berlin bestätigte, dass gegen Steudtner U-Haft angeordnet wurde. Er werde vom Generalkonsulat in Istanbul betreut. Amnesty International fordert die sofortige Freilassung seiner Mitglieder. Vor Eser sei bereits der Vorstandssprecher von Amnesty International in der Türkei, Taner Kilic, verhaftet worden. “Die Türkei versucht, mit der Festnahme der zwei führenden Vertreter der größten unabhängigen internationalen Menschenrechtsorganisation internationale Menschenrechtsstandards weiter auszuhöhlen”, erklärte Markus N. Beeko, Generalsekretär von Amnesty International in Deutschland. “Alle Staats- und Regierungschefs sind gefordert, Druck auszuüben, damit İdil Eser und die anderen Menschenrechtsverteidiger sofort und bedingungslos freigelassen werden”, sagte Beeko. SPD-Generalsekretär Hubertus Heil forderte, dass die Bundesregierung klare Worte finde, denn “die Verhaftung von Menschenrechtsaktivisten, auch von Journalisten, ist unerträglich”. Präsident Erdogan überschreite alle Grenzen.  Die Gewerkschaft ver.di sprach von einer neuen Eskalationsstufe. Der türkische Präsident Recep Tayyip Erdogan wolle offensichtlich sämtliche zivilgesellschaftlichen Strukturen in der Türkei zerschlagen. “Es geht hier um einen Frontalangriff auf die Menschenrechtsbewegung insgesamt.” “Peter Steudtner und die anderen Inhaftierten, darunter auch die Journalisten Deniz Yücel und Mesale Tolu, müssen sofort freigelassen und die Ermittlungen eingestellt werden”, forderte Cornelia Haß, Geschäftsführerin der Deutschen Journalistinnen- und Journalisten-Union (dju) in ver.di. BUNDESREGIERUNG UNTERSTÜTZT YÜCELS KLAGE VOR EGMR  Yücel klagt vor dem Europäischen Gerichtshof für Menschenrechte (EGMR) gegen seine Inhaftierung und wird dabei  von der Bundesregierung unterstützt. Diese werde Stellung beziehen in dem Verfahren, in dem Yücel Beschwerde gegen seine Behandlung durch die türkische Justiz eingelegt habe, bestätigte das Justizministerium laut einem Bericht der Zeitung “Die Welt”.   Der “Welt”-Korrespondent Yücel werfe der türkischen Justiz vor, gegen die europäische Menschenrechtskonvention zu verstoßen. Die Regierung in Ankara beschuldigt ihn, Terrorpropaganda verbreitet und zur “Aufwiegelung der Bevölkerung” beigetragen zu haben. Der Deutsche Journalisten-Verband begrüßte die Ankündigungen der Regierung, Yücel jetzt auch aktiv juristisch zu unterstützen.
Erdogan reist in zerstrittene Golfstaaten Saudi-Arabien und Katar;Der türkische Staatschef Recep Tayyip Erdogan wird nach offiziellen Angaben am Wochenende zu einer Reise in die zerstrittenen Golfstaaten Saudi-Arabien und Katar aufbrechen.  Erdogan werde außerdem Kuwait besuchen, das in dem Streit vermittelt, teilte das Präsidialamt am Dienstag mit.  Die Türkei ist enger Verbündeter Katars und unterhält in dem Golfemirat einen Militärstützpunkt. Zudem hat die Regierung in Ankara die arabischen Nachbarstaaten Katars kritisiert. Saudi-Arabien, die Vereinigten Arabischen Emirate, Bahrain und Ägypten hatten Anfang Juni die diplomatischen Verbindungen Katar gekappt wegen des Vorwurfs, das Emirat unterstütze Extremisten und verbünde sich mit dem Iran. Katar hat die Vorwürfe zurückgewiesen. Die Türkei hat der Regierung in Doha seither etwa mit Lebensmittellieferungen geholfen.
DIW - Frauenanteil in Führungspositionen steigt nur langsam;Frauen sind in den Führungspositionen deutscher Privatunternehmen nach wie vor deutlich unterrepräsentiert.  Ihr Anteil nahm von 1995 bis 2015 zwar von rund 20 auf etwa 30 Prozent zu, wie aus dem am Dienstag veröffentlichten “Führungskräfte-Monitor” des Deutschen Instituts für Wirtschaftsforschung (DIW) hervorgeht. “Es geht voran”, sagte DIW-Forschungsdirektorin Elke Holst. “Allerdings liegt das Ziel, genauso viele Frauen wie Männer in Führungspositionen zu haben, noch immer in weiter Ferne.”  Der Frauenanteil sei zuletzt nur noch langsam gestiegen. “Und das, obwohl Frauen schon seit vielen Jahren die Männer bei den Qualifikationen eingeholt und teilweise sogar überholt haben”, sagte Holst. Ihre Gehälter lagen zudem um durchschnittlich 23 Prozent unter denen der männlichen Kollegen. Um die Gleichstellung zu fördern, sieht Holst nicht nur die Politik, sondern auch die Unternehmen in der Pflicht. Sie müssten die Erhöhung des Frauenanteils in Führungspositionen als zentrales Unternehmensziel definieren und einen verbindlichen Zeitplan festlegen. Wichtig sei auch die Transparenz bei der Besetzung von leitenden Positionen und bei den Gehältern. Flexible Arbeitszeiten seien eine wichtige Option, um die Chancengleichheit voranzutreiben. Besonders selten sind Frauen in Führungspositionen in Westdeutschland zu finden: Hier liegt ihr Anteil bei 27 Prozent, im Osten sind es 44 Prozent. Einbezogen in die Studie wurden nicht nur Vorstände und Aufsichtsräte, sondern auch niedrigere Führungsebenen und sowie Angestellte, die hochqualifizierte Tätigkeiten ausüben.
"Streit über Verlängerung EU-Mission ""Sophia"" im Mittelmeer;Die anstehende Verlängerung des EU-Flüchtlingseinsatzes “Sophia” im Mittelmeer hat einen europaweiten und parteiübergreifenden Streit ausgelöst.  Bundesinnenminister Thomas de Maizière (CDU) schloss sich am Dienstag der Kritik seines italienischen Kollegen Marco Minniti an den im Mittelmeer agierenden Hilfsorganisationen an. Deutsche Innenpolitiker forderten eine Verlängerung des kommende Woche auslaufenden “Sophia”-Mandats", die Italien blockiert.  Italien hat Einspruch gegen die Verlängerung des am 27. Juli auslaufenden “Sophia”-Einsatzes erhoben. Im Rahmen der Mission gehen EU-Marineverbände gegen Schlepperbanden im Mittelmeer vor, die vor allem über Libyen immer wieder Menschen in die EU schleusen wollen. Sie retten aber auch Flüchtlinge und bringen sie nach Italien. Italien fordert als derzeitiges Hauptankunftsland von Migranten und Flüchtlingen in der EU mehr Solidarität der EU-Partner. Bis zum Montag kamen nach Angaben des Flüchtlingshilfswerks UNHCR in diesem Jahr 110.374 Menschen über das Mittelmeer nach Europa. Mit 93.213 Migranten erreichten davon knapp 85 Prozent die EU über einen italienischen Hafen.  Ins Zentrum des Streits rücken zunehmend private Hilfsorganisationen, die Menschen aus dem Mittelmeer aufnehmen. Die italienische Regierung wirft den NGOs vor, bewusst oder unbewusst mit den Schlepperbanden zusammenzuarbeiten und hatte gedroht, italienische Häfen zu schließen. “Die Italiener untersuchen Vorwürfe gegen NGOs: Zum Beispiel, dass Schiffe ihre Transponder regelwidrig abstellen, nicht zu orten sind und so ihre Position verschleiern”, sagte de Maizière der Funke Mediengruppe. “Das löst kein Vertrauen aus.” Sein italienischer Kollege habe ihm gesagt, dass die Schiffe in libysche Gewässer führen und vor dem Strand ihre Positionslichter einschalteten, um den Schiffen der Schlepper ein Ziel vorzugeben. Die Hilfsorganisationen wiesen die Vorwürfe zurück. “Es wurde immer wieder versucht, uns irgendetwas anzuhängen, doch bis heute wurde nie ein Beweis geliefert”, sagte etwa der Sea-Watch-Sprecher Ruben Neugebauer der Funke-Mediengruppe.  GRÜNE: DE MAIZIERE MACHT STIMMUNG GEGEN FLÜCHTLINGE Die innenpolitischen Sprecher von Union und SPD, Stephan Mayer und Burkhard Lischka, sprachen sich für eine Verlängerung des “Sophia”-Mandats aus. Hauptaufgabe müsse aber der Kampf gegen Schleuser sein, sagte der CSU-Politiker Mayer der Nachrichtenagentur Reuters. “In diesem Zusammenhang sollte auch die Rolle vieler Nichtregierungsorganisationen, die bisweilen Fluchtanreize schaffen, kritisch beleuchtet werden dürfen”, sagte er. Der SPD-Politiker Lischka forderte dagegen vor allem mehr Hilfe für Italien. “Wir brauchen innerhalb der nächsten Wochen dringend eine gesamteuropäische Lösung sowohl für die solidarische Verteilung der Flüchtlinge auf alle Mitgliedsstaaten als auch eine Lösung zur Sicherung der europäischen Außengrenzen”, sagte er Reuters. “Andernfalls drohen uns große Probleme, die vergleichbar mit der Situation im Herbst 2015 sein könnten”, warnte Lischka. Grünen-Fraktionschefin Katrin Göring-Eckart warf dem Innenminister vor, unbewiesene Tatsachen zu behaupten und damit Stimmung gegen Flüchtlinge zu machen. De Maiziere könne auch seine Vorwürfe gegen die Seenotrettung nicht nachweisen.  Angeheizt wird die Debatte durch erneute Drohungen des österreichischen Innenministers Wolfgang Sobotka (ÖVP), die Grenze zu Italien zu schließen. “Wir machen den Brenner zu, wenn die Zahl der illegalen Einwanderer nach Österreich weiter steigt”, sagte er der “Bild”-Zeitung.
