title,text,author,published,tags,source
"„Ich dachte, ich würde sterben“",,"'Christian Düringer', 'Elmar Krekeler', 'Thomas Heuzeroth'",1596693620,"Panorama,Schauspielerin hatte Covid-19",welt
„Die Wut der Bevölkerung auf die Regierung ist immens“,,,1596693532,"Ausland,Explosion in Beirut",welt
Karen – der fiese Spitzname für die weiße Frau,"as Phänomen, das Vornamen zu Gattungsbegriffen werden, kennt man auch aus Deutschland. Vor 100 Jahren nannte man ein Dienstmädchen eine Vor 50 Jahren war jeder Schwule ein . Und heute macht man sich zum Horst. In den USA müssen nun die vielen Frauen, die Karen heißen, damit leben, dass ihr Name als Schimpfwort gebraucht wird.",Matthias Heine,1596692163,"Kultur,Ein Mann, ein Wort",welt
Erstmals seit dem 11. Mai über 1000 Neuinfektionen in Deutschland,"In ganz Deutschland steigt die Zahl der Corona-Infektionen wieder an. Innerhalb der letzten 24 Stunden gab es über eintausend neue Ansteckungen. Darunter auch neun Teilnehmer einer Abifahrt nach Kroatien.

Anzeige

Die Gesundheitsämter in Deutschland haben nach Angaben des Robert Koch-Instituts (RKI) 1045 neue Corona-Infektionen innerhalb eines Tages gemeldet. Damit liegt die Zahl der Neuinfektionen zum ersten Mal seit dem 11. Mai über der Marke von 1000.

Von den Neuinfektionen stammen mehr als zwei Drittel (69 Prozent) aller gemeldeten Fälle aus nur drei Bundesländern: NRW (425), Bayern (205) und Berlin (91). Die Zahl der aktiven Fälle stieg laut RKI-Statistik um 438 auf jetzt 8692. Das ist ein Plus von 26 Prozent zur Vorwoche und ein Plus von 87 Prozent zum Tiefstand vom 15. Juli.

Seit Beginn der Corona-Krise haben sich somit mindestens 213.067 Menschen in Deutschland nachweislich mit dem Virus Sars-CoV-2 infiziert. Die Zahl der Todesfälle legte um sieben auf 9175 zu.

An dieser Stelle finden Sie Inhalte von Drittanbietern Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Externe Inhalte aktivieren

Anzeige

Die Reproduktionszahl, kurz R-Wert, lag nach RKI-Schätzungen mit Datenstand 4.8., 0.00 Uhr, in Deutschland bei 1,02 (Vortag: 1,09). Das bedeutet, dass ein Infizierter im Mittel etwa einen weiteren Menschen ansteckt. Der R-Wert bildet jeweils das Infektionsgeschehen etwa eineinhalb Wochen zuvor ab. Der 23. Juli (0,93) war der letzte Tag, an dem der R-Wert unter 1 lag – seitdem überschreitet er diese Marke an nun zwölf Tagen hintereinander.

Zudem gibt das RKI ein sogenanntes Sieben-Tage-R an. Es bezieht sich auf einen längeren Zeitraum und unterliegt daher weniger tagesaktuellen Schwankungen. Nach RKI-Schätzungen lag dieser Wert mit Datenstand 4.8., 0.00 Uhr, bei 0,99 (Vortag: 1,00). Er zeigt das Infektionsgeschehen von vor 8 bis 16 Tagen.

An dieser Stelle finden Sie Inhalte von Drittanbietern Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Externe Inhalte aktivieren

Der Landkreis Dingolfing-Landau überschreitet mit 232 Infektionen je 100.000 Einwohner innerhalb der vergangenen sieben Tage die Grenze, ab der eine Region als Hotspot gilt und die Kommune einschränkende Maßnahmen erlassen soll. Diese Grenze liegt bei 50 Infektionen je 100.000 Einwohner innerhalb der vergangenen sieben Tage Erhöhte Werte haben auch Offenbach (29), Ingolstadt (26), der Odenwaldkreis (26) und Düren (25).

An dieser Stelle finden Sie Inhalte von Drittanbietern Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Externe Inhalte aktivieren

Anzeige

Inzwischen gibt es weltweit mehr als 18,1 Millionen bestätigte Infektionen mit dem Erreger Sars-CoV-2 und 690.624 Todesfälle. Die meisten Fälle und Todesopfer melden die USA, gefolgt von Brasilien und Indien.

Antikörpertests haben ergeben, dass sich beinahe 1,5 Millionen Menschen in Italien mit dem Coronavirus infiziert haben. Dies entspreche 2,5 Prozent der Bevölkerung, teilten Behörden mit. Große geografische Unterschiede zeigten jedoch, dass die dreimonatigen landesweiten Ausgangsbeschränkungen „absolut zentral“ gewesen seien, um zu verhindern, dass der Süden des Landes so hart getroffen werde, wie der Norden, sagte Pandemie-Regierungsberater Franco Locatelli.

Wie weit hat sich das Virus tatsächlich verbreitet?

Die Untersuchung des Gesundheitsministeriums und der nationalen Statistikbehörde basierten auf Tests, die zwischen dem 25. Mai und 15. Juli von 65.000 Italienern genommen wurden, die nach Ort, Alter und Art ihrer Arbeit ausgewählt wurden. Die Regierung wollte mit der Untersuchung verstehen, wie weit sich das Virus tatsächlich verbreitet hatte.

Anzeige

1,482 Millionen Italiener sind demnach mit dem Virus in Berührung gekommen und und habe eine immunologische Reaktion entwickelt. Das sind sechs Mal so viele, wie offiziell registriert wurden, sagte Linda Laura Sabbadini, Direktorin am Nationalen Statistikinstitut ISTAT.

Geografisch gab es große Unterschiede: Schätzungsweise 7,5 Prozent der Menschen in der Lombardei hatten Antikörper, während es in der benachbarten Region Venetien nur 1,9 Prozent waren. Innerhalb der Lombardei waren die Unterschiede ebenfalls bemerkenswert: Etwa 24 Prozent der Bewohner von Bergamo hatten Antikörper entwickelt, in der nahegelegenen Provinz Pavia waren es jedoch nur 5,1 Prozent. Zum Vergleich: Auf der Insel Sizilien kamen nur 0,3 Prozent der Bewohner mit dem Virus in Kontakt.

An dieser Stelle finden Sie Inhalte von Drittanbietern Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Externe Inhalte aktivieren

Die USA sind das am schwersten von der Corona-Pandemie betroffene Land der Welt. Nach Zählungen der Nachrichtenagentur Reuters stieg die Zahl der Coronavirus-Fälle binnen 24 Stunden um mindestens 55.323 auf 4,84 Millionen. Mindestens 1241 weitere Menschen sind an den Folgen des Virus gestorben. Die Zahl tödlich verlaufender Ansteckungen klettert den Daten zufolge auf 158.561.

Brasilien verzeichnet nach Angaben des Gesundheitsministeriums 51.603 bestätigte Coronavirus-Infektionen sowie weitere 1154 Todesfälle in den vergangenen 24 Stunden. Das lateinamerikanische Land registriert seit Beginn der Pandemie mehr als 2,8 Millionen Fälle des Virus und die offizielle Zahl der Todesopfer steigt offiziellen Angaben zufolge auf 95.819.

In Mexiko sind die Coronavirus-Fälle binnen 24 Stunden nach Angaben des Gesundheitsministeriums um 6139 auf 456.100 gestiegen. Das Land meldet weitere 829 Todesfälle im Zusammenhang mit dem Virus. Insgesamt sind offiziellen Angaben zufolge 49.698 Personen an den Folgen des Virus verstorben. Mexiko verzeichnet nach den USA und Brasilien die dritthöchste Zahl an Infektionen und Todesopfern.

Indien meldet 52.972 Neuinfektionen binnen 24 Stunden. Insgesamt sind in dem Land mit der weltweit zweithöchsten Bevölkerungszahl damit bislang 1,8 Millionen Corona-Fälle bestätigt, wie Daten des Gesundheitsministeriums zeigen. Die Zahl der Toten steigt demnach um 771 auf 38.135.

An dieser Stelle finden Sie Inhalte von Drittanbietern Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Externe Inhalte aktivieren

Mit 6352 Neuinfektionen meldet das Gesundheitsministerium den fünften Tageshöchstwert innerhalb von sechs Tagen auf den Philippinen. Wegen der stark steigenden Ansteckungszahlen trat am Dienstag für die Hauptstadt Manila und benachbarten Provinzen ein neuer Lockdown in Kraft, den Präsident Rodrigo Duterte am Sonntagabend angekündigt hatte und der für zwei Wochen gelten soll. Er betrifft rund 28 Millionen Menschen und damit etwa ein Viertel der Bevölkerung des südostasiatischen Inselstaates.

Anzeige

Die Behörden hatten erst Anfang Juni die Mitte März verhängten Kontaktbeschränkungen gelockert. Seitdem haben sich die Infektionszahlen auf 112.593 mehr als versechsfacht und die Zahl der Todesfälle auf rund 2100 mehr als verdoppelt.

Großbritannien ist nach wie vor das am stärksten getroffene Land Europas. Die Johns-Hopkins-Universität zählt dort mehr als 306.319 Infektionen und 46.286 Tote. Nach Behördenangaben hat das Land in der Pandemie auch die höchste Übersterblichkeit in Europa. Rund 65.000 mehr Menschen als sonst seien hier in diesem Jahr gestorben, teilt das Nationale Statistikamt ONS mit.

Die Übersterblichkeit verteile sich über das ganze Land, im Gegensatz zu vielen europäischen Ländern, wo sie sich auf bestimmte Regionen konzentriert. Allerdings habe England eine deutlich höhere Sterbeziffer als Schottland, das wiederum höhere Zahlen als Wales und Nordirland aufweise. Spanien habe zwar einen höheren Spitzenwert bei der Übersterblichkeit, aber in Großbritannien sei sie langsamer gesunken, was zu der hohen Zahl geführt habe.

An dieser Stelle finden Sie Inhalte von Drittanbietern Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Externe Inhalte aktivieren

In China melden die Behörden 127 neue Coronavirus-Fälle. Das ist der höchste Wert seit dem 5. März. 112 dieser Fälle werden in der nordwestlichen Region Xinjiang registriert, teilen die Gesundheitsbehörden mit. Insgesamt zählt die Johns-Hopkins-Universität in dem Land bislang 88.065 Infektionen und 4671 Todesfälle.

Zuletzt waren in China Mitte April mehr als 100 Neuinfektionen binnen eines Tages registriert worden. Die derzeitigen Eindämmungsmaßnahmen konzentrieren sich vor allem auf den neuen Corona-Hotspot Dalian, wo die Behörden vergangene Woche einen Ausbruch in einem Verarbeitungsbetrieb für Fisch und Meeresfrüchte gemeldet hatten. Bis Mittwoch bestätigten die Behörden insgesamt 52 Neuinfektionen in der Millionenmetropole.

In Russland steigt die Zahl der Infektionsfälle auf 866.627. Binnen 24 Stunden seien 5204 Neuinfektionen hinzugekommen, teilen die Behörden mit. Das Land verzeichnet nach den USA, Brasilien und Indien die vierthöchste Ansteckungszahl weltweit. Die Zahl der Todesopfer in Zusammenhang mit dem Virus stieg um 139 auf 14.490.

In Frankreich erreicht die Pandemie mit 1695 Neuinfektionen ein Zwei-Monats-Hoch. Damit haben sich insgesamt 194.029 Menschen angesteckt. Die Zahl der tödlichen Erkrankung steigt von 30.296 auf 30.305.

Südafrika wird zu einem weiteren weltweiten Krisenherd in der Coronavirus-Pandemie. Dort wurde am Samstag die Grenze von insgesamt 500.000 Infektionsfällen überschritten. Damit verzeichnet das Land nach den USA, Brasilien, Indien und Russland die meisten Ansteckungsfälle weltweit und etwa die Hälfte aller nachgewiesenen Infektionen in ganz Afrika. Die Gesamtzahl steige auf 511.485. Insgesamt seien 8366 Menschen nach einer Ansteckung gestorben. Die täglichen Infektionszahlen sind seit Anfang Juli deutlich gestiegen. In Südafrika ist derzeit Winter.

Anzeige

Alle aktuellen und weltweiten Entwicklungen zum Coronavirus können Sie in unserem Live-Ticker verfolgen.

Haben Sie Fragen zum Coronavirus? Hier finden Sie die wichtigsten Fakten und Informationen.","'Sebastian Beug', 'Daniel Wetzel', 'Sarah Maria Brech'",1596691920,"Panorama,Daten, Karten, Grafiken",welt
Dieses Schiff lieferte schon 2013 das hochexplosive Material,,,1596690387,"Ausland,Explosion in Beirut",welt
"„Liebe Mutter, es gab da ein Schlüsselerlebnis ...“",,"'Melanie Haack', 'Jens Bierschwale', 'Steven Jörgensen'",1596550780,"Sport,Rosi Mittermaier",welt
Wenn dich der „Türsteher“ vor dem Gerichtsgebäude abweist,,Ibrahim Naber,1596550032,"Politik,Berliner Clans",welt
Zu viel Föderalismus kann der Qualität der Justiz schaden,"Für einheitliche Besoldung: Arnd Diringer ist Professor an der Hochschule Ludwigsburg. Seine Kolumne „Recht behalten!“ erscheint zweiwöchentlich in WELT AM SONNTAG

Anzeige

„Gerechtigkeit braucht eine starke Justiz“! Das sagte die Präsidentin des Bundesarbeitsgerichts Ingrid-Schmidt vor einiger Zeit bei einem Vortrag für die Friedrich-Ebert-Stiftung, den sie später auch als Beitrag in einer juristischen Fachzeitschrift veröffentlichte. Und die Justiz bedarf, wie sie ausführte, auch „einer motivierten, engagierten und gut ausgebildeten Richterschaft“.

Vor diesem Hintergrund ist ein Beschluss des Bundesverfassungsgerichts zur Besoldung von Richtern in Berlin zu sehen, der in der vergangenen Woche veröffentlicht wurde. Die Besoldung war in den zu prüfenden Fällen nach Meinung des Karlsruher Gerichts „evident unzureichend“. Sie genüge nicht, um Richtern und Staatsanwälten einen nach der mit dem Amt verbundenen Verantwortung angemessenen Lebensunterhalt zu ermöglichen.

Lesen Sie auch Recht behalten! Abgeordnete zwischen Partei und Gewissen

Nur einen Tag später veröffentlichte das Gericht einen weiteren Beschluss, in dem es feststellte, dass die Besoldungsvorschriften des Landes Nordrhein-Westfalen zur Alimentation von kinderreichen Richtern und Staatsanwälten teilweise ebenfalls verfassungswidrig sind - wiederum weil die Leistungen deutlich zu gering bemessen sind. Bereits 2015 hatten die Karlsruher Richter festgestellt, dass die Besoldung in Sachsen-Anhalt teilweise „evident unzureichend“ war. Und es ist absehbar, dass es noch zu weiteren Entscheidungen über die Bezüge in der Justiz kommen wird.

Anzeige

Das alles ist umso bedenklicher, als das Bundesverfassungsgericht bereits mehrfach darauf hingewiesen hat, dass eine angemessene Alimentation von Richtern und Staatsanwälten auch eine „qualitätssichernde Funktion“ hat. Diese Funktion hat die Alimentation in Berlin nach Meinung des Bundesverfassungsgerichts nicht mehr erfüllt, was sich daran zeige, dass die Einstellungsanforderungen immer weiter abgesenkt wurden.

Hohe Durchfallquote in Sachsen

Insofern lässt sich zwar trefflich darüber streiten, ob eine bestimmte Examensnote den entscheidenden Ausschlag geben sollte – eine Ansicht, der die Karlsruher Richter wohl zuneigen. Dem steht indes schon entgegen, dass die Anforderungen an angehende Juristen in den einzelnen Bundesländern ebenso unterschiedlich sind wie das Notenniveau.

So war zum Beispiel der Anteil derjenigen, die bei der ersten juristischen Staatsprüfung die Höchstnoten „vollbefriedigend“ und besser erreicht haben, nach einer Auswertung der Legal Tribune Online in Berlin 2018 fast doppelt so hoch wie in Sachsen. Zugleich war die Durchfallquote in Sachsen um mehr als 50 Prozent höher als in Berlin. Und solche Unterschiede gibt es zwischen vielen Ländern, in der ersten ebenso wie in der zweiten juristischen Staatsprüfung.

Lesen Sie auch Gehaltsreport 2020 Hier verdienen Sie als Fachkraft am meisten

Anzeige

Unabhängig vom konkreten Maßstab, den man an die Qualifikation anlegt, muss eine Tätigkeit in der Justiz indes für die gewünschten Bewerber attraktiv sein. Dazu gehört auch, dass die Vergütung in einem angemessenen Verhältnis zu den Einkommen steht, die für Tätigkeiten mit vergleichbaren Anforderungen außerhalb des öffentlichen Dienstes erzielt werden. Denn im „Kampf um die besten Köpfe“ steht die Justiz stets in Konkurrenz zu Rechtsanwaltskanzleien und Unternehmen.

Bei diesem Kampf sind die Bundesländer bislang unterschiedlich gut aufgestellt. Und sie stehen damit zugleich in Konkurrenz zueinander.

Bis Anfang des Jahrtausends war für die Besoldung der Richter und Staatsanwälte ausschließlich der Bundesgesetzgeber zuständig. Seit 2006 liegt die Gesetzgebungskompetenz für die Besoldung und Versorgung von Landesbeamten und Richtern im Dienst der Länder bei den Bundesländern. Das führt zu sehr unterschiedlichen Regelungen.

Lesen Sie auch Öffentlicher Dienst Das doppelte Fiasko

Anzeige

So hatte nach einer Berechnung des Deutschen Richterbundes ein junger Richter oder Staatsanwalt Ende 2019 in Bayern monatlich 679 Euro brutto mehr Gehalt als ein Berufsanfänger im Saarland – eine Differenz von 17 Prozent. Im Jahr davor lag diese sogar bei 27 Prozent. Angesichts der, wie es das Bundesverfassungsgericht ausdrückt, „erfahrungsgemäß erhöhten Flexibilität von Berufseinsteigern“ sollte sich das Saarland also nicht wundern, wenn sich dort weniger hochqualifizierte Juristen bei der Justiz beworben haben als in Bayern.

Bundeseinheitliche Besoldung gefordert

„Gerade im Wettbewerb um die besten Nachwuchsjuristen drohen manche Länder den Anschluss zu verlieren“, kommentiert der Deutsche Richterbund die Situation. Und tatsächlich besteht die Gefahr, dass die unterschiedliche Vergütung dazu führt, dass in der Justiz der einzelnen Bundesländer zunehmend unterschiedlich gut qualifizierte Juristen beschäftigt werden.

Entgegentreten lässt sich dem durch die Rückkehr zu einer bundeseinheitlichen Besoldung – eine Forderung, die ebenso der Deutsche Richterbund erhebt. Und auch wenn das sicherlich kein „Allheilmittel“ ist: Es wäre ein guter Anfang, damit die Alimentation von Richtern und Staatsanwälten ihre „qualitätssichernde Funktion“ wieder besser erfüllt.

Dieser Text ist aus der WELT AM SONNTAG. Wir liefern sie Ihnen gerne regelmäßig nach Hause.",Arnd Diringer,1596549949,"Kommentare,Richter-Besoldung",welt
Gestrandete dank riesigen SOS-Zeichens gerettet,,,1596549723,"Panorama,Mini-Insel in Mikronesien",welt
Kevin Kühnert will Juso-Positionen „ins Parlament hineinrücken“,"SPD-Vize Kevin Kühnert will die Ansichten der Jusos auch in den Bundestag tragen. „Ich möchte gern die Veränderung, die wir als Jusos angestoßen haben, auch in die SPD-Bundestagsfraktion und ins Parlament hineinrücken“, sagte Kühnert.",,1596548440,"Deutschland,Bundestagskandidatur",welt
