title;text
EU-Staaten suchen vor Gipfel Wege aus der Flüchtlingskrise;Zur Eindämmung der Flüchtlingskrise versuchen elf EU-Staaten vor dem EU-Gipfel in dieser Woche erneut eine engere Abstimmung mit der Türkei.  An den Gesprächen am Donnerstag werde voraussichtlich auch Frankreich teilnehmen, sagte ein EU-Diplomat am Montag. Der Wirtschaftsflügel der CDU forderte, Griechenland aus dem Schengen-Raum auszuschließen, wenn es beim Treffen der Staats- und Regierungschefs keine europäische Einigung gibt. Die meisten Flüchtlinge reisen über die Türkei und Griechenland weiter nach Deutschland. Pro Tag gelangen im Schnitt rund 2000 Migranten in die Bundesrepublik.[nL8N15U2JU] Würde sich der Trend fortsetzen, kämen im gesamten Jahr mehr als 750.000 Flüchtlinge. Die Zahlen sind aber gerade deutlich geringer als im Sommer und Herbst vergangenen Jahres, was Experten auf das Winterwetter in der Ägäis zurückführen. Außenminister Frank-Walter Steinmeier machte in Brüssel deutlich, dass die Bundesregierung weiter auf die Türkei setzt, um die Zahl der Neuankömmlinge zu verringern. Darüber wollen am Donnerstagmittag elf Mitgliedsländer und die Türkei beraten. Bundeskanzlerin Angela Merkel versucht, mit dieser “Koalition der Willigen” Kriterien für die Aufnahme von Flüchtlingen direkt aus der Türkei aufzustellen. Dies soll die Regierung in Ankara zusammen mit der EU-Hilfe von drei Milliarden Euro für die Versorgung syrischer Flüchtlinge ermuntern, die illegale Migration zu unterbinden. Frankreichs Ministerpräsident Manuel Valls sorgte am Wochenende für Aufregung, als er eine Aufnahme von mehr als 30.000 Flüchtlingen in seinem Land ausschloss.[nL8N15T0F2] Die Regierung in Ankara verschärfte inzwischen die Visa-Bestimmungen für Iraker, um die Einreise islamistischer Extremisten und den Strom von Flüchtlingen nach Europa einzudämmen.[nL8N15U1OX] STREIT ÜBER GRIECHENLAND Neben der Türkei steht Griechenland im Fokus. Die SPD-Führung wies die Forderung des CDU-Wirtschaftsrates zurück, den Staat aus dem Schengen-Raum auszuschließen, wenn kein Durchbruch erreicht wird. Parteichef Sigmar Gabriel schrieb in der “Frankfurter Allgemeinen Zeitung”, ein Ausschluss oder eine Ausgrenzung eines Mitgliedstaates aus dem Schengen-Raum seien Scheinlösungen, die die Debatte vergifteten.[nL8N15U085] Da die meisten Flüchtlinge über Griechenland auf dem Weg nach Norden durch Mazedonien reisen, stellt die EU-Kommission der ehemaligen jugoslawischen Teilrepublik zehn Millionen Euro für den Grenzschutz zur Verfügung. Dabei gehe es aber nicht darum, die Grenze zur Griechenland zu schließen, sondern den Grenzverkehr besser zu bewältigen, sagte eine Sprecherin der Behörde. Alle Maßnahmen, die Mazedonien und weitere Länder ergriffen, sollten mit Griechenland abgestimmt werden.
Syrien-Konflikt eskaliert - Türkei droht mit Militäreinsatz;Der Syrien-Konflikt spitzt sich trotz internationaler Absprachen für einen Waffenstillstand zu.  Die Türkei drohte am Montag mit “schärfsten Reaktionen”, sollten Kurdenmilizen ihren Vormarsch fortsetzen. Russland kündigte an, seine Luftangriffe auch nach einer Einigung auf einen Waffenstillstand fortzusetzen. Zwischen beiden Staaten wuchsen die Spannungen: Während Russland der Türkei vorwarf, das Einsickern von Dschihadisten nach Syrien zuzulassen, gab die Regierung in Ankara der russischen Armee die Schuld für einen Raketenangriff, bei dem mindestens 14 Zivilsten ums Leben kamen. Bundesaußenminister Frank-Walter Steinmeier rief beide Staaten zur militärischen Zurückhaltung auf. Er pochte auf eine vereinbarte Feuerpause, die spätestens am kommenden Wochenende in Kraft treten soll. Zurzeit versuchen die Truppen des syrischen Präsidenten Baschar al-Assad mit Hilfe der russischen Luftwaffe, die Metropole Aleppo in Nordsyrien einzunehmen. Sie gehen vor allem gegen Rebellen vor, die von westlichen Staaten unterstützt werden. Durch die Kämpfe sind Kurdenmilizen erhebliche Gebietsgewinne gelungen. Dies hat die Türkei auf den Plan gerufen, die ein Erstarken kurdischer Gruppen fürchtet. Ein Teil der Kämpfe konzentriert sich auf die Stadt Asas. Dort halten sich Zehntausende Flüchtlinge auf. Regierungsfeindliche Kurdenmilizen und Assad-Truppen versuchen, die Stadt von Rebellen zu erobern. Asas ist die letzte Stadt vor der türkischen Grenze, die noch von Rebellen kontrolliert wird. TÜRKEI: WERDEN KURDEN-VORMARSCH NICHT ZULASSEN Sein Land werde nicht zulassen, dass Asas in die Hände der kurdischen YPG-Miliz falle, sagte Ministerpräsident Ahmet Davutoglu. Die Türkei werde zudem den Militärflugplatz Menagh unbenutzbar machen, sollte sich die YPG nicht zurückziehen. Am Wochenende hatte die türkische Armee Stellungen der YPG beschossen und damit nach eigenen Angaben die Einnahme von Asas verhindert. Empört reagierte die Türkei auf Mahnungen der USA, sich auf den gemeinsamen Kampf mit der YPG gegen die Extremistenmiliz IS zu besinnen. Man sei schockiert darüber, mit der YPG in einen Topf geworfen zu werden, sagte ein Sprecher des Außenministeriums. Davutoglu warf der russischen Luftwaffe vor, mit einem Raketenangriff Zivilisten in Asas getötet zu haben. Bei dem Einschlag mehrerer Raketen wurden nach Angaben von Sanitätern und Einwohnern unter anderem ein Kinderkrankenhaus und eine als Flüchtlingsunterkunft genutzte Schule getroffen. Die Hilfsorganisation Ärzte ohne Grenzen berichtete von einem weiterem Angriff auf ein in der Provinz Idlib gelegenes Krankenhaus. Acht Mitarbeiter würden vermisst. Russland warf indes der Türkei vor, Dschihadisten und Söldner nach Syrien zu lassen. Ein Mitarbeiter des Außenministeriums kündigte nach einem Bericht der Nachrichtenagentur Interfax zudem an, die Luftangriffe auch nach einer Einigung auf einen Waffenstillstand fortzusetzen.
Deutsche Wirtschaft gewinnt laut Bundesbank an Schwung;Die Bundesbank sieht die deutsche Wirtschaft trotz schwacher Weltkonjunktur und der jüngsten Börsenturbulenzen im Aufwind. Dank des billigen Rohöls könne sie im ersten Quartal “etwas kräftiger” wachsen als Ende 2015, schrieb die deutsche Zentralbank am Montag in ihrem Monatsbericht für Februar. Von Oktober bis Dezember war das Bruttoinlandsprodukt um 0,3 Prozent zum Vorquartal gestiegen. “Vermehrter Schwung dürfte von der Konsumkonjunktur kommen, die weiterhin von der guten Arbeitsmarktlage profitiert”, so die Bundesbank. “Zusätzliche Impulse sind vor allem von erheblichen Kaufkraftgewinnen der privaten Haushalte aufgrund des neuerlichen Rohöl-Preisverfalls um die Jahreswende 2015/2016 zu erwarten.”  Ein besseres Ergebnis zum Jahresende verhinderten sinkende Exporte. Hier bleiben die Aussichten auch verhalten. “Die Exportgeschäfte der deutschen Industrie dürften zwar davon profitieren, dass sich die Konjunkturerholung in wichtigen Industrieländern fortsetzt”, erklärte die Bundesbank. “Verschlechtert haben sich allerdings die Aussichten für Exporte in Schwellenländer.” Die Wirtschaft Chinas - weltweit die zweitgrößte nach den USA - war im vergangenen Jahr so schwach gewachsen wie seit 25 Jahren nicht mehr. Die Konjunktureintrübung in den Schwellenländern ist nach Einschätzung von Experten auch einer der Gründe für den niedrigen Ölpreis.  ÖLPREISVERFALL DRÜCKT AUF INFLATION  Wegen des Preisverfalls beim Schwarzen Gold senkte die Bundesbank ihre Inflationsprognosen für dieses und das kommende Jahr. Basierend auf der Ölpreisentwicklung von Anfang Februar erwartet die Notenbank nach europäischen Standards nun in Deutschland 2016 eine Teuerung von rund 0,25 Prozent statt bisher 1,1 Prozent. Für 2017 werden rund 1,75 Prozent statt bislang 2,0 Prozent vorausgesagt. Die alte Prognose von Anfang Dezember basierte noch auf Ölpreisen vom November. Seither ging es aber um rund 30 Prozent nach unten. “Hintergrund ist das hohe Angebot an Rohöl in Verbindung mit einer verhaltenen Nachfrage”, so die Bundesbank.  Mit den niedrigeren Inflationsprognosen für Deutschland steigt die Wahrscheinlichkeit weiter, dass auch die Europäische Zentralbank (EZB) zu ihrer Ratssitzung im März ihre Inflationsvorhersagen senken wird. Befürworter einer noch lockeren Geldpolitik bekämen dann weitere Argumente für ihre Position. Denn die EZB strebt eine Inflation im Währungsraum von knapp zwei Prozent an - quasi als Sicherheitsabstand zu einer gefährliche Spirale aus fallen Preisen, sinkenden Löhnen und stockenden Investitionen, der sogenannten Deflation. Momentan geht die EZB für den Euro-Raum 2016 von einer Teuerung von einem Prozent im Jahresdurchschnitt aus. Im Januar waren die Preise jedoch nur um 0,4 Prozent gestiegen.
Merkel erwägt keine Vertrauensfrage wegen Flüchtlingspolitik;Bundeskanzlerin Angela Merkel erwägt nicht, zu ihrem Kurs in der Flüchtlingspolitik im Bundestag die Vertrauensfrage zu stellen. “Diese Frage stellt sich für die Bundeskanzlerin nicht”, sagte Regierungssprecher Steffen Seibert am Montag in Berlin. An der Spitze der Regierung arbeite Merkel daran, das Thema so zu lösen, wie es für Deutschland und Europa am besten sei. Seibert reagierte damit auf Umfragen, wonach der Großteil der Bundesbürger das Vertrauen in Merkels Flüchtlingspolitik verloren hat. So hatten in einer Infratest-Dimap-Umfrage 81 Prozent die Ansicht vertreten, die Bundesregierung habe die Flüchtlingssituation nicht im Griff.   Seibert sagte zudem, er sehe die Bundesregierung in Europa nicht isoliert. Zur Verteilung von 160.000 Flüchtlingen in der EU, zum Schutz der EU-Außengrenzen, der Stärkung der Grenzschutzagentur Frontex, zur Zusammenarbeit mit der Türkei, zur Bekämpfung der Fluchtursachen und dem Kampf gegen illegale Migration gebe es “eine sehr breite Unterstützung in Europa”.     Notwendig sei eine gesamteuropäische Lösung, die keinen europäischen Staat außen vor lasse oder zu dessen Lasten gehe, sagte er in Anspielung auf Griechenland. Die osteuropäischen Visegrad-Staaten wollen Mazedonien bei der der Abriegelung der Grenze zu Griechenland helfen, um die sogenannte Balkan-Route zu schließen.
Bundesregierung sieht sich nicht im Kalten Krieg mit Russland;Die Bundesregierung hat die Äußerung des russischen Ministerpräsidenten Dmitri Medwedew über einen neuen Kalten Krieg mit dem Westen zurückgewiesen.  “Diese Einschätzung teilt die Bundesregierung nicht, Geschichte wiederholt sich nicht”, sagte Regierungssprecher Steffen Seibert am Montag in Berlin: “Für die Bundesregierung, für Europa, auch (für) die Nato, gilt: Wir bleiben dialogbereit, wir bleiben kooperationsbereit.” Medwedew hatte bei der Münchner Sicherheitskonferenz am Samstag gesagt, die Nato stehe Russland weiter feindlich gegenüber. Medwedews Kritik war in dem Satz gegipfelt: “Schärfer könnte man auch sagen: Wir sind in einen neuen Kalten Krieg gestürzt.” Wer wie Medwedew von einem Kalten Krieg spreche, dem müsse man sagen, dass er und sein Land es in der Hand hätten, dieses Szenario abzuwenden, sagte Seibert: “Es ist vollkommen klar ..., dass man mit Russland reden muss, wenn man Lösungen für einige der gefährlichsten Krisen auf diesem Globus finden will.” Es gebe unzählige Kontakte der Bundesregierung mit der russischen Führung. Ein Sprecher des Auswärtigen Amtes sagte, Außenminister Frank-Walter Steinmeier sei der festen Überzeugung, dass man nicht in einem Kalten Krieg mit Russland sei. Ein Beleg dafür seien auch die intensiven Gespräche, die er mit Medwedew in München geführt habe. Bei allen Interessenskonflikten etwa in Syrien oder der Ost-Ukraine gebe es auch Belege, dass es anders gehe, wie die Atom-Verhandlungen mit dem Iran. “Diese Kontakte, die die Bundesregierung und andere pflegen, wären unter den Gesetzmäßigkeiten des Kalten Krieges undenkbar gewesen”, sagte er. Es gebe keine Alternative zum Dialog mit Russland.
Chinas Handel bricht ein - Japans Wirtschaft schrumpft;Sorgen vor einer Dauerkrise der Weltwirtschaft erhalten durch die Schwäche der beiden größten asiatischen Volkswirtschaften neue Nahrung.  In China brachen im Januar sowohl die Exporte als auch die Importe um ein Vielfaches stärker ein als erwartet. In Japan schrumpfte das Bruttoinlandsprodukt im Schlussquartal 2015. An den Börsen gingen die Kurse dennoch nach oben. Die chinesischen Ausfuhren fielen im Januar um 11,2 Prozent zum Vorjahresmonat. Das war bereits der siebte Rückgang in Folge, der überdies sechsmal so stark ausfiel wie erwartet. Experten sprachen von einem Fehlstart ins Jahr. “Der chinesische Außenhandel könnte 2016 zum Sorgenkind nicht nur für das Reich der Mitte werden”, sagte NordLB-Analyst Frederik Kunze.  Überdurchschnittlich stark nahmen die Exporte in die Europäische Union ab, auch die in benachbarte Staaten wie Südkorea und Taiwan sowie in die USA schrumpften. Dagegen verdoppelten sich die Ausfuhren nach Hongkong, was Experten zufolge auf spekulative Finanzströme hinweist: Wegen der Abwertung des Yuan versuchen Spekulanten, ihr Geld in Sicherheit zu bringen und tarnen dies als Exportgeschäfte. Die Zentralbank versucht gegenzusteuern und ließ die Landeswährung am Montag zeitweise auf den höchsten Stand seit Ende Dezember aufwerten. Die Importe brachen zum Jahresauftakt um 18,8 Prozent ein. Für deutsche Firmen sind das schlechte Nachrichten, schließlich fielen ihre Exporte in die nach den USA weltweit zweitgrößte Volkswirtschaft bereits im vergangenen Jahr und damit erstmals seit 1997. Einer Studie der Unternehmensberatung Ernst & Young zufolge verkauften Volkswagen, Daimler und BMW im vergangenen Jahr noch 4,4 Millionen Pkw in China und damit ein Prozent weniger als 2014. Angesichts der unsicheren Entwicklung wolle die Regierung in diesem Jahr kein Wachstumsziel für den Außenhandel ausgeben, sagte ein Insider aus dem Handelsministerium der Nachrichtenagentur Reuters. 2015 war der Handel um acht Prozent gesunken, während die Regierung ein Plus von sechs Prozent angestrebt hatte. LEGT JAPANS NOTENBANK NACH? Kummer bereitet der Weltwirtschaft auch Japan. Das Bruttoinlandsprodukt fiel von Oktober bis Dezember auf das Jahr hochgerechnet um 1,4 Prozent. Analysten hatten im Schnitt mit einem Minus von 1,2 Prozent gerechnet. Offenbar fruchten die Anreize der Regierung zum Ankurbeln des Konsums bislang nicht: Die Ausgaben der Privathaushalte, die 60 Prozent der Wirtschaftsleistung ausmachen, gingen um 0,8 Prozent zurück. Exporte in Schwellenländer konnten das nicht ausgleichen.  Das befeuert Spekulationen, wonach die japanische Notenbank (BOJ) ihre Geldpolitik weiter lockern wird. “Es ist eine Frage der Zeit, wann die BOJ und die Regierung zusätzliche Maßnahmen beschließen werden”, sagte die Chefökonomin von Sumitomo Mitsui Banking, Junko Nishioka.  Nach der Börsentalfahrt in der vergangenen Woche stiegen die Kurse an den asiatischen Märkten am Montag wieder an. Vor allem in Tokio ging es bergauf: Dort schloss der Nikkei-Index 7,2 Prozent höher auf rund 16.023 Punkten. “Heute geht es allein um eine technische Erholung”, sagte Takuya Takahashi vom Wertpapierhandelshaus Daiwa Securities. Der deutsche Dax legte um zwei Prozent auf 9145 Zähler zu.
Türkei droht Kurden-Miliz in Syrien;Die Türkei hat die kurdischen Milizen in Syrien vor einem weiteren Vormarsch gewarnt.  Sein Land werde es nicht zulassen, dass die nordsyrische Stadt Asas in die Hände der YPG-Miliz falle, sagte Ministerpräsident Ahmet Davutoglu am Montag auf dem Weg in die Ukraine. Die kurdischen Kämpfer müssten mit “härtesten Reaktionen” rechnen, wenn sie erneut versuchen sollten, Asas einzunehmen. Nur durch den Einsatz der türkischen Artillerie habe dies am Wochenende verhindert werden können. Die Türkei werde auch den syrischen Militärflugplatz Menagh unbenutzbar machen, sollte sich die YPG nicht aus dem Gebiet zurückziehen. Am Wochenende hatte die türkische Armee den Stellungen der YPG in Syrien beschossen. Durch den Einschlag mehrerer Raketen in Asas wurden nach Angaben von Sanitätern und Einwohnern 14 Zivilisten am Montag getötet. Unter anderem sei ein Kinderkrankenhaus getroffen worden. In türkischen Regierungskreisen hieß es, es habe sich um russische Raketen gehandelt. Ein Anwohner berichtete, eine Flüchtlingsunterkunft südlich der Stadt sei auch von Bomben getroffen worden, die offenbar von russischen Flugzeugen abgeworfen worden seien. Asas liegt in einem von syrischen Rebellen wie der islamistischen Nusra-Front kontrollierten Korridor, der von der türkischen Grenze bis nach Aleppo führt. Der Korridor grenzt auch an das Kurdengebiet im Norden Syriens.
Atomkommission will von AKW-Betreibern Bargeld;Der Chef der Atom-Kommission, Jürgen Trittin, will die Kosten für die AKW-Betreiber beim Umgang mit dem strahlenden Erbe nicht grundsätzlich deckeln.  Überlegungen für eine Atomstiftung lehne er ab, sagte der grüne Bundestagsabgeordnete der “Rheinischen Post” (Montagausgabe). “Bei der Stiftungsidee der Unternehmen würden sie komplett aus der Haftung für mögliche Kostensteigerungen entlassen. Das ist mit dem Verursacherprinzip nicht zu vereinbaren. Also braucht es einen anderen Weg.”  Trittin legte nahe, dass die Versorger bei einer Lösung der Frage Bargeld statt Beteiligungen in den geplanten Fonds einbringen müssen. Die von der Bundesregierung eingesetzte Kommission soll klären, wie der Abriss der Meiler und die Müllentsorgung geregelt wird. Die Nachrichtenagentur Reuters hatte aus Kreisen der 19-köpfigen Expertengruppe erfahren, dass der Abriss und die Stilllegung der Meiler bei den Betreibern E.ON, RWE, EnBW und Vattenfall bleiben soll. Für die Zwischen- und Endlagerung des Jahrtausende strahlenden Atommülls werde es wohl eine Fonds-Lösung geben. Hauptstreitpunkt sei, inwieweit die Konzerne dabei für sämtliche Kosten haften müssen. Die vier Betreiber haben insgesamt Rückstellungen von rund 39 Milliarden Euro gebildet, etwa die Hälfte für den Abriss und die Stilllegung, die andere für die Müllentsorgung. Unklar ist, ob die Summe ausreicht, oder am Ende der Steuerzahler einspringen muss. Die Bundesregierung hatte nach der Atomkatastrophe im japanischen Fukushima 2011 beschlossen, dass hierzulande der letzte Meiler 2022 vom Netz muss. NUR BARES IST WAHRES - KONZERNE SOLLEN ZAHLEN Die AKW-Betreiber wollen vor Kostenexplosionen insbesondere für die Suche und den Bau eines Endlagers geschützt werden. Ein solches Lager wird es in Deutschland wohl frühestens 2050 geben. Bislang gibt es nirgendwo auf der Welt eine solche Lagerstätte. Die Haftungsfrage gehöre zu den wichtigsten Fragen der Kreditwürdigkeit der Versorger, hatte erst am Samstag die Ratingagentur Moody’s mit Blick auf E.ON erklärt. Möglich sei, dass die Kommission sich bei der Haftungsfrage nicht konkret festlegt und so der Regierung Spielraum für Verhandlungen lässt, erklärten die Analysten von Bernstein. Sollte es eine Haftungsgrenze geben, könnten die Versorger im Gegenzug ihre Atomklagen gegen die Regierung fallen lassen. Die Konzerne fordern Entschädigung in insgesamt zweistelliger Milliardenhöhe für die Stilllegung ihrer Meiler. Atomkommissionschef Trittin machte klar, dass die Energiekonzerne ihre Rückstellungen nicht in Form von Aktien, sondern in Geld an den geplanten Fonds übertragen müssen: “Der Börsenwert einiger der Unternehmen entspricht der Höhe der Rückstellungen. Das würde eine Komplett-Verstaatlichung bedeuten, das ist weder im Interesse des Staates noch der Unternehmen.” Weiter gelte, dass einzelne Assets wie Kohlekraftwerke, die die Versorger gerne abgeben würden, niemand haben wolle. “Zukunftsträchtige Sparten wie Windparks oder Stromnetze wollen die Konzerne nicht abgeben. Sie würden im eigenen Interesse wohl eher in Geld zahlen.”
Russland kündigt baldige Raketenlieferung an Iran an;Russland wird nach eigenen Angaben in Kürze mit der Lieferung des Raketenabwehrsystems S-300 an den Iran beginnen. Dies kündigte das Verteidigungsministerium am Montag laut Nachrichtenagentur RIA an. Die Islamische Republik habe auch Interesse am weiterentwickelten S-400-Model angemeldet. Verhandlungen darüber gebe es derzeit aber nicht.  Die Lieferung des S-300-Systems stößt insbesondere in den USA und Israel auf Ablehnung. Sie argumentieren, die Raketen könnten zum Schutz der iranischen Atomanlagen eingesetzt werden. Israel sieht sich vom Iran bedroht und hält sich deswegen Luftangriffe auf iranische Atomanlagen als Option offen. Die wegen des iranischen Atomprogramms verhängten internationalen Sanktionen waren im Januar weitgehend aufgehoben worden.
Boeing sieht Flugzeugnachfrage in Südostasien bei 550 Mrd Dollar;Der US-Flugzeugbauer Boeing schätzt den Bedarf an neuen Flugzeugen in Südostasien in den kommenden 20 Jahren auf 3750 Maschinen im Wert von 550 Milliarden Dollar.  Mehr als drei Viertel dürften Flugzeuge für die Kurz- und Mittelstrecke wie die Boeing 737 oder der Airbus A320 ausmachen, sagte der Boeing-Vizepräsident für Indien und den asiatisch-pazifischen Raum, Dinesh Keskar, am Montag zu Beginn der Luftfahrtshow in Singapur. Getragen werde die Nachfrage vor allem von Billig-Fluggesellschaften und den Wachstumsmärkten in Indonesien, Myanmar und Vietnam.
