title;text
Troika: Griechenland kann mit nächster Tranche rechnen;Griechenland bekommt nach Einschätzung von Europäischer Union und Internationalem Währungsfonds in Kürze die nächste Hilfskredit-Tranche ausbezahlt. Die 2,8 Milliarden Euro könnten bald freigegeben werden, teilten EU-Kommission, IWF und EZB am Montag nach Abschluss der letzten Beobachtermission mit. “Die jüngsten Entscheidungen der Regierung lassen darauf schließen, dass die Meilensteine für März bald erreicht werden und deswegen die Hilfstranche bald von den Euro-Staaten freigegeben werden dürfte.” Die Stabilisierung der Finanzen bleibe auf Kurs. Die Troika stellte Griechenland “weitere Initiativen und Unterstützung” bei der Reduzierung der Schulden in Aussicht. Finanzminister Jannis Stournaras sagte, sein Land wolle in diesem Jahr einen Überschuss im Primärhaushalt erzielen, also vor den Ausgaben für Zinszahlungen. Wenn das geschafft sei, werde er um eine “drastische Schuldenkürzung” bitten. Bereits im Dezember hatten sich die Gläubiger des hoch verschuldeten Euro-Staats zu weiteren Erleichterungen bereiterklärt, wenn die Haushaltsziele erreicht werden und es zu einem Primärhaushalts-Überschuss kommt. Dabei geht es vermutlich um Erleichterungen bei den Finanzierungsbedingungen. “Beim Haushalt ist Griechenland auf einem guten Weg, um die Ziele des Sparprogramms zu erreichen, und die Regierung ist entschlossen, all die vereinbarten Maßnahmen für 2013 und 2014 umzusetzen, die noch nicht in Kraft sind”, erklärte die Troika. Zu den wichtigsten Punkten gehört dabei die Rekapitalisierung der Banken. Dieser Prozess sei nahezu abgeschlossen. Die Euro-Finanzminister und der IWF dürften den Bericht der Inspektoren im Mai freigeben. Derzeit liegt die Gesamtverschuldung Griechenlands bei 160 Prozent der Wirtschaftsleistung. Der IWF geht davon aus, dass sie bis 2020 auf 120 Prozent des Bruttoinlandsprodukts reduziert werden muss, damit die Verschuldung nachhaltig ist. Griechenland leidet unter der schweren Rezession. Die Troika rechnet erst ab dem kommenden Jahr wieder mit einer schrittweisen Rückkehr zu Wachstum.
Osram stürzt sich in Preiskampf mit Konkurrenten aus Übersee;Der Leuchtmittelhersteller Osram will der Konkurrenz mit niedrigen Preisen auf dem umkämpften Markt für LED-Lampen Paroli bieten. Die Siemens-Tochter will ab Juni LED-Birnen mit der Lichtleistung einer herkömmlichen 40-Watt-Birne für weniger als zehn Euro das Stück anbieten, wie ein Unternehmenssprecher am Montag bestätigte. Ein 60-Watt-Äquivalent werde vorübergehend als Aktionsartikel ebenfalls für weniger als zehn Euro zu haben sein. Im Geschäft mit LED-Lampen tobt ein heftiger Preiskampf. Rivalen aus Nordamerika und Asien machen dem Münchner Traditionshersteller das Leben schwer. Anfang März hatte die US-Firma Cree für Aufsehen gesorgt, als sie erstmals eine LED-Birne für weniger als zehn Dollar auf den Heimatmarkt brachte. In Europa kosteten LED-Lampen mit einem konventionellen Edison-Schraubsockel und der Lichtleistung einer 40-Watt-Glühbirne von Markenherstellern wie Philips oder Osram meist mehr als 15 Euro. Die energiesparende LED-Technologie gilt als Leuchtmittel der Zukunft. Abhängig vom Preisverfall sollen die Halbleiter nach und nach andere Leuchten wie Halogen-Lampen oder Kompaktleuchtstoffröhren ablösen.
"Schwächeres Wachstum in China schickt Märkte gen Süden;""Angesichts der an Fahrt verlierenden chinesischen Wirtschaft haben Investoren zu Wochenbeginn in großem Stil Rohstoff-Anlagen verkauft. Der Kupferpreis fiel um 1",7 Prozent auf den tiefsten Stand seit Juni, der Ölpreis rutschte um mehr als zwei Prozent ab auf das Niveau vom Dezember. Gold war zu 1404 Dollar je Feinunze so günstig wie seit März 2011 nicht mehr. “Investoren sehen das Szenario einer konjunkturellen Erholung, das die Märkte in den vergangenen Monaten hoch getrieben hat, inzwischen skeptischer und deshalb verkaufen sie als riskant empfundene Anlagen”, sagte Marktstratege Stan Shamu von IG Markets. An den Aktienmärkten, die ebenfalls auf Talfahrt gingen, verbuchten Rohstoffwerte die höchsten Verluste; der europäische Branchenindex sackte um 3,4 Prozent ab. Zu den größten Verlierern zählten Anglo American und Lonmin in London mit einem Minus von 4,1 und 7,3 Prozent. Währungen aus Rohstoff-exportierenden Ländern wie der australische Dollar oder der südafrikanische Rand gerieten ebenfalls unter Druck. Nachdem zuletzt schon Konjunkturdaten aus den USA enttäuscht hatten, sorgte nun die Statistik aus China für Ernüchterung. Denn der Aufschwung des weltgrößten Rohstoffkonsumenten ist im ersten Quartal unter den Erwartungen geblieben: Die Wirtschaft wuchs im Vergleich zum Vorjahr um 7,7 Prozent, das war weniger als im Vorquartal und blieb auch unter der Analystenprognose von acht Prozent. “Die allseits erhoffte Beschleunigung der wirtschaftlichen Aktivität in China blieb trotz großzügiger Kreditvergabepolitik aus. Nun mehren sich die Sorgen, dass die asiatische Konjunkturlokomotive ins Stottern kommt”, erklärten die Analysten der National-Bank die Reaktion an den Finanzmärkten. ABWERTUNG DES YEN BELASTET HIESIGE EXPORTEURE Die europäischen Aktienmärkte setzten ihre Talfahrt ebenfalls fort. Der Dax gab um 0,7 Prozent auf 7693 Punkte nach. Schon am Freitag war der Leitindex um 1,6 Prozent gefallen. Der EuroStoxx50 lag 0,8 Prozent im Minus bei 2614 Zählern. “Die Konjunkturängste sind der Auslöser, dass die europäischen Börsen von ihren Hochs herunterkommen”, sagte Marktstratege Jörg Rahn von Marcard Stein & Co. Und noch einen Grund gebe es, warum Anleger ihre Finger vor allem von deutschen Aktien lassen: “Die Abwertung des japanischen Yen ist vor allem für die hiesigen Exportwerte extrem ungünstig, denn die japanischen Unternehmen sind für unsere oft direkte Konkurrenten”, sagte Rahn. Der Yen hat vor allem dank der extrem lockeren Geldpolitik der japanischen Notenbank seit November rund 30 Prozent an Wert verloren. Die gegenläufige Entwicklung lässt sich an den Autowerten illustrieren. So sind beispielsweise die Aktien der deutschen Hersteller in den vergangenen Wochen stark unter Druck geraten. Auch am Montag zählten sie zu den größten Dax-Verlierern: VW, BMW und Daimler gaben zwischen einem und 2,4 Prozent nach und verloren damit allesamt stärker als der Gesamtmarkt. Seit Monatsbeginn haben Anteilsscheine des Wolfsburger und des Stuttgarter Autobauers jeweils rund sieben Prozent verloren, die der Münchener knapp zwei Prozent. Nissan und Toyota haben in diesem Zeitraum deutlich über zehn Prozent zugelegt. Ähnlich sieht es bei den Stahlwerten aus. Thyssenkrupp waren mit einem Minus von 2,8 Prozent größter Dax-Verlierer. Seit Anfang April sind die Titel um 14 Prozent abgerutscht. Die japanische Nippon Steel hat im gleichen Zeitraum sieben Prozent gewonnen. Zu den größten Gewinnern im Dax zählten RWE mit einem Plus von 1,2 Prozent. Der Energiekonzern hat sich von seiner Beteiligung am Gaspipeline-Projekt Nabucco getrennt. Die Aktien des Rivalen E.ON zogen um 1,"5 Prozent an."""
Insider: ING will Beteiligung an Thailand-Bank verkaufen;Der niederländische Finanzkonzern ING stellt Insidern zufolge seine 1,2 Milliarden Dollar schwere Beteiligung an der thailändischen TMB Bank zum Verkauf. Mit dem Erlös des 31-prozentigen Pakets will das Unternehmen, das in der Finanzkrise mit Staatshilfen vor dem Zusammenbruch bewahrt werden musste, weiteres Geld an die Steuerzahler zurückzahlen. Der Verkauf könnte für ING zu einem guten Deal werden. Die Nachfrage in dem Sektor ist in der Boomregion in diesem Jahr sehr hoch. Experten rechnen damit, dass bei Fusionen und Übernahmen ein Rekordniveau erreicht wird. Der im Mai beginnende Verkaufsprozess zielt zudem darauf, die zwei größten Geldhäuser aus Malaysia - CIMB und Malayan - mit ins Boot zu holen, wie eine mit der Sache vertraute Person Reuters sagte. In Malaysia finden Anfang Mai Wahlen statt. Bevor die neue Regierung feststeht, wird nicht damit gerechnet, dass noch größere Zukäufe getätigt werden. Viele Banken aus Malaysia hatten in der Vergangenheit ihr Interesse an Investments in Thailand bekundet. Insidern zufolge dürfte der TMB-Verkauf wahrscheinlich auch Interesse von japanischen, chinesischen und südkoreanischen Kreditinstituten hervorrufen. Die thailändische Bank - früher bekannt als Thai Military Bank und in Besitz der Armee - ist die Nummer sieben des Landes und kommt an der Börse momentan auf einen Wert von 3,8 Milliarden Dollar. Den Insidern zufolge wurde die US-Großbank JPMorgan damit beauftragt, einen Käufer zu finden. Die beteiligten Unternehmen lehnten eine Stellungnahme zu den Reuters-Informationen ab. Ausländische Banken können im thailändischen Finanzsektor bis zu 25 Prozent kaufen, ohne dass die Zustimmung der dortigen Notenbank nötig wird. Bei bis zu 49 Prozent ist grünes Licht der Zentralbank erforderlich, oberhalb dieser Schwelle muss die Regierung zustimmen. ING hatte das TMB-Paket 2007 für 460 Millionen Euro erworben. Kurz danach musste der Konzern aber in der Finanzkrise mit zehn Milliarden Euro vom niederländischen Staat aufgefangen werden. Seitdem stehen zahlreiche Verkäufe auf dem Programm. Zum Beispiel wurden Versicherungs- und Vermögensverwaltungsaktivitäten in Asien abgestoßen - einem Bereich, in den viele Konkurrenten wegen der guten Wachstumsaussichten investieren.
Führende CDU-Politiker gegen gesetzliche Frauen-Quote;Mehrere führende CDU-Politiker haben am Montag an Unions-Abgeordneten appelliert, Geschlossenheit zu zeigen und nicht mit der Opposition für eine gesetzliche Frauen-Quote in Aufsichtsräten von Dax-Unternehmen zu stimmen. “Ich bin der Meinung der Koalition und werbe, dass die Koalition auch eine entsprechende Mehrheit hat”, sagte Thüringens Ministerpräsidentin Christine Lieberknecht vor der CDU-Präsidiumssitzung in Berlin. Ähnlich äußerte sich die stellvertretende Parteivorsitzende Julia Klöckner. Die schwarz-gelbe Koalition hat sich für eine sogenannte “Flexi-Quote” ausgesprochen, die stärker auf die Selbstverpflichtung der Unternehmen setzt. Der Bundestag muss am Donnerstag aber über einen Antrag des von SPD und Grünen dominierten Bundesrates abstimmen, der eine gesetzliche Frauen-Quote in Dax-Aufsichtsräten fordert. Auch etliche CDU-Parlamentarierinnen, darunter Arbeitsministerin Ursula von der Leyen, befürworten diese Quote. Am Abend wollte Fraktionschef Volker Kauder mit den Abweichlerinnen beraten. “Das ist sicher eine schwierige Situation”, räumte Saarlands Ministerpräsidentin Annegret Kramp-Karrenbauer vor der Präsidiumssitzung ein. EU-Energiekommissar Günther Oettinger bezeichnete die Debatte als “völligen Nebenkriegsschauplatz”. Den meisten Frauen gehe es um andere Positionen als Dax-Aufsichtsräte. “Also ich bin den Fan von Quoten, aber nicht von einer starren, gesetzlichen, für nächstes Jahr festgelegten Quote”, sagte die rheinland-pfälzische CDU-Landesvorsitzende Klöckner im Deutschlandfunk. Allerdings deutete sie Kompromissversuche an. “Wir werden uns natürlich (im CDU-Präsidium) über dieses Thema unterhalten, auch überlegen, ob es vielleicht sogar noch einen Vorschlag gibt, einen Kompromissvorschlag gibt auch in Richtung Frauen in der Union.” Sie glaube nicht, dass von der Leyen mit der Opposition stimmen werde. “Ich gehe gar nicht davon aus, dass sie die Hand dafür heben wird.”
Kreise: Laborausrüster Thermo vor Kauf von Life Tech;In der amerikanischen Laborausrüsterbranche bahnt sich Kreisen zufolge eine Milliardenübernahme an. Weltmarktführer Thermo Fisher steht vier Insidern zufolge kurz vor dem Kauf des Gentechnik-Spezialisten Life Technologies für fast 13 Milliarden Dollar. Gelingt die Übernahme würde Thermo Fisher mit einem Schlag auch zu einem der führenden Unternehmen in der Gensequenzierung aufsteigen, einem der aktuell heißesten Felder in der medizinischen Gentechnologie. Dabei geht es um die Entschlüsselung der Erbinformationen von Zellen und deren Aufarbeitung für die Arzneimittel-Forschung. Life Technologies zählt in diesem Geschäft neben dem US-Konzern Illumina zu den Top-Unternehmen weltweit. Der Verwaltungsrat von Life Technologies habe drei Offerten bewertet und sich für Thermo Fisher entschieden, sagten zwei mit der Sache vertraute Personen am Sonntag. Offerten der Chemiefirma Sigma-Aldrich sowie eines Konsortiums der Finanzinvestoren Blackstone, Carlyle, KKR und Temasek seien ausgestochen worden. Zuvor habe Thermo Fisher seine Offerte auf fast 13 Milliarden Dollar angehoben. Eine definitive Vereinbarung könne schon am Montag bekanntgegeben werden, hieß es weiter. Allerdings seien noch nicht alle Details geklärt und die Übernahme könne auch noch scheitern. Der verhandelte Preis liege im Bereich von 75 Dollar je Aktie, was Life Technologies mit fast 13 Milliarden Dollar bewerten würde. Bei Life Technologies, Thermo Fisher, Sigma-Aldrich und auch bei den Finanzinvestoren war keine Stellungnahme erhältlich. SATTER AUFSCHLAG FÜR DIE AKTIONÄRE Das vorliegende Angebot würde für die Aktionäre von Life Technologies eine Prämie von 36 Prozent auf den Schlusskurs der Aktie am 17. Januar bedeuten. Einen Tag später hatte das Unternehmen mitgeteilt, es habe die Deutsche Bank und Moelis & Co für eine Überprüfung der Strategie angeheuert. Für Thermo Fisher wäre der Zukauf die größte Akquisition seit der 12,8 Milliarden Dollar schweren Fusion von Thermo Electron und Fisher Scientific im Jahr 2006. Aus dem Zusammenschluss, den seinerzeits maßgeblich der damalige Thermo-Electron-Chef und heutige Bayer-Chef Marijn Dekkers vorangetrieben hatte, war Thermo Fisher schließlich hervorgegangen. Life Technologies hat einen Börsenwert von 11,6 Milliarden Dollar. Der Unternehmen aus dem kalifornischen Carlsbad hat Schulden von 2,4 Milliarden Dollar.
Frankreich will mehr sparen - Belastungen nehmen zu;Frankreich setzt beim Abbau seines Haushaltsdefizits im nächsten Jahr vor allem auf geringere Staatsausgaben und weniger auf Steuererhöhungen. Die Belastung für Bürger und Unternehmen werde im Zuge der Sparziele im kommenden Jahr um sechs Milliarden Euro steigen, sagte Finanzminister Pierre Moscovici am Montag. “2013 hatten wir ein Verhältnis von zwei Dritteln Steuern und einem Drittel Einsparungen... 2014 wird es genau anders herum sein, wir werden uns auf Kürzungen konzentrieren”, sagte Moscovici dem Sender France Inter Radio. Am Mittwoch veröffentlicht die Regierung ihren Haushaltsplan für die kommenden Jahre. Um Geld in die Staatskasse zu spülen, denkt die Regierung in Paris auch über einen Abbau ihrer Beteiligungen an börsennotierten Unternehmen nach. Dabei gehe es um Firmen aus dem Energie- und Transportsektor, kündigte Industrieminister Arnaud Montebourg am Wochenende im Rundfunk an. Wegen der Konjunkturflaute wehrte sich Moscovici aber gegen zu hohe Erwartungen am Defizit-Abbau. Eigentlich sollte Frankreich bereits 2013 sein Haushaltsdefizit auf drei Prozent drücken. Die Regierung in Paris rechnet nun aber mit einem Fehlbetrag von 3,5 Prozent. 2014 soll es dann einem Bericht der Zeitung “Les Echos” zufolge auf 2,9 Prozent der Wirtschaftsleistung sinken. Dem Zeitungsbericht zufolge sollen die staatlichen Ausgaben von 56,9 Prozent der Wirtschaftsleistung in diesem auf 56,4 Prozent des Bruttoinlandsprodukts im kommenden Jahr zurückgehen. Zugleich steige die gesamte Steuerbelastung 2014 auf 46,5 Prozent der Wirtschaftsleistung, hieß es weiter. Moscovici sagte, für 2014 seien Steuererhöhungen im Volumen von 0,2 bis 0,3 Prozent des Bruttoinlandsprodukts geplant. Auf die Verbraucher kämen dabei über die bereits geplante Anhebung der Mehrwertsteuer aber keine weiteren steuerlichen Mehrbelastungen zu.
Chavez-Vertrauter Maduro gewinnt Wahl in Venezuela knapp;In Venezuela ist ein Streit über den denkbar knappen Wahlsieg des Chavez-Vertrauten Nicolas Maduro entbrannt. Nach Angaben der Wahlbehörde errang der vom verstorbenen Staatschef Hugo Chavez noch zu Lebzeiten zum Interimspräsidenten ernannte Maduro mit rund 230.000 Stimmen Vorsprung die Mehrheit. Oppositionskandidat Henrique Capriles bezeichnet in der Nacht auf Montag das Ergebnis für ungültig und forderte eine Neuauszählung der Stimmen. Maduro zeigte sich zwar offen für einen solchen Schritt. Die Wahlkommission stellte aber klar, der Sieg des 50-Jährigen sei “unumkehrbar”. Nach den offizielle Zahlen der Wahlbehörde erhielt Maduro 50,7 Prozent der Stimmen, Capriles kam auf 49,1 Prozent. Die Wahlbeteiligung lag bei 79 Prozent und damit nur knapp unter dem Rekordwert von 80 Prozent bei der Wahl im vergangenen Herbst, bei der Chavez noch den dritten Sieg in Folge errang. Chavez war vor knapp sechs Wochen im Alter von 58 Jahren einem Krebsleiden erlegen, weshalb die Bevölkerung am Sonntag erneut zu Wahl aufgerufen war. Capriles sprach indirekt von Wahlbetrug. Der erst 40-jährige Oppositionskandidat zitierte mehr als 3000 “Vorfälle” während der Wahl. Es habe unter anderem Schießereien gegeben. Auch seien Wahllokale nach ihrer Schließung wieder eröffnet worden. Er rief seine Anhänger aber nicht zum Protest auf die Straßen. Die Menschen seien der Politik von Chavez überdrüssig, hatte er vor der Wahl argumentiert. Die Menschen wünschten sich, dass sich jemand ihrer Alltagsprobleme annehme, also der weit verbreiteten Gewalt, hoher Inflation und der häufigen Stromausfälle. Maduro ließ sich derweil von seinen Anhängern als Sieger feiern. “Der Kampf geht weiter”, rief er der jubelnden Menschenmenge vor dem Präsidentenpalast Miraflores zu. Dort hielt er eine Rede, in der er seinem politischen Ziehvater Chavez Respekt und Dankbarkeit zollte. Neben einem Kruzifix hielt er ein Bild von Chavez. Zudem spielte er eine Tonaufnahme ab, auf der Chavez die Nationalhymne sang.
Mehr als ein Dutzend Tote bei Anschlägen im Irak;Bei Anschlägen in mehreren irakischen Städten sind am Montag kurz vor den Kommunalwahlen mindestens 13 Menschen getötet worden. Zudem wurden bei den Attentaten in der Hauptstadt Bagdad, in Kirkuk, Tus Churmato, Samarra und Nassirija nach Angaben der Behörden mehrere Dutzend Menschen verletzt. Zwei Autobomben explodierten bei einem Kontrollpunkt am Flughafen der Hauptstadt. Dabei starben mindestens zwei Personen. Zudem sprengte sich ein Selbstmordattentäter mit seinem Fahrzeug vor einem Polizeiposten in die Luft. Bisher bekannte sich niemand zu den Anschlägen. Im Irak kämpfen sunnitische Islamisten und der örtliche Al-Kaida-Ableger gegen die schiitisch dominierte Regierung von Nuri al-Maliki. Zehn Jahre nach dem Sturz des langjährigen Machthabers Saddam Hussein gewinnen die Islamisten von Al-Kaida immer mehr an Stärke, besonders in der Wüste im Westen des Landes an der Grenze zu Syrien. Am Samstag stehen Kommunalwahlen in dem Land an. Die Abstimmung gilt vor der Parlamentswahl im kommenden Jahr als Test, ob sich Maliki gegen Rivalen aus beiden Volksgruppen durchsetzen kann.
Deutsche Bank sieht anhaltenden Kostendruck für die Branche;Die Deutsche Bank stellt sich auch 2013 auf einigen Gegenwind ein. In Europa könne das laufende Jahr für die von der Schuldenkrise gezeichnete Branche zwar einen Wendepunkt zum Besseren bringen, teilte das Institut am Montag in seinem Geschäftsbericht mit. Doch mit einer Rückkehr zu nachhaltigem Ertragswachstum sei kaum vor 2014 zu rechnen. Im wichtigsten Geschäftsfeld Investmentbanking erwartet die Deutsche Bank, dass die Erträge 2013 weltweit etwa auf dem Niveau der Vorjahre liegen werden. Der Kostendruck halte an, viele Institute dürften deshalb ihre Sparprogramme fortsetzen.
