title;text
Dienstleister schwächeln - Von der Euro-Zone bis China;Ob in der Euro-Zone, Deutschland oder China: Die Dienstleister schwächeln in vielen Regionen der Welt. Besonders schlecht laufen die Geschäfte in der Währungsunion. Der Einkaufsmanagerindex kletterte im April zwar leicht um 0,4 auf 46,9 Zähler, wie das Markit-Institut zu seiner Umfrage unter 5000 Unternehmen mitteilte. Das Barometer blieb aber den 15. Monat in Folge unter der Wachstumsmarke von 50 Punkten. “Nach Frankreich, Spanien und Italien hat der Abwärtssog nun auch wieder Deutschland erfasst”, sagte Markit-Chefvolkswirt Chris Williamson. Hier sank der Index um 1,3 auf 49,6 Zähler und damit erstmals seit einem halben Jahr wieder unter die 50-Punkte-Linie. Selbst in China läuft es im Service-Sektor nicht mehr ganz rund. Der HSBC-Einkaufsmanagerindex sank um 3,2 auf 51,1 Punkte und signalisiert damit das langsamste Wachstum seit August 2011. Auch in der Industrie lief es zuletzt schwächer. EXPORTGESCHÄFT LAHMT Die Chancen für eine rasche Trendwende in der Euro-Zone stehen schlecht, denn die Privatwirtschaft - also Industrie und Dienstleister zusammen - kämpft seit fünf Monaten mit sinkenden Aufträgen. “Der Nachfrageschwund auf dem Binnenmarkt wurde dabei noch verstärkt durch Rückgänge im Exportgeschäft”, sagte Markit-Experte Williamson. “Diese wiederum waren durch die Abschwächung des Wirtschaftswachstums in Ländern wie China und den USA ausgelöst worden.” Deshalb setzte sich der Jobabbau den 16. Monat in Folge fort. In Frankreich, Italien und Spanien strichen die Firmen weitere Stellen. Etwas besser sah es in Deutschland aus: Die Unternehmen stellten den zweiten Monat hintereinander “zumindest begrenzt zusätzliche Beschäftigte” ein. Im Währungsgebiet insgesamt war die Arbeitslosenquote im März auf den Rekordwert von 12,1 Prozent gestiegen. “Die Lage wird sich in der nächsten Zeit wohl weiter verschärfen”, sagte Williamson mit Blick auf die mauen Umfrage-Daten. Wegen der trüben Konjunkturaussichten hat die Europäische Zentralbank vorige Woche die Leitzinsen auf das Rekordtief von 0,5 Prozent gesenkt. Die EU-Kommission geht davon aus, dass die Wirtschaft im Euroraum 2013 das zweite Jahr in Folge schrumpft - und zwar um 0,4 Prozent.
Malaysias Regierung trotz Stimmverlusten wiedergewählt;Malaysias Regierungskoalition bleibt trotz des schlechtesten Wahlergebnisses in ihrer Geschichte auch nach 56 Jahren an der Macht. Das Bündnis von Ministerpräsident Najib Razak errang bei der Parlamentswahl am Sonntag 133 der 222 Sitze und verfehlte damit deutlich das Ziel, die Zwei-Drittel-Mehrheit zurückzuerobern. Der Wahlsieg gelang nur aufgrund des in Südostasiens drittgrößter Volkswirtschaft geltenden Mehrheitswahlrechts. Bei der Gesamtzahl der Stimmen verfehlte Barisan Nasional Medienberichten zufolge erstmals seit 44 Jahren die Mehrheit. Die Opposition, die sieben Sitze hinzugewann und künftig mit 89 Abgeordneten im Parlament vertreten ist, sah sich in ihrer Kritik bekräftigt, durch das Wahlrecht benachteiligt zu werden. Ihr Chef Anwar Ibrahim sprach zudem von weit verbreitetem Wahlbetrug. Das Regierungsbündnis verlor vor allem weiter an Rückhalt bei ethnischen Minderheiten. Najib sagte, er sei überrascht gewesen von einem nach seinen Worten “chinesischen Tsunami”. Chinesischstämmige Bürger machen etwa ein Viertel der 28 Millionen Einwohner Malaysias aus. Doch auch in städtischen Ballungsgebieten stimmten nicht mehr so viele Malaysier für Barisan Nasional wie 2008, was ein Signal sein könnte, dass auch die Mittelschicht einen politischen Wechsel anstrebt. REGIERUNGSCHEF AUCH IN EIGENEN REIHEN GESCHWÄCHT Najib ist angesichts der Stimmverluste nach Einschätzung von Beobachtern zudem auch innerhalb seiner Koalition geschwächt. Ein hochrangiger Vertreter aus den Reihen von Najibs Partei UMNO sagte, es könnte sein, dass der 59-Jährige gegen Ende des Jahres zurücktrete. Spätestens beim UMNO-Parteitag im Oktober oder November könnte Najibs Führungsrolle von Rivalen angefochten werden. Najib wird es somit schwer haben, seinen politischen und wirtschaftlichen Reformkurs durchzusetzen. Vor allem Investoren hatten auf ein starkes Mandat für Najib gehofft, damit er Pläne wie den Abbau von Subventionen und die Einführung einer neuen Verbrauchssteuer zum Abbau des Staatsdefizits umsetzen kann. Nach Einschätzung von Experten sind solche Haushaltsreformen nun unwahrscheinlicher geworden. Anleger reagierten dennoch erleichtert darauf, dass der Opposition kein Sieg gelang. Die Börse in Kuala Lumpur legte am Montag zeitweise über acht Prozent zu, gab dann aber einige Gewinne ab und beendete den Handel etwas mehr als drei Prozent fester. Die Landeswährung Ringgit stieg auf den höchsten Stand seit 20 Monaten.
Dax nähert sich seinem Rekordhoch bis auf drei Punkte;Mit dem Rückenwind ermutigender europäischer Konjunkturdatenhat der Dax am Montag erneut zum Sprung auf ein neues Rekordhoch angesetzt. Er stieg um bis zu 0,3 Prozent und notierte mit 8148,14 Punkten so hoch wie zuletzt im Juli 2007. Bis zu einer neuen Bestmarke fehlten ihm damit nur noch etwa drei Zähler. Die anhaltende Geldschwemme der Notenbanken dränge immer mehr Investoren in Aktien, weil andere Anlageklassen wie etwa Anleihen kaum noch etwas abwürfen, sagten Börsianer. Die US-Notenbank Fed und die Bank von Japan (BoJ) pumpen mit ihren Anleihe-Käufen monatlich etliche Milliarden frischen Geldes in die Finanzmärkte. Die Europäische Zentralbank (EZB) hatte am Donnerstag den Leitzins auf rekordniedrige 0,5 Prozent gesenkt. Die Währungshüter sorgten zudem für einigen Diskussionsstoff. EZB-Ratsmitglied Benoit Coeure unterstrich am Montag die Aussagen seines Chefs Mario Draghi aus der Vorwoche, dass die europäischen Zinsen noch weiter zurückgehen könnten. Die Coeure-Kollegen Ewald Nowotny, Erkki Liikanen und Yves Mersch hatten die Draghi-Äußerungen am Freitag noch relativiert. Marktanalyst Giuseppe Amato vom Brokerhaus Lang & Schwarz warnte aber vor den Risiken der aktuellen Kursrally. Bei einem Sprung auf ein neues Dax-Rekordhoch sei zwar kurzfristig ein Anstieg auf 8300 oder 8400 Punkte möglich. Aber: “Wir bauen Crash-Potenzial für den Herbst auf. Die Realwirtschaft hält mit den Kapitalmärkten nicht mit.” Die Konjunkturbarometer der europäischen Einkaufsmanager im Dienstleistungssektor stiegen im April auf 47,0 Punkte von 46,6 Zählern im Vormonat. Die Erstschätzung hatte bei 46,6 Stellen gelegen. Damit lag der Index aber immer noch unter der Marke von 50 Punkten, die Wachstum signalisiert. CAC40 AUF REKORDHOCH - GEWINNMITNAHMEN IM EUROSTOXX50 Der Pariser Auswahlindex CAC40 war am Vormittag schon einen Schritt weiter als der Dax. Er kletterte auf ein neues Rekordhoch von 3915,59 Punkten. Der Einkaufsmanager-Index des französischen Service-Sektors war im April auf 44,3 (Erstschätzung: 44,1) Zähler von 41,3 Stellen gestiegen. Beim EuroStoxx50 nahmen dagegen einige Anleger Gewinne mit. Er verlor 0,2 Prozent auf 2758 Punkte, nachdem er am Freitag auf ein 22-Monats-Hoch von 2764,17 Stellen gestiegen war. Insgesamt blieben die Umsätze an den europäischen Aktienmärkten allerdings dünn. Grund war die Abwesenheit vieler angelsächsischer Investoren, da die Londoner Börse geschlossen blieb - die Briten holen den Maifeiertag am Montag nach. LINDE ÜBERZEUGT ANLEGER MIT ZAHLEN Spitzenreiter im Dax waren Linde mit einem Kursplus von 3,6 Prozent. Am Vormittag waren die Aktien des Industriegase-Herstellers kurzzeitig sogar auf ein Rekordhoch von 149 Euro gestiegen. Anleger honorierten den dank der Übernahme von Lincare besser als erwartet ausgefallenen operativen Gewinn, sagte Marktanalyst Heino Ruland von Ruland Research. “Firmenchef Wolfgang Reitzle hat es offenbar geschafft, die Akquisition gut zu integrieren. Billig ist die Aktie allerdings nicht.” Zu den größten Verlierern zählten Adidas, die sich um 1,4 Prozent auf 84,28 Euro verbilligten. Allerdings hatten die Titel des Sportartikel-Herstellers am Freitag knapp acht Prozent zugelegt und mit 85,63 Euro ein Rekordhoch markiert.
Wachstum der Dienstleister in China eingebrochen;Das Wachstum der Dienstleister in China hat sich im April einer Umfrage zufolge auf den niedrigsten Stand seit August 2011 abgeschwächt. Der am Montag veröffentlichte HSBC-Einkaufsmanagerindex sank auf 51,1 Punkte von 54,3 im März. Damit hielt sich der Index zwar über der Wachstumsschwelle von 50 Punkten, jedoch zeigt der niedrigere Punktestand eine deutlich geringere Expansion an als noch im Vormonat. Der offizielle Einkaufsmanagerindex für den Sektor, der bereits am Freitag veröffentlicht wurde, brach nicht ganz so deutlich ein. Er sank im April auf 54,5 Punkte nach 55,6 Punkten im März. Das Nachlassen des Wachstums auch bei den Dienstleistern bestätigt den Trend für die chinesische Wirtschaft. Auch in der Industrie lief es zuletzt schwächer.
Insider: SAP-Rivale BMC vor Übernahme durch Investoren;Der amerikanische SAP-Konkurrent BMC Software steht Insider-Informationen zufolge unmittelbar vor einer Übernahme durch die Finanzinvestoren Bain Capital und Golden Gate Capital. Ein Abschluss könne bereits an diesem Montag bekanntgegeben werden, sagten zwei mit der Angelegenheit vertraute Personen der Nachrichtenagentur Reuters am Sonntag. Nach Auskunft einer der beiden könnte das Geschäft ein Volumen von 6,55 Milliarden Dollar haben. Den Kreisen nach dauern die Gespräche aber noch an, die Bedingungen der Transaktion könnten sich noch ändern. Von BMC war zunächst keine Stellungnahme zu erhalten. Bain und Golden Gate wollten sich nicht äußern. Nach Auskunft eines Insiders wird über einen Preis von 46 Dollar je BMC-Aktie verhandelt. Diese hatte am Freitag mit 45,42 Dollar geschlossen. BMC bietet Software für Geschäftskunden an und konkurriert auch mit Oracle, CA und Compuware. Das Unternehmen wird seit vergangenem Jahr von dem Hedgefonds Elliott Associates gedrängt, sich selbst zum Verkauf zu stellen. Der Fonds wirft BMC vor, den Markt für Internet-Software zu vernachlässigen, der bisher von Unternehmen wie Salesforce.com dominiert wird. Zuletzt haben die weltweit größten Softwarekonzerne ihre Investitionen in diesem Bereich deutlich ausgeweitet. Die gute Lage am Anleihemarkt hat den Appetit von Investoren auf fremdfinanzierte Übernahmen deutlich gesteigert. Zunehmend geraten auch größere Unternehmen ins Visier der Käufer. So beteiligt sich der Finanzinvestor Silver Lake Partners an der 24,4 Milliarden Dollar schweren Übernahme des Computerherstellers Dell durch den Firmengründer. Michael Dell will seine Firma von der Börse nehmen und dann ohne den Druck des Kapitalmarktes sanieren. BMC will am Dienstag Zahlen zum ersten Quartal vorlegen.
Russland sieht tiefe Kluft zwischen Deutschland und USA in G20;In der Gruppe der führenden Industrie- und Schwellenländer (G20) gibt es nach Darstellung der russischen Präsidentschaft derzeit eine tiefe Kluft zwischen den USA und Deutschland. “Die Haupttrennlinie verläuft derzeit sogar innerhalb der G7, zwischen den USA und Deutschland, über eine Politik für Wachstum oder eine Austeritätspolitik, wie Berlin sie verficht”, sagte die Beraterin des russischen Präsidenten Wladimir Putin, Ksenia Judajewa, dem “Handelsblatt” vom Montag. Judajewa widersprach der These, die G20 leide derzeit vor allem unter einer Spaltung zwischen den G7-Industrieländern und den fünf großen Schwellenländern (BRICS), zu denen Russland zählt. Russland hat derzeit die G20-Präsidentschaft inne. Judajewa kritisierte den Sanierungsplan der Euro-Länder für Zypern, im Zuge dessen auch vermögende Kunden von Banken - darunter auch viele russische - zur Kasse gebeten werden. “Der Fall Zypern ist ein sehr schlechtes Beispiel für alle unsere Finanzsysteme”, sagte sie. Mit dem Vorgehen dort werde das Vertrauen in den Anlegerschutz aufs Spiel gesetzt. Damit stelle sich nun auch die Frage, ob Anleger etwa noch Geld in das Euro-Krisenland Spanien transferieren sollten. Die Putin-Beraterin beklagte ferner, dass die Konten in Zypern noch nicht freigegeben wurden. “Die EU muss sich fragen, ob die Zypern-Rettung zu einem Modellfall für andere Rettungspakete werden soll”, sagte sie. Judajewa unterstrich, es gehe der G20 unter russischer Präsidentschaft um Fortschritte bei der Regulierung der sogenannten Schattenbanken und auch im Derivate-Bereich. Hier sehe Russland mit Sorge, dass in den USA Maßnahmen entwickelt wurden, die auch über deren Grenzen hinaus gelten sollten. “Darüber gibt es Streit”, sagte sie. Beim Thema Korruptionsbekämpfung strebe Russland einen weltweiten Datenaustausch an. Im September treffen sich die Staats- und Regierungschefs der G20 zu einem Gipfel in St. Petersburg.
USA erhielten keine Vorwarnung zu Israels Syrien-Bombardement;Israel hat seinem engsten Verbündeten USA nach dessen Angaben keine Vorwarnung vor den Luftangriffen auf mutmaßliche Raketenlieferungen nahe der syrischen Hauptstadt Damaskus gegeben. Die Regierung in Washington sei “nach den Tatsachen” in dem Moment informiert worden, als die Bomben explodierten, sagte ein Mitarbeiter des US-Geheimdienstes der Nachrichtenagentur Reuters in Washington. Offiziell hat die israelische Regierung die Bombardements nicht bestätigt. Dies geschehe, um die syrische Regierung nicht zusätzlich zu provozieren, hatte es in israelischen Regierungskreisen geheißen. US-Präsident Barack Obama hatte Israel in einem Interview das Recht zugebilligt, sich gegen die Aufrüstung seiner Feinde mit hochmodernen Waffen zu wehren. Dennoch hat die Bombardierung neue Befürchtungen ausgelöst, die USA könnten in den innersyrischen Konflikt hineingezogen werden, um Israel im Falle einer syrischen Vergeltung zu schützen. Der US-Geheimdienst schließt eine weitere Eskalation unterdessen nicht aus. Israel setze alles daran, eine Belieferung der radikalen Schiiten-Miliz Hisbollah im Libanon mit hochmodernen Waffen zu verhindern. Sollte es Hinweise auf weitere Lieferungen über Syrien geben, könne ein weiterer Militärschlag nicht ausgeschlossen werden, erklärte ein anderer Geheimdienstmitarbeiter. Israel hatte in der Vergangenheit stets erklärt, dass es eine Aufrüstung der vom Iran unterstützten Hisbollah und eine Verschiebung des Machtgleichgewichts an seiner Nordgrenze nicht hinnehmen wird. Die jüngsten Angriffe auf syrischem Gebiet dienten offenbar dazu, eine Lieferung hochmoderner Fatah-110-Raketen zu zerstören, die über Syrien an die Hisbollah geliefert werden sollten. Mit der Rakete hätte die Hisbollah die Möglichkeit, auch israelische Metropolen wie Tel Aviv und möglicherweise sogar den Atomreaktor in Dimona im Süden des Landes zu erreichen. Israel hat zuletzt 2006 einen mehr als einmonatigen Krieg gegen Hisbollah geführt.
Übernahme in den USA treibt Linde zum Jahresstart an;Die milliardenschwere Übernahme des US-Gesundheitsdienstleisters Lincare zahlt sich für den Gasekonzerns Linde zum Jahresstart aus. Mit dem durch Lincare verstärkten Medizingase-Geschäft in den USA steckte das Münchner Unternehmen das trübe Wirtschaftsumfeld in Europa im ersten Quartal besser als erwartet weg. Das operative Ergebnis nahm binnen Jahresfrist um 12,6 Prozent auf 953 Millionen Euro zu, wie der weltweit zweitgrößte Industriegase-Hersteller nach der französischen Air Liquide am Montag mitteilte. Dies gab der Linde-Aktie an der Börse Auftrieb: Mit einem Kursanstieg von 2,84 Prozent war das Papier der mit Abstand größte Gewinner im Dax. “Wir gehen davon aus, dass wir in den kommenden Monaten noch zulegen können”, erklärte Konzernchef Wolfgang Reitzle. Das Unternehmen, das unter anderem die Stahl- und Elektrobranche mit Sauerstoff und Stickstoff beliefert, will im Gesamtjahr einen operativen Gewinn von mindestens vier Milliarden Euro erzielen nach 3,69 Milliarden Euro 2012. Den Umsatz will Reitzle -verglichen mit den 15,83 Milliarden Euro des vergangenen Jahres - weiter ausbauen. Mit seinem Quartalsbericht setzte sich Linde auch von seinem großen Konkurrenten Air Liquide ab: Der Umsatz der Franzosen war im Auftaktquartal um 2,1 Prozent auf knapp 3,7 Milliarden Euro geschrumpft. Um sich unabhängiger von Konjunkturschwankungen zu machen hatte Linde im vergangenen Jahr für 3,6 Milliarden Euro Lincare erworben. Die US-Firma, die Atemwegspatienten zu Hause mit Sauerstofftherapien versorgt, steht seit August in der Konzernbilanz. Mit Lincare ist Linde im Feld Medizingase und in der Gase-Versorgung von Atemwegspatienten die Nummer eins weltweit geworden vor dem Erz-Rivalen Air Liquide. Im ersten Quartal trug Lincare fast 400 Millionen Euro zum Konzernumsatz bei, der insgesamt um 10,3 Prozent auf 3,99 Milliarden Euro kletterte. Der Konzernüberschuss nahm um zehn Prozent auf 340 Millionen Euro zu. Analysten äußerten sich positiv. “Reitzle hat es offenbar geschafft, die Akquisition Lincare gut zu integrieren”, sagte Marktanalyst Heino Ruland von Ruland Research. NORDAMERIKA-GESCHÄFT DANK LINCARE IM AUFWIND In der Gasesparte erhöhte Linde den operativen Gewinn um 14,5 Prozent auf 942 Millionen Euro. Die operative Rendite sank allerdings leicht um zehn Basispunkte auf 27,3 Prozent. Die schwache Konjunktur in der Eurozone hinterließ ihre Spuren, zudem war die Nachfrage nach technischem Zubehör und Ausrüstung in der Region Südpazifik schwach. Im wichtigen Markt China liefen dagegen die Geschäfte der Gasesparte rund. Deutliche Zuwächse verzeichnete Linde in Nordamerika, auch dank des Ausbaus der HealthCare-Geschäfte durch Lincare. In der kleineren Anlagenbausparte sank hingegen der operative Gewinn um 9,6 Prozent auf 66 Millionen Euro. Linde konnte allerdings in den vergangenen Monaten eine Reihe großer Anlagenbauaufträge an Land ziehen. Dadurch sprang der Odereingang im Quartal um 81,7 Prozent auf 1,38 Milliarden Euro in die Höhe. Reitzle bekräftigte die mittelfristigen Ziele: Im Jahr 2016 soll ein operatives Konzernergebnis von mindestens fünf Milliarden Euro in den Büchern stehen. Dabei setzt Linde mit seinen inzwischen 62.800 Beschäftigten auch auf Sparanstrengungen. So sollen zwischen 2013 und 2016 die Bruttokosten um insgesamt 750 bis 900 Millionen Euro sinken.
Israel bombardiert Ziele im Großraum Damaskus;Israel hat zum zweiten Mal binnen Tagen das Nachbarland Syrien aus der Luft angegriffen. Die Hauptstadt Damaskus wurde am frühen Sonntagmorgen von schweren Explosionen erschüttert. In westlichen Geheimdienstkreisen hieß es, der Angriff habe einer Raketenlieferung aus dem Iran an die islamistische Hisbollah gegolten. Israel fürchtet, dass Hisbollah-Kämpfer Präzisionsraketen bekommen, die den Großraum Tel Aviv treffen könnten. Bereits am Freitag hatte es einen ähnlichen Angriff gegeben. Vor sieben Jahren hatte Israel einen Krieg gegen die Hisbollah im Libanon geführt. Es war zunächst unklar, ob Israel den jüngsten Angriff mit den USA abgesprochen hat. Die Regierung in Jerusalem bestätigte die Attacke offiziell nicht - offenbar, um keine Vergeltung Syriens zu provozieren. Die syrische Regierung erklärte, es sei ihre Pflicht, das Land mit allen Mitteln gegen Bedrohungen von innen und außen zu verteidigen. Der Angriff öffne die “Tür zu allen Möglichkeiten”. Nach Darstellung des amtlichen syrischen Fernsehens gab es bei einem Angriff auf ein militärisches Forschungszentrum in Dschamraja viele zivile Opfer und große Zerstörungen. UN-Generalsekretär Ban Ki Moon erklärte am Sonntagabend, die Berichte, wonach Israel Ziele in Syrien angegriffen habe, seien alarmierend. Details lägen den UN derzeit nicht vor. Alle Seiten seien aber aufgerufen, sich in dem ohnehin schon zugespitzten Konflikt zurückzuhalten und eine Eskalation zu vermeiden. Anwohner berichteten, rund um die Hauptstadt habe es über Stunden Explosionen gegeben. “Die Nacht wurde zum Tag”, sagte ein Mann. Auch in der Stadt Kura al-Assad, wo viele Mitarbeiter der Regierung leben, gab es einem Zeugen zufolge Explosionen. Der Ort liegt etwa fünf Kilometer westlich von Dschamraja. Einem Bericht der amtlichen Nachrichtenagentur Sana zufolge wurde auch der Luftwaffenstützpunkt Dimas angegriffen. In westlichen Geheimdienstkreisen hieß es, iranische Raketen vom Typ “Fateh 110” für die libanesische Hisbollah seien Ziel des Angriffs gewesen. Der Iran ist ein Verbündeter des syrischen Staatschefs Baschar al-Assad, der seit mehr als zwei Jahren gegen einen Aufstand im Land kämpft. Die meisten Rebellen sind Sunniten, während Assads Volksgruppe der Alawiten dem im Iran vorherrschenden schiitischen Glauben nahestehen. Israel und Syrien sind zwar verfeindet. Nach einem Krieg vor 40 Jahren ist es an der gemeinsamen Grenze aber eher ruhig. Dagegen kämpften Israels Streitkräfte vor sieben Jahren mehr als einen Monat lang in einem Krieg gegen die Hisbollah im Libanon. Bewohner im Süden Libanons berichteten, sie hätten in der Nacht immer wieder Düsenflugzeuge gehört, die wohl aus Israel gekommen seien. In Syrien wurden Oppositionellen zufolge auch eine Raketeneinheit und zwei Bataillone der Republikanischen Garden angegriffen. Am Sonntagmorgen waren die Straßen in Damaskus trotz der beginnenden Arbeitswoche fast leer. Nur wenige Geschäfte waren geöffnet. Das syrische Fernsehen wertete den Angriff als Reaktion auf die jüngsten Erfolge der Truppen Assads im Kampf gegen die Rebellen. Die Regierung in Jerusalem ist auch besorgt, dass in dem Bürgerkrieg islamistische Rebellen die Depots der syrischen Streitkräfte plündern und die Waffen gegen Israel einsetzen könnten. Assad hat die Kontrolle über weite Teile des Nordens und Ostens seines Landes verloren. Seine Anhänger kämpfen auch am Rande von Damaskus gegen Rebellen. In den vergangenen Wochen starteten sie jedoch mehrere Gegenoffensiven. IRAN: ISRAEL GEFÄHRDET SICHERHEIT IN DER REGION Wie nach einem ähnlichen Angriff Israels im Januar protestierte Syrien bei den Vereinten Nationen und erklärte, Israel unterstütze damit die Rebellen direkt. Der Angriff sei eine Kriegserklärung, sagte Außenstaatssekretär Faisal al-Mekdad dem Sender CNN zufolge. Auch der verbündete Iran verurteilte den Angriff. Der Vorfall bedrohe die Sicherheit der ganzen Region. Zwischen Israel und Iran gibt es wegen des Atomprogramms der Islamischen Republik ohnehin große Spannungen. Der jüdische Staat und westliche Verbündete vermuten seit Jahren, dass der Iran Nuklearwaffen entwickelt. Das Land weist das zurück.
Hochtief-Tochter Leighton schreibt Gewinn im ersten Quartal;Die australische Hochtief-Tochter Leighton hat im ersten Quartal einen Nettogewinn von umgerechnet etwa 96 Millionen Euro geschrieben. Vor einem Jahr war wegen Problemen bei zwei Großprojekten noch ein Verlust von 63 Millionen Euro angefallen. Der größte australische Baukonzern bekräftigte am Montag zudem seine Prognose für das Gesamtjahr. Leighton erwartet demnach einen bereinigten Gewinn in der Spanne von 520 bis 600 Millionen Australischen Dollar (407 bis 470 Millionen Euro). Das Unternehmen hat eine turbulente Zeit hinter sich. So zog sich Verwaltungsratschef Stephen Jones im März im Streit mit Hochtief zurück, weil er nach eigenen Angaben das Gefühl hatte, der Essener Mehrheitseigner unterstütze nicht mehr eine unabhängige Führung bei Leighton. Hochtief ist mit 53,4 Prozent an Leighton beteiligt. Der deutsche Konzern selbst gehört nach einer erbitterten Übernahmeschlacht seit 2011 zur spanischen Baugruppe ACS.
