title;text
Französische Truppen in Mali vor erster Bodenoffensive;Französische Truppen stehen in Mali offenbar vor ihrer ersten Bodenoffensive gegen die islamistischen Rebellen. Französische Soldaten und Einheiten der malischen Armee hätten am Mittwoch die Aufständischen in der Stadt Diabaly eingekesselt, hieß es in Militärkreisen. “Französische Truppen haben Niono gesichert, um einen Vormarsch der Islamisten nach Segou zu verhindern”, sagte ein Militär. “Die malische Armee sichert gleichzeitig das Grenzgebiet zu Mauretanien.” Frankreichs Armeechef Edouard Guillaud sagte dem französischen Sender Europe 1, seine Truppen seien bereit, die islamistischen Kämpfer aus ganz Mali zu vertreiben. “In den nächsten Stunden - ich kann ihnen nicht sagen, ob in einer oder 72 - werden wir sie direkt angreifen”, sagte er. Augenzeugen in Mali berichteten zudem, französische Kampfflugzeuge hätten den sechsten Tag in Folge Angriffe geflogen. Ziel sei auch das Hauptquartier der islamistischen Polizei in Niafunke nahe der alten Karawanenstadt Timbuktu gewesen.
Rösler hält Wachstumsabschwächung nur für kurzzeitig;Die Bundesregierung hält die aktuelle Wachstumsabschwächung in Deutschland nur für vorübergehend. In ihrem neuen Jahreswirtschaftsbericht, den das Kabinett am Mittwoch verabschiedete, nimmt sie ihre Prognose für das laufende Jahr um mehr als die Hälfte auf 0,4 Prozent zurück. Bisher war sie von einem Plus von einem Prozent ausgegangen. “Im Jahresverlauf 2013 dürfte das Wachstum wieder spürbar anziehen”, prognostizierte Wirtschaftsminister Philipp Rösler. Für 2014 erwartet er eine Beschleunigung auf ein Plus von 1,6 Prozent. “Der Arbeitsmarkt bleibt auf Rekordniveau stabil, die Einkommen steigen weiter und die Preisentwicklung bleibt moderat”, fasste der Minister mit Blick auf das laufende Jahr zusammen. Die Erwerbstätigenzahlen dürften 2013 von dem erreichten Rekordniveau noch einmal um 15.000 im Jahresdurchschnitt zunehmen. “Die Zahl der Arbeitslosen bleibt auf niedrigem Niveau”, sagte Rösler voraus. Deutlich schwächer als noch im Herbst schätzt die Regierung in ihrem Bericht allerdings die Entwicklung bei Exporten und Importen in diesem Jahr ein. Ein Lob erhielt die Europäische Zentralbank (EZB) für ihre aktive Rolle in der Bekämpfung der Marktturbulenzen im Sog der europäischen Schuldenkrise: “Die EZB hat mit ihrer Geldpolitik, nicht zuletzt auch durch Rückgriff auf verschiedene unkonventionelle geldpolitische Instrumente, zur Entspannung auf den Finanzmärkten beigetragen.” Die Beurteilung lässt aufhorchen, da insbesondere die Bundesbank die Rolle der EZB in der Krise kritisch sieht. EZB-Chef Mario Draghi hat Krisenstaaten Stützungskäufe am Markt für gehandelte Anleihen in Aussicht gestellt, falls sie unter den Euro-Rettungsschirm schlüpfen. Die Bundesbank sieht damit die Grenze zwischen Geld- und Fiskalpolitik verwischt. Doch auch Rösler dringt darauf, dass die EZB nicht mehr allzu lange Krisenfeuerwehr spielen muss: “Die Bundesregierung setzt sich dafür ein, dass die Wirtschafts- und Finanzpolitik in allen Teilen des Eurogebiets so gestaltet wird, dass die Europäische Zentralbank möglichst schnell wieder zum geldpolitischen Normalmodus zurückkehren kann”, heißt es im Jahreswirtschaftsbericht.
Metro zieht bei Media Markt in China den Stecker;Der Handelsriese Metro zieht einen Schlussstrich unter das verlustreiche Engagement seiner Tochter Media-Saturn in China. Metro-Chef Olaf Koch kündigte am Mittwoch den Rückzug der Elektronikhandelskette aus dem asiatischen Land an. Im deutschen Heimatmarkt schlug sich die Kette deutlich besser und verbuchte dank Online- und Preis-Offensive im Weihnachtsgeschäft wieder ein deutliches Wachstum. Der Gesamtkonzern mit seinen Metro-Großmärkte und Töchtern wie Kaufhof und Real konnte im vierten Quartal dagegen nur wenig zulegen - das Plus blieb zudem etwas unter den Erwartungen von Analysten. An der Börse waren Metro-Aktien dennoch gefragt - denn Koch bestätige auch seine Gewinnprognose für 2012. “Nach sorgfältiger Abwägung aller Alternativen haben wir uns entschieden, unser Engagement nicht fortzusetzen”, sagte Koch mit Blick auf die sieben Media-Märkte im Großraum Shanghai. Dort hatte Metro zusammen mit dem asiatischen Partner Foxconn über zwei Jahre getestet, ob die Verbraucher in China in die Media-Märkte strömen - und ob diese dann auch profitabel arbeiten können. Mit Foxconn will Koch nun auch beraten, wie die Zukunft der Märkte aussieht, der Partner könnte die Läden nun allein betreiben. Davon wird auch abhängen, wie teuer das China-Abenteuer für Metro letztendlich wird. Koch kündigte bereits “bilanzielle Vorsorge” an. Experten rechnen mit Rückstellungen für das China-Abenteuer von mehr als 100 Millionen Euro. Metro hatte mit Media Markt in China ursprünglich große Ziele verfolgt. Kochs Vorgänger Eckhard Cordes hatte dort ein Potential für mehr als Hundert Media-Märkte ausgemacht. Im November 2010 hatte Media Markt eine erste Filiale in China eröffnet, derzeit sind es sieben Märkte im Großraum Shanghai. Doch mit der erhofften Offensive von Europas größtem Elektronikhändler in China wird es nun nichts - nicht zuletzt auch deshalb, weil die Tochter dort auch noch rote Zahlen schrieb. Die Media-Märkte in China hatten in den ersten neun Monaten 2012 rund 100 Millionen Euro umgesetzt, für das Gesamtjahr zeichnete sich aber ein Verlust in einer Höhe von rund 40 Millionen Euro ab. Mit seinen Großmärkten bleibt Metro aber in China. Allein 2012 würden dort zwölf solcher Märkte eröffnet. KASSEN KLINGELN BEI MEDIA-SATURN IN DEUTSCHLAND Der Metro-Konzern steigerte seinen Umsatz von Oktober bis Dezember mit dem wichtigen Weihnachtsgeschäft trotz der Schuldenkrise in Europa leicht um 0,5 Prozent auf 19,4 Milliarden Euro. Analysten hatten im Mittel mit Erlösen von rund 19,62 Milliarden Euro gerechnet. Im Gesamtjahr stand ein Umsatz von 66,7 Milliarden Euro in den Büchern - 1,2 Prozent mehr als noch 2011. Koch hatte angekündigt, den Umsatz in seinem ersten Amtsjahr steigern zu wollen - und dieses Ziel anders als seine Gewinnprognose für 2012 nicht im Jahresverlauf revidieren müssen. Offen ist aber noch, wie stark der Konzern das Umsatzwachstum mit sinkenden Gewinnen erkaufen musste. Die Gewinnzahlen für 2012 legt Metro erst im März vor. Im vergangenen Herbst hatte Koch das Ziel eines operativen Gewinns (Ebit) vor Sonderfaktoren von etwa 2,3 Milliarden Euro, die der Konzern noch 2011 eingefahren hatte, auf rund zwei Milliarden Euro gesenkt. Diese abgespeckte Ergebnisprognose bekräftigte der Konzern nun - und erklärte, sie umfasse auch den Verkauf von Immobilien in Frankreich. Ein Sprecher wollte sich nicht zu den Erlösen dieser Transaktion äußern. Metro-Finanzchef Mark Frese hatte aber angekündigt, 2012 insgesamt Immobilien-Erträge von über 150 Millionen Euro erzielen zu wollen. Im Weihnachtsgeschäft konnte vor allem Media-Saturn zulegen. Der Umsatz stieg im vierten Quartal um 1,3 Prozent auf 6,6 Milliarden Euro. Erstmals seit 2009 sei Media-Saturn dabei wieder flächenbereinigt im deutschen Heimatmarkt gewachsen, teilte Metro mit. “Dies werten wir positiv”, schrieben LBBW-Analysten. Die Preis-Offensive der Elektroniktochter und ihr Engagement im Online-Handel zahle sich offenbar aus. “Jetzt freut man sich über den Rückzug aus China und den bestätigten Gewinnausblick”, sagte ein Händler. Die im vergangenen Jahr in den Nebenwerteindex MDax abgestiegenen Metro-Aktien verteuerten sich in einem schwachen Gesamtmarkt um mehr als ein Prozent auf 23,22 Euro.
Europas Verbraucher machen großen Bogen um Autohäuser;Opel, Peugeot und Renault geraten immer stärker in Zugzwang: Der Einbruch der Pkw-Nachfrage in Europa reißt vor allem die Hersteller von Autos in die Tiefe, die auf hohe Stückzahlen zu günstigen Preisen setzen. Auch bei Ford und Fiat schlug die Kaufzurückhaltung der Verbraucher in Südeuropa im Dezember mit zweistelligen Verkaufsrückgängen massiv zu Buche, wie der europäische Herstellerverband ACEA am Mittwoch mitteilte. Selbst die erfolgsverwöhnte Kernmarke VW des Wolfsburger Autobauers musste mit minus 22 Prozent kräftig Federn lassen. Unter den Premiumhersteller kam nur BMW ohne Schrammen durch das Krisenjahr. Zu den wenigen Gewinnern gehörten die koreanischen Marken Hyundai und Kia, die ihre europäischen Rivalen oft noch beim Preis unterbieten. Dabei nahm der Abwärtstrend bei den Neuzulassungen im Dezember noch einmal Fahrt auf: In den 27 EU-Staaten schrumpfte der Autoabsatz im Vorjahresvergleich nach Verbandsangaben um 16,3 Prozent auf knapp 800.000 Fahrzeuge. Im gesamten Jahr 2012 sanken die Autoverkäufe in Europa um 8,2 Prozent auf zwölf Millionen Einheiten. Damit war es das schlechteste Jahr seit 1995. Bis auf Großbritannien schrumpften alle großen Märkte. Der Rückgang war lediglich vor 20 Jahren noch größer, als der Boom durch die deutsche Vereinigung abrupt zu Ende ging. Entlastung ist für Massenhersteller nicht in Sicht, die die Misere in Europa nicht durch Verkäufe in China und den USA ausgleichen können. Marktforscher erwarten, dass sich die Talfahrt im laufenden Jahr fortsetzen wird, wenn auch mit geringerem Tempo. Die Schätzungen gehen von einem weiteren Rückgang der Pkw-Nachfrage in Westeuropa von drei Prozent aus. Damit dürfte der ruinöse Preiskampf unter den Herstellern nicht nachlassen. FOLGEN WEITERE WERKSSCHLIESSUNGEN? Den stärksten Verkaufsrückgang unter den großen Marken registrierte im Schlussmonat 2012 Ford: Der US-Hersteller, der in Europa in den nächsten Jahren drei Werke dichtmacht, verkaufte in der EU 27 Prozent weniger Fahrzeuge als vor Jahresfrist. Dicht dahinter folgte die angeschlagene General-Motors-Tochter Opel, die zusammen mit ihrer britischen Schwester Vauxhall 26,2 Prozent weniger absetzte als vor einem Jahr. Der Marktanteil von Opel/Vauxhall sank im Dezember auf 6,5 Prozent. Auch Opel muss seine Kapazitäten verringern, da die Fabriken kaum noch ausgelastet sind. Der Autobauer hatte vor kurzen angekündigt, sein Werk in Bochum nach 2016 zu schließen. GM-Partner PSA Peugeot Citroen schrumpfte um 18,2 Prozent. Dessen Lokalrivale Renault, der in den nächsten Jahren in Frankreich 7500 Arbeitsplätze streichen will, schlug im Dezember 19,1 Prozent weniger Autos los als vor Jahresfrist. Bei der Fiat-Gruppe belief sich das Minus auf 17,8 Prozent. BMW und Daimler schlugen sich unterschiedlich. Während der Münchner Konzern 3,6 Prozent mehr Wagen seiner weiß-blauen Marke verkaufte als vor Jahresfrist, gaben die Verkaufszahlen bei Daimlers Nobeltochter Mercedes-Benz um 6,6 Prozent nach. Bei den Kleinwagen sackten die Verkaufszahlen bei der BMW-Tochter Mini um 11,5 Prozent ab, die Daimler-Tochter Smart schlug sogar 28 Prozent weniger Fahrzeuge los. Toyota verkaufte von seiner Luxusmarke Lexus die Hälfte weniger als vor einem Jahr. Insgesamt sank der Absatz des japanischen Weltmarkführers im Dezember in der EU um 21,6 Prozent. Größter Verlierer unter den europäischen Massenherstellern war im abgelaufenen Jahr Renault mit minus 19,1 Prozent, gefolgt von Fiat (minus 16,1 Prozent). Bei Volkswagen hielt sich der Rückgang mit minus 1,6 Prozent in Grenzen. Fast jedes vierte in der EU verkaufte Auto stammte 2012 von einer Marke des Wolfsburger Konzerns, der damit seine Vorherrschaft in Europa weiter ausbaute.
Bundesregierung nimmt Wachstumsprognose kräftig zurück;Die Bundesregierung hat ihre Wachstumsschätzung für das laufende Jahr um mehr als die Hälfte zurückgenommen. Das Kabinett beschloss nach Angaben aus Regierungskreisen am Mittwoch den neuen Jahreswirtschaftsbericht, in dem der Zuwachs der deutschen Wirtschaftsleistung im laufenden Jahr auf nur noch 0,4 Prozent veranschlagt wird. Diese Zahl hatte ein Vertreter des Wirtschaftsministeriums schon im Vorfeld genannt. Im vergangenen Herbst hatte die Regierung noch von einem Wachstum von einem Prozent in 2013 gesprochen. Hauptgründe für die ungünstigere Einschätzung seien die schwächere Entwicklung der Weltwirtschaft und die europäische Staatsschuldenkrise. Nach einem schwächeren Winterhalbjahr rechnet die Regierung in dem Bericht aber im Jahresverlauf mit einer Besserung. Für das kommende Jahr erwartet dann wieder mit einem Zuwachs von 1,6 Prozent. Diese Zahl ist den Kreisen zufolge zwar nicht Bestandteil des Jahreswirtschaftsberichts selbst, entspricht aber den Erwartungen im Ministerium. Die Arbeitsmarktentwicklung sollte nach Darstellung der Regierung positiv bleiben. Im Jahresdurchschnitt sei eine Steigerung der Erwerbstätigenzahl um 15.000 zu erwarten, hieß es. Ende 2013 rechnet die Regierung mit rund 2,9 Millionen Arbeitslosen.
Frankreich rechnet mit langem Einsatz in Mali;Frankreich rechnet damit, dass der Militäreinsatz im westafrikanischen Mali lange dauern wird. Verteidigungsminister Jean-Yves Le Drian sagte am Mittwoch, zwar seien die französischen Einsatzkräfte derzeit in einer besseren Situation als vergangene Woche. Doch die Kämpfe dauerten an. “Sie werden lange dauern, denke ich”, sagte Le Drian dem Hörfunksender RTL. Französische Bodentruppen seien dabei, in den Norden des Landes vorzudringen. “Bis jetzt hatten wir einige Soldaten in (der Hauptstadt) Bamako, um die Bevölkerung zu schützen, die Europäer, und die Stadt... Nun erreichen die Soldaten den Norden”, sagte er. Präsident Francois Hollande hatte am Dienstag erklärt, die französischen Soldaten würden so lange in der ehemaligen Kolonie bleiben, bis in dem Land wieder Stabilität eingekehrt sei. Hollande hatte aber auch gesagt, er hoffe, in den nächsten Tagen oder Wochen, den Einsatz an die afrikanischen Soldaten zu übertragen. Seit vergangenen April kontrollieren islamistische Rebellen den Norden Malis.
Japanische Airline hält Dreamliner auch am Donnerstag am Boden;Nach einer Notlandung hält die japanische Fluggesellschaft ANA ihre Boeing-Dreamliner auch am Donnerstag am Boden. Etwa 35 Flüge würden gestrichen, sagte ein Sprecher von All Nippon Airways (ANA) am Mittwoch. Am Donnerstag werde entschieden, ob der Flugbetrieb mit der 787 am Freitag wieder aufgenommen werde. Am Mittwoch musste eine Maschine wegen Rauchentwicklung in einer Kabine notlanden. Daraufhin entschieden die beiden führenden japanischen Fluggesellschaften ANA und Japan Airlines, vorerst alle 787-Maschinen außer Betrieb zu nehmen. Japan ist bisher der größte Markt für den Dreamliner, ANA und JAL haben 24 der 50 bisher ausgelieferten Maschinen in Betrieb. Boeing hat derzeit von einer Serie von Zwischenfällen bei Dreamlinern zu kämpfen. In den vergangenen Tagen war der Airbus-Konkurrent mit zwei Treibstofflecks, einem Batteriefeuer, einem Kabelproblem, einer Bremsstörung sowie einem zersprungenen Cockpit-Fenster in den Schlagzeilen.
Metro zieht bei Media Markt in China die Reißleine;Der Handelsriese Metro zieht einen Schlussstrich unter das verlustreiche Engagement seiner Tochter Media-Saturn in China. Metro-Chef Olaf Koch kündigte am Mittwoch den Rückzug der Elektronikhandelskette aus dem asiatischen Land an. Darüber hatte Reuters bereits vergangene Woche berichtet. Rasantes Wachstum konnte Metro auch in anderen Regionen nicht verzeichnen. Der Konzern mit seinen Metro-Großmärkte und Töchtern wie Kaufhof und Real konnte im ersten Amtsjahr Kochs den Umsatz um 1,2 Prozent steigern. Das Plus blieb etwas unter den Erwartungen von Analysten. Im frühen Handel legten die im MDax notierten Metro-Aktien zwei Prozent zu. “Nach sorgfältiger Abwägung aller Alternativen haben wir uns entschieden, unser Engagement nicht fortzusetzen”, sagte Koch mit Blick auf die sieben Media-Märkte im Großraum Shanghai. Dort hatte Metro zusammen mit dem asiatischen Partner Foxconn über zwei Jahre untersucht, ob auch die Verbraucher in China in die Media-Märkte strömen - und ob diese profitabel arbeiten können. Mit Foxconn will Koch nun auch beraten, wie die Zukunft der Märkte aussieht, der Partner könnte sie etwa allein betreiben. Davon wird auch abhängen, wie teuer das China-Abenteuer für Metro letztendlich wird. Koch kündigte bereits “bilanzielle Vorsorge” an. Experten rechnen mit Rückstellungen von mehr als 100 Millionen Euro. KASSEN KLINGELN BEI MEDIA-SATURN IN DEUTSCHLAND Der Metro-Konzern steigerte den Umsatz von Oktober bis Dezember mit dem wichtigen Weihnachtsgeschäft leicht um 0,5 Prozent auf 19,4 Milliarden Euro, wie das Unternehmen weiter mitteilte. Analysten hatten im Mittel mit Erlösen von rund 19,62 Milliarden Euro gerechnet. Im Gesamtjahr stand ein Umsatz von 66,7 Milliarden Euro in den Büchern - trotz der Euro-Schuldenkrise 1,2 Prozent mehr als noch 2011. Koch hatte angekündigt, den Umsatz in seinem ersten Amtsjahr steigern zu wollen - und dieses Ziel anders als seine Gewinnprognose für 2012 nicht im Jahresverlauf revidiert. Offen ist, wie stark der Konzern das Umsatzwachstum mit sinkenden Gewinnen erkaufen musste. Im Oktober hatte Koch das Ziel eines operativen Gewinns (Ebit) vor Sonderfaktoren von etwa 2,3 Milliarden Euro, die der Konzern noch 2011 eingefahren hatte, auf rund zwei Milliarden Euro gesenkt. Diese abgespeckte Ergebnisprognose bekräftigte der Konzern nun - und erklärte, sie umfasse auch den Verkauf von Immobilien in Frankreich. Ein Sprecher wollte sich nicht zu den Erlösen dieser Transaktion äußern. Metro-Finanzchef Mark Frese hatte aber angekündigt, 2012 insgesamt Immobilien-Erträge von über 150 Millionen Euro erzielen zu wollen. Im Weihnachtsgeschäft konnte vor allem Media-Saturn zulegen. Der Umsatz stieg im vierten Quartal um 1,3 Prozent auf 6,6 Milliarden Euro. Erstmals seit 2009 sei Media-Saturn dabei wieder flächenbereinigt im deutschen Heimatmarkt gewachsen, teilte Metro mit.
Metro fährt im Weihnachtsgeschäft leichtes Umsatzplus ein;Der Handelsriese Metro hat im ersten Amtsjahr seines neuen Chefs Olaf Koch auch dank leichter Zuwächse im Weihnachtsgeschäft den Umsatz gesteigert. Zulegen konnte vor allem die in der Vergangenheit kriselnde Tochter Media-Saturn. In China konnte sich die Kette indes nicht durchsetzen: Aus dem dortigen Markt soll sich Media Markt nach Verlusten verabschieden. Der Metro-Konzern steigerte den Umsatz von Oktober bis Dezember leicht um 0,5 Prozent auf 19,4 Milliarden Euro, wie das Unternehmen am Mittwoch mitteilte. Analysten hatten im Mittel mit Erlösen von rund 19,62 Milliarden Euro gerechnet. Im Gesamtjahr stand ein Umsatz von 66,7 Milliarden Euro in den Büchern - 1,2 Prozent mehr als noch 2011. Koch hatte angekündigt, den Umsatz in seinem ersten Amtsjahr steigern zu wollen - und dieses Ziel anders als seine Gewinnprognose für 2012 nicht im Jahresverlauf revidiert. Im Oktober hatte Koch das Ziel eines operativen Gewinns (Ebit) vor Sonderfaktoren von rund 2,3 Milliarden Euro auf rund zwei Milliarden Euro gesenkt. Diese Ergebnisprognose bekräftigte der Konzern nun - und erklärte, sie umfasse auch den Verkauf von Immobilien in Frankreich. Unter das Engagement der Elektronikmarkttochter Media-Saturn in China zieht Koch zudem wie erwartet einen Schlussstrich. Metro habe entschieden, die “Geschäftstätigkeit von Media-Saturn in China nicht fortzuführen und entsprechende bilanzielle Vorsorge zu treffen”, teilte Metro mit. Reuters hatte bereits am 7. Januar über die Pläne zum Rückzug berichtet.
"Dell bemüht sich um Übernahme durch Finanzinvestoren;""Der schwächelnde PC-Hersteller Dell sondiert eine Übernahme durch Finanzinvestoren. Nach Auskunft von zwei mit den Verhandlungen vertrauten Personen führt Firmengründer und Großaktionär Michael Dell dazu Gespräche mit Beteiligungsfirmen. Ziel sei", den US-Konzern von der Börse zu nehmen, um ihm mehr Zeit für eine Neuausrichtung zu geben. Doch Experten zweifeln daran, ob sich der auf knapp 20 Milliarden Dollar bezifferte Deal überhaupt stemmen ließe. Es wäre die größte Private-Equity-Transaktion seit der Finanzkrise. An der Börse rissen sich die Anleger um die Dell-Aktie. Der Kurs stieg um weitere fünf Prozent nach einem Plus von 13 Prozent bereits am Montag. Dells Gespräche sind nach Angaben von Insidern in einem fortgeschrittenen Stadium. Mindestens vier Banken seien zu einer Finanzierung des Vorhabens angesprochen worden, erfuhr Reuters von zwei mit der Sache vertrauten Personen. Der Investor Silver Lake Partners führe das Vorhaben an. Er habe Ende 2012 mit der Credit Suisse, der Bank of America, Barclays und der Royal Bank of Canada gesprochen. Dell werde von JPMorgan beraten. Den Angaben zufolge kann es schnell zu einer Entscheidung kommen. Dem “Wall Street Journal” zufolge dauern die Gespräche seit zwei bis drei Monaten an. Eine Einigung sei in etwa sechs Wochen möglich. Dell nannte die Berichte Spekulationen. Analysten sprachen von grundsätzlich sinnvollen, aber schwer zu verwirklichenden Überlegungen. “Der Marktwert von Dell ist derart verfallen, dass ein Verkauf plausibel geworden ist”, sagte Angelo Zino von S&P; Capital IQ . “Andererseits erscheint es angesichts der schieren Größe Dells unwahrscheinlich.” Die Investoren müssten wohl über 19 Milliarden Dollar auf den Tisch legen. ISI-Analyst Brian Marshall sagte: “Während Umstellungsphasen kann es schwer sein, den kompletten Wert eines Unternehmens an der Börse abzubilden. Es könnte Vorteile haben, ein langfristige Transformation als Privatunternehmen zu vollziehen.” TRANSFORMATION UNVOLLSTÄNDIG Seit einiger Zeit versucht sich Dell neu aufzustellen - als Anbieter von renditestarken Dienstleistungen und Computern für Unternehmenskunden. Als Vorbild dient der IT-Gigant IBM, der sein PC-Geschäft einst an Lenovo verkaufte, sich auf Großrechner und IT-Services verlegte und damit erfolgreich ist. Ein solcher Wandel braucht aber Zeit, und auch andere klassische Hardwarehersteller versuchen auf den Trend aufzuspringen. Für viele Privatkunden sind die Angebote der traditionellen PC-Hersteller ohnehin unattraktiv geworden. Populäre IT-Angebote für Konsumenten stammen mittlerweile meist von Apple und Samsung. Die Gespräche mit Finanzinvestoren haben eine Vorgeschichte: Bereits 2010 hatte Michael Dell, der mit 14 Prozent an seinem Unternehmen beteiligt ist, auf einer Investorenkonferenz erklärt, er habe erwogen, den Konzern von der Börse zu nehmen. Seinerzeit bedauerte er, die Transformation von Dell sei “unvollständig”. Die Aussagen hatten bereits damals Spekulationen über eine Übernahme ausgelöst, allerdings überwogen an der Wall Street die Zweifel, ob ein Deal dieser Größe wegen des immense Finanzbedarfs machbar wäre. 1000 DOLLAR STARTKAPITAL Michael Dell hatte die Firma 1984 in seiner Studentenbude mit 1000 Dollar Startkapital gegründet. Zwanzig Jahre später legte er die Führung des Konzerns in die Hände seines langjährigen Vertrauten Kevin Rollins. Als Umsätze und Serviceeinnahmen schrumpften, kehrte er 2007 an die Spitze zurück. Die ersehnte Trendwende blieb aber weitgehend aus. Dell wurde von der globalen Wirtschaftskrise erfasst, der Siegeszug von Smartphones und Tablets setzt dem Konzern schwer zu. Der einst weltgrößte PC-Hersteller verliert kontinuierlich an Boden. Im abgelaufenen Quartal schrumpfte dem Marktforscher Gartner zufolge Dells globaler Marktanteil binnen Jahresfrist um weitere zwei Prozentpunkte auf gut ein Zehntel. Der Nettogewinn brach im dritten Quartal um fast die Hälfte auf 475 Millionen Dollar ein, der Umsatz sackte um elf Prozent auf 13,7 Milliarden ab. Zudem hat sich ein Schuldenberg von rund 4,"5 Milliarden Dollar angehäuft. Der rückläufige PC-Markt wird vom heimischen Rivalen Hewlett-Packard und Lenovo aus China dominiert. Nach Zahlen des Marktbeobachters IDC ist der PC-Absatz über Weihnachten erstmals seit mehr als fünf Jahren rückläufig gewesen."""
