title;text
Jobmarkt-Umfrage schürt Zweifel an früher US-Zinswende;In den USA haben enttäuschende Daten vom Arbeitsmarkt Zweifeln an einer raschen Zinswende neue Nahrung gegeben.  Die amerikanischen Firmen haben im August weniger neue Jobs geschaffen als erwartet. Insgesamt entstanden 190.000 Stellen, wie der private Arbeitsvermittler ADP am Mittwoch unter Berufung auf seine monatliche Umfrage mitteilte. Von Reuters befragte Experten hatten mit 201.000 gerechnet. Die Hoffnung auf eine spätere Zinserhöhung sorgte für Kursgewinne an der Wall Street im frühen Handel. Experten erwarten nun mit Spannung den am Freitag anstehenden Arbeitsmarktbericht der US-Regierung, für den Ökonomen ein Plus von 220.000 Jobs veranschlagen. Anders als in der ADP-Umfrage sind darin auch die staatlichen Stellen enthalten. Die Daten gelten als besonders wichtig, weil die US-Notenbank (Fed) vor einer Zinserhöhung eine weitere Verbesserung  am Arbeitsmarkt sehen will. Der Ökonom Mark Zandi von Moody’s Analytics, das gemeinsam mit ADP für die Job-Umfrage zuständig ist, rechnet für Freitag mit enttäuschenden Daten: “Wenn die Marke von 200.000 nicht erreicht wird, dürfte es der Fed schwerfallen, die Zinsen zu erhöhen”, sagt er dem Sender CNBC.  Zuletzt waren auch angesichts der Turbulenzen an den chinesischen Börsen Zweifel aufgekommen, dass die Fed die Abkehr von der Politik des billigen Geldes bereits im September einleiten wird. Der Notenbanker Eric Rosengren gab diesen Spekulationen neue Nahrung. Es mache aus ökonomischer Sicht kaum einen Unterschied, ob die Zinswende nun einige Monate früher oder später komme, sagte der Präsident der Fed von Boston.  Die US-Industrie zog zudem im Juli weniger Aufträge an Land als erwartet. Das Bestellungsplus im Vergleich zum Vormonat lag mit 0,4 Prozent unter der Analystenprognose von 0,9 Prozent. Die Fed hält den Leitzins seit dem Höhepunkt der weltweiten Finanzkrise Ende 2008 auf dem historisch niedrigen Niveau von null bis 0,25 Prozent.
Grenzkontrollen sollen Flüchtlingsstrom bremsen;Grenzkontrollen sollen den immer schneller wachsenden Strom von Flüchtlingen nach Deutschland eindämmen.  Italien erklärte sich am Mittwoch auf Bitten Bayerns bereit, in Südtirol den Übergang nach Österreich verschärft zu überwachen. “Für uns ist das ein Beispiel gelebter europäischer Solidarität”, begrüßte Bayerns Sozialministerin Emilia Müller (CSU) den Schritt. In Budapest forderten unterdessen vor dem Ostbahnhof Tausende, in Züge nach Deutschland gelassen zu werden. Die Polizei hinderte die Flüchtlinge aber weiter daran, den Bahnhof zu betreten. Die Zahl der in Deutschland eintreffenden Asylsuchenden überschritt im August erstmals in einem Monat die Marke von 100.000. Bundesweit wurden 104.460 Neuankömmlinge verzeichnet. Fast jeder Zweite kam aus Syrien.  Bayern erlebt derzeit einen besonders starken Zuzug von Flüchtlingen. Von Jahresbeginn bis Ende August seien 413.535 Flüchtlinge und Asylbewerber nach Deutschland gekommen, sagte ein Sprecher Müllers. Rund 140.000 und damit jeder Dritte sei im Freistaat erstmals registriert worden. Das bayerische Kabinett beriet am Nachmittag über die Krise. Müller hatte bereits am Dienstag andere Bundesländer um Hilfe gebeten. Bis Ende des Jahres erwartet die Bundesregierung nach eigenen Angaben 800.000 Flüchtlinge. Manche Landespolitiker gehen von einer Million aus. Der innenpolitische Sprecher der Union, Stephan Mayer, nannte die vorübergehende Wiedereinführung stationärer Grenzkontrollen zwischen Italien und Österreich einen Weckruf. “Ich begrüße die Entscheidung des Südtiroler Landeshauptmanns und der italienischen Regierung außerordentlich, dass temporär wieder Grenzkontrollen eingeführt werden”, sagte er. Italien, Ungarn und Österreich war zuletzt vorgeworfen worden, Flüchtlinge ohne Kontrollen nach Deutschland reisen zu lassen. WIEDER ELF FLÜCHTLINGE ERTRUNKEN - DARUNTER DREI KINDER Vor dem Budapester Ostbahnhof blieb die Lage angespannt. Rund 2000 Menschen skandierten in der ungarischen Hauptstadt “Freiheit, Freiheit” und verlangten, zu Zügen gelassen zu werden. Etwa 50 Polizisten riegelten die Hauptzugänge zum Bahnhofsgebäude ab. Die Behörden verwiesen auf EU-Regeln. Demnach gilt, dass ein Asylantrag dort gestellt und bearbeitet werden muss, wo ein Flüchtling erstmals den Boden eines Mitgliedstaates betritt. Am Montag hatten die ungarischen Behörden dennoch dem Druck nachgegeben und Tausende Menschen in Züge Richtung Deutschland gelassen. Die syrischen Flüchtlinge kommen über die Türkei meist an griechischen Inseln an und ziehen von dort weiter über Mazedonien, Serbien und Ungarn Richtung Nordwesten. Die türkische Nachrichtenagentur Dogan berichtete am Mittwoch, dass mindestens elf Flüchtlinge auf der Überfahrt von der türkischen Küste zur griechischen Insel Kos ertrunken seien. Demnach starben beim Untergang eines Bootes sieben der 16 Migranten an Bord. Vier konnten von der Küstenwache gerettet werden und fünf würden noch vermisst. Beim Untergang eines zweiten Bootes mit sechs Menschen an Bord starben eine Frau und drei Kinder.  DE MAIZIERE: INTEGRATION WIRD SCHWIERIGER Die Polizei in Österreich geht nach dem Tod von 71 Flüchtlingen in einem Lastwagen vergangene Woche weiter verschärft gegen Schlepperbanden vor. Allein im Burgenland an der Grenze zu Ungarn wurden demnach seit Sonntagabend 24 Schlepper festgenommen und 239 Flüchtlinge aus Fahrzeugen befreit. 54 Polizisten seien rund um die Uhr im Einsatz.     Bundesinnenminister Thomas de Maiziere warnte, dass die Integration neuer Flüchtlingsgruppen schwieriger werde. In Deutschland lebten rund vier Millionen Muslime vor allem mit türkischem Hintergrund, sagte der CDU-Politiker der “Zeit”. “Jetzt werden wir Hunderttausende arabisch geprägte Muslime bekommen, und das ist, nach allem, was mir mein französischer Kollege sagt, ein erheblicher Unterschied in Sachen Integration.” Von den Erwachsenen seien bis zu 20 Prozent Analphabeten. De Maiziere will die Aufnahme von Flüchtlingen durch eine Reihe von Gesetzesänderungen beschleunigen, die nach seinen Vorstellungen schon im Oktober wirksam werden könnten. Auch eine Änderung des Grundgesetzes schloss er nicht aus.
Agentur - Türkische Luftwaffe tötet 20 PKK-Kämpfer;Die türkische Luftwaffe hat nach einem Bericht der staatlichen Nachrichtenagentur Anadolu beim Angriff von Stellungen der Kurdischen Arbeiterpartei PKK 20 Kämpfer getötet.  Nach Angaben vom Mittwoch wurde zuvor ein Soldat getötet, als PKK-Mitglieder auf die Armee im Grenzgebiet zu Syrien und Irak schossen. Zwei weitere Soldaten seien verletzt worden. Zwei F-16 Kampfjets griffen demnach daraufhin die Stellungen der verbotenen Gruppe an. Zudem entsandte die Armee Kampfhubschrauber, Drohnen und weitere Soldaten in die Region. Seit dem Ende des Waffenstillstands zwischen türkischer Armee und PKK sind rund 70 Armeeangehörige und nach Anadolu-Berichten über 900 PKK-Kämpfer getötet worden. Die Menschenrechtsorganisation Human Rights Watch kritisierte das Verhalten der Behörden. “Es ist sehr besorgniserregend, dass die Polizei im Südosten der Türkei anscheinend zu einer Praxis der Übergriffe zurückkehrt.” Ein Hinweis seien überfüllte Gefängnisse in der Region.
Tsipras-Vorsprung in Griechenland schmilzt dahin;Gut zwei Wochen vor der Wahl in Griechenland hat die Syriza des zurückgetretenen Regierungschefs Alexis Tsipras nur noch einen hauchdünnen Vorsprung.  Nach einer am Mittwoch veröffentlichten Umfrage des Instituts Alco liegt die linke Partei lediglich 0,4 Prozentpunkte vor der konservativen Nea Dimokratia. Eine zweite Wählerbefragung des Instituts Pulse ergab für Syriza 26 und für die Konservativen 25 Prozent. Von der angestrebten Alleinregierung ist Tsipras demnach meilenweit entfernt. Im Mai hatte Syriza noch einen Vorsprung von 15 Punkten vor der Nea Dimokratia. Der Pulse-Umfrage zufolge hat die rechtsextreme “Goldene Morgenröte” derzeit Aussichten, mit sechs Prozent drittstärkste Kraft im Parlament in Athen zu werden. Nach der Befragung des Instituts Alco kommt Syriza derzeit auf 23 Prozent der Stimmen, die Nea Dimokratia auf 22,6 Prozent. Die Frage, wer am Ende die Nase vorn hat, ist in Griechenland noch wichtiger als in anderen Ländern. Denn die Verfassung sieht für die stärkste Partei im 300 Sitze zählenden Parlament einen Bonus von 50 Mandaten vor. Das macht eine Regierungsbildung gegen den Wahlsieger sehr unwahrscheinlich.   Der Pulse-Umfrage zufolge sind mehr als zwei Drittel der Befragten nicht mit der Arbeit der Regierung Tsipras einverstanden. In früheren Umfragen genoss Tsipras große Zustimmung der Bevölkerung, weil er sich in den Gesprächen mit den internationalen Geldgebern als harter Verhandler gezeigt hatte. Er war in Januar mit dem Versprechen angetreten, den bei vielen Griechen verhassten Sparkurs zu beenden. Unter dem Druck der drohenden Staatspleite vereinbarte Tsipras aber ein Hilfsprogramm, das auch drastische Reformen beinhaltet. An dem Kurswechsel war seine Koalition zerbrochen.
De Maiziere will Gesetzpaket für Flüchtlinge bis Oktober;Bundesinnenminister Thomas de Maiziere will die Aufnahme Hunderttausender Flüchtlinge bereits kommenden Monat erleichtern und schließt auch eine Grundgesetzänderung nicht aus.  Der CDU-Politiker erklärte am Mittwoch in Berlin, da die bisherigen Maßnahmen nicht ausreichten, habe er Gesetzesänderungen vorgeschlagen. “Ich rege an, dass wir dieses in einem politischen und rechtlichen Gesamtpaket beschließen und dann möglichst noch im Oktober die gesamte Gesetzgebung abschließen.” Man könne sich keinen Verzug leisten, betonte er. “Insbesondere dann, wenn wir die Menschen aus den Zelten in winterfeste Unterkünfte bringen wollen und auch dann, wenn wir diejenigen, die Schutz verdienen, sehr schnell in Arbeit bringen wollen.” Zudem müsse schnell Klarheit über finanzielle Hilfen bestehen. Zu den in seinem Ressort erwarteten Mehrkosten erklärte er lediglich: “Gehen sie davon aus, dass wir wissen, dass es um sehr viel Geld geht”. Bundesarbeitsministerin Andrea Nahles hatte einen Mehrbedarf bis zu 3,3 Milliarden Euro für das kommende Jahr angekündigt. BUND DISKUTIERT MIT LÄNDERN ÜBER FINANZIERUNG Mit den Ländern werde über die Finanzierung der Flüchtlingshilfen diskutiert, sagte de Maiziere. Auch eine Verfassungsänderung werde geprüft. Er verwies darauf, dass nach dem Grundgesetz die Finanzierungskompetenz des Bundes begrenzt sei. De Maizieres Vorschläge sollen zunächst beim Treffen der Koalitionsspitzen am Sonntag und dann beim Flüchtlingsgipfel von Bund und Ländern am 24. September beraten werden. In der “Zeit” erklärte de Maiziere, die Integration neuer Flüchtlingsgruppen dürfte schwieriger werden. Derzeit lebten in Deutschland vor allem Muslime mit türkischem Migrationshintergrund. “Jetzt werden wir Hunderttausende arabisch geprägte Muslime bekommen, und das ist, nach allem, was mir mein französischer Kollege sagt, ein erheblicher Unterschied in Sachen Integration.”
Winterkorn soll bis Ende 2018 VW-Chef bleiben;In die seit Monaten schwelende Führungskrise bei Volkswagen kommt Bewegung:  Nach dem Machtkampf mit dem Firmenpatriarchen Ferdinand Piech soll der Aufsichtsrat den Vertrag von Vorstandschef Martin Winterkorn schon am 25. September und damit fünf Monate früher als geplant vorzeitig bis Ende 2018 verlängern. Das beschloss das Präsidium des Kontrollgremiums am Mittwoch einstimmig, wie Volkswagen mitteilte. “Wir werden mit Professor Martin Winterkorn an der Spitze den Erfolgsweg der vergangenen Jahre weitergehen und die Ziele der Strategie 2018 konsequent umsetzen”, sagte Aufsichtsratschef Berthold Huber. Der ehemalige IG-Metall-Vorsitzende leitet das VW-Kontrollgremium seit Piechs Rücktritt im April, bis für diesen ein Nachfolger gefunden ist. Piech war im Frühjahr mit dem Versuch gescheitert, seinen einstigen Zögling Winterkorn zu kippen. Die Familie Porsche, zusammen mit den Piechs Hauptaktionäre von VW, das Land Niedersachsen und die Arbeitnehmer im Aufsichtsrat standen geschlossen hinter Winterkorn. Intern mehre sich inzwischen aber die Kritik am Vorstandschef, hatte die “Braunschweiger Zeitung” am Montag berichtet. Winterkorn sei angeschlagen, sein Führungsstil autoritär, er habe keinen Weitblick für wichtige Trends wie die Digitalisierung des Autos, und dem Konzern fehle die Richtung, hieß es unter Berufung auf das Konzernumfeld und auf “hochrangige Zweifler”. Vor diesem Hintergrund solle das Vorziehen der eigentlich erst für Februar geplanten Vertragsverlängerung Winterkorns Position stärken, erklärte ein Insider gegenüber der Nachrichtenagentur Reuters. Ursprünglich wäre der Vertrag Ende 2016 ausgelaufen. WEIL: WINTERKORN DER RICHTIGE MANN Niedersachsens Ministerpräsident Stephan Weil betonte, Winterkorn sei der richtige Mann an der Spitze von Volkswagen - gerade auch im Hinblick auf die Herausforderungen der kommenden Jahre. Der 68-jährige Vorstandschef hatte Piechs Angriff vor allem dank der Schützenhilfe der Arbeitnehmer überstanden. Der Vorsitzende des Konzernbetriebsrats Bernd Osterloh, Mitglied des Präsidiums, erklärte zur Vertragsverlängerung: “Wir haben diesen Schritt seit eineinhalb Jahren gefordert. Insofern freuen wir uns, dass wir unseren Erfolgsweg mit Martin Winterkorn fortsetzen werden.” Piech war Insidern zufolge von ihm abgerückt, weil er den Schwaben unter anderem für die Renditeprobleme der Kernmarke VW und Misserfolge am US-Automarkt verantwortlich machte. Nach dem Streit zog sich der 78-Jährige im Groll zurück, kann aber als VW-Großaktionär über die Familienholding Porsche SE weiter Einfluss nehmen. Winterkorn arbeitet unterdessen an einer neuen Konzernstruktur, über die der Aufsichtsrat am 25. September beraten soll. Insidern zufolge sollen die zwölf Marken des Autoimperiums in vier Einheiten zusammengefasst werden. Die Gruppen sollen unabhängiger von Wolfsburger Zentrale über ihre Modelle entscheiden, um den Kundengeschmack besser zu treffen. BERICHT: PÖTSCH GEHEIMFAVORIT FÜR AUFSICHTSRAT Noch offen ist unterdessen, wer den Aufsichtsrat künftig leiten wird. Regierungschef Weil sagte der Nachrichtenagentur dpa am Mittwoch, diese Frage werde sicher noch in diesem Jahr beantwortet. Ursprünglich wollte Winterkorn mit Piechs Segen vom Chefsessel im Vorstand auf den im Aufsichtsrat wechseln. Aus diesem Plan wird nach Einschätzung von Arndt Ellinghorst, Analyst von Evercore ISI, trotz Piechs Rückzug nichts. “Mit einem Alter von 71 Jahren am Ende seines Amtes als Vorstandschefs wird er nach unserer Ansicht zu alt sein.” Besser für den Konzern wäre ohnehin ein externer Chefkontrolleur. Wie die “Kleine Zeitung” aus Österreich, dem Heimatland der Porsches und Piechs, berichtet, will die Auto-Dynastie zumindest kein Familienmitglied im Vorsitz. VW-Finanzchef Hans Dieter Pötsch sei ein Geheimfavorit für den Posten. Der Name des 64-jährigen Österreichers sei auch gefallen, sagte einer der Insider Reuters. “Aber es gibt noch andere.”
Europas Anleger vor EZB und US-Daten auf der Hut;Nach den Turbulenzen der vergangenen Tage haben sich die Anleger an den europäischen Aktienmärkten am Mittwoch bedeckt gehalten.  Dax und EuroStoxx50 kamen bis zum Nachmittag kaum vom Fleck und notierten mit 10.039 und 3195 Punkten je 0,2 Prozent höher. Angesichts der zuletzt hohen Schwankungsbreite blieb die Stimmung angeschlagen. “Eine hohe Unsicherheit ist im Markt, was nur wirklich nervenstarke Anleger zu diesem Zeitpunkt an die Börse locken sollte. Denn noch sind die Märkte nicht über den Berg”, fasste Andreas Paciorek von CMC Markets zusammen. Auch für die Wall Street signalisierten die Futures eine leichte Erholung zur Eröffnung.  Der Bericht vom privaten Arbeitsmarkt-Dienstleister ADP fiel etwas schlechter als erwartet aus. Danach wurden in den USA im August 190.000 neue Jobs geschaffen. Von Reuters befragte Analysten hatten mit einem Anstieg von 201.000 gerechnet.    Die US-Notenbank Fed hat die erste Zinserhöhung seit Ausbruch der Finanzkrise 2007/08 von einem robusten Stellenmarkt abhängig gemacht. Daher gilt das Hauptaugenmerk der Anleger den amtlichen Daten, die am Freitag vorgelegt werden. Davon erhoffen sie sich Hinweise auf den Zeitpunkt der Zinswende.  Die Turbulenzen rund um China hatten zuletzt Spekulationen geschürt, dass die US-Notenbank im September noch nicht die Zinsen anheben wird. Der Chef der Fed von Boston, Eric Rosengren, sagte am Dienstag, es mache aus ökonomischer Sicht kaum einen Unterschied, ob die Zinswende nun einige Monate früher oder später komme. Weitere Hinweise erhoffen sich die Anleger auch vom Konjunkturbericht “Beige Book” der Fed am Abend. Nach zeitweiligen starken Kursverlusten hatte die Börse in Shanghai kaum verändert geschlossen.  Von der Europäischen Zentralbank (EZB), die am Donnerstag in Frankfurt turnusmäßig tagt, werden keine geldpolitischen Änderungen erwartet. Allerdings werden die Marktteilnehmer sehr genau darauf achten, ob und wie sich EZB-Chef Mario Draghi zu den Marktturbulenzen dieses Sommers und den möglichen Folgen für die Geldpolitik äußert.  VERSORGER WEITER IM TAL DER TRÄNEN Unter den Einzelwerten standen nach der Steigerung der Handelsumsätze an der Terminbörse Eurex die Aktien der Deutschen Börse im Dax mit einem Plus von bis zu knapp zwei Prozent ganz oben.  Weiter abwärts ging es hingegen für die Aktien der Versorger: RWE fielen um bis zu 1,7 Prozent auf 12,89 Euro und lagen damit auf dem tiefsten Stand seit mehr als 25 Jahren. E.ON büßten bis zu zwei Prozent auf 9,67 Euro ein. Die beiden waren damit die Schlusslichter im Dax. Händler verwiesen auf eine Reuters-Meldung, wonach die Bundesregierung die Energiekonzerne für Abriss- und Entsorgungskosten von Kernkraftwerken ihrer Atomtöchter per Gesetz in Haftung nehmen will.  Im SDax katapultierte ein Großauftrag die zuletzt arg gebeutelten Aktien von Grammer um bis zu 7,2 Prozent in die Höhe und damit an die Indexspitze. Das Unternehmen hat den größten Auftrag für Fahrersitze der Firmengeschichte ergattert.
Deutschland verzeichnet über 100.000 Flüchtlinge im August;Die Zahl der in Deutschland eintreffenden Flüchtlinge und Asylbewerber hat im August erstmals in einem Monat die Marke von 100.000 überschritten.  Bundesweit seien 104.460 Neuankömmlinge verzeichnet worden, sagte ein Sprecher der bayerischen Sozialministerin Emilia Müller am Mittwoch der Nachrichtenagentur Reuters. In Budapest forderten vor dem Ostbahnhof der ungarischen Hauptstadt erneut Tausende Menschen, in Züge nach Deutschland gelassen zu werden. Von Jahresbeginn bis Ende August seien 413.535 Flüchtlinge und Asylbewerber nach Deutschland gekommen, teilten die bayerischen Behörden weiter mit. Etwa jeder Dritte sei im Freistaat erstmals registriert worden. Das bayerische Kabinett berät am Nachmittag über die Krise. CSU-Ministerin Müller hatte bereits am Dienstag andere Bundesländer um Hilfe gebeten. Die Zahlen beziehen sich auf das sogenannte Easy-System, mit dem Neuankömmlinge in der Regel erfasst werden. Sie unterscheiden sich von der Zahl der Asylanträge, da bis zur Antragstellung Tage oder Wochen vergehen können. Bis Ende des Jahres erwartet die Bundesregierung nach eigenen Angaben 800.000 Flüchtlinge. Manche Landespolitiker gehen von einer Million aus. WIEDER ELF FLÜCHTLINGE AUF ÜBERFAHRT GESTORBEN Vor dem Budapester Ostbahnhof blieb die Lage unterdessen angespannt. Rund 2000 Menschen skandierten “Freiheit, Freiheit” und verlangten, zu Zügen gelassen zu werden. Die Behörden verwehrten den Zutritt zu dem Gebäude und verwiesen auf EU-Regeln. Demnach gilt, dass ein Asylantrag dort gestellt und bearbeitet werden muss, wo ein Flüchtling erstmals den Boden eines Mitgliedstaates betritt. Am Montag hatten die ungarischen Behörden dennoch dem Druck nachgegeben und Tausende Menschen in Züge Richtung Deutschland gelassen. Die Polizei im benachbarten Österreich geht nach dem Tod von 71 Flüchtlingen in einem Lastwagen vergangene Woche weiter gegen Schlepperbanden vor. Allein im Burgenland an der Grenze zu Ungarn wurden demnach seit Sonntagabend 24 Schlepper festgenommen und 239 Flüchtlinge aus Fahrzeugen befreit. 54 Polizisten seien rund um die Uhr im Einsatz. Die syrischen Flüchtlinge kommen über die Türkei meist an griechischen Inseln an und ziehen von dort weiter über Mazedonien, Serbien und Ungarn Richtung Nordwesten. Die türkische Nachrichtenagentur Dogan berichtete am Mittwoch, dass mindestens elf Flüchtlinge auf der Überfahrt von der türkischen Küste zur griechischen Insel Kos ertrunken seien. Demnach starben beim Untergang eines Bootes sieben der 16 Migranten an Bord. Vier konnten von der Küstenwache gerettet werden und fünf würden noch vermisst. Beim Untergang eines zweiten Bootes mit sechs Menschen an Bord starben eine Frau und drei Kinder.  DE MAIZIERE WARNT VOR SCHWIERIGER INTEGRATION Bundesinnenminister Thomas de Maiziere warnte davor, dass die Integration neuer Flüchtlingsgruppen schwieriger werden dürfte. In Deutschland lebten rund vier Millionen Muslime vor allem mit türkischem Hintergrund, sagte er der “Zeit”. “Jetzt werden wir Hunderttausende arabisch geprägte Muslime bekommen, und das ist, nach allem, was mir mein französischer Kollege sagt, ein erheblicher Unterschied in Sachen Integration.” Bei Erwachsenen liege der Anteil von Analphabeten bei bis zu 20 Prozent. Nach Ansicht des CDU-Politikers muss Deutschland auch die Verfassung ändern, um die Aufnahme von Flüchtlingen bewältigen zu können. “Wir werden uns überall auf Veränderungen einstellen müssen: Schule, Polizei, Wohnungsbau, Gerichte, Gesundheitswesen, überall. Ich rede da auch über eine Grundgesetzänderung”, sagte de Maiziere. Zugleich sagte er rechten Straftätern einen entschlossenen Kampf an.
Über 100.000 Flüchtlinge erreichen im August Deutschland;Die Zahl der in Deutschland eintreffenden Flüchtlinge und Asylbewerber hat im August erstmals in einem Monat die Marke von 100.000 überschritten.  Das Registrierungssystem Easy habe im vergangenen Monat bundesweit 104.460 Neuankömmlinge verzeichnet, sagte ein Sprecher der bayerischen Sozialministerin Emilia Müller (CSU) am Mittwoch der Nachrichtenagentur Reuters. Seit Jahresbeginn bis Ende August seien 413.535 Flüchtlinge und Asylbewerber nach Deutschland gekommen. Etwa jeder Dritte sei in Bayern erstmals registriert worden. Das bayerische Kabinett berät am Nachmittag über die hohe Flüchtlingszahl. Müller hatte am Dienstag andere Bundesländer um Hilfe gebeten. Im Easy-System werden Flüchtlinge und Asylbewerber in der Regel bei ihrer Ankunft in Deutschland erfasst. Sie unterscheidet sich von der Zahl der Asylanträge, da bis zum Asylantrag wegen der hohen Zahl von Neuankömmlingen Tage oder Wochen verstreichen können. Bis Ende des Jahres erwartet die Bundesregierung 800.000 Flüchtlinge. Bis Ende Juli haben über 218.000 Menschen in Deutschland einen Asylantrag gestellt.
Dax kämpft um die Marke von 10.000 Punkten;Die Stimmung am europäischen Aktienmarkt bleibt angeschlagen. Nach drei Verlusttagen in Folge kämpfte der Dax am Mittwoch um die psychologisch wichtige Marke von 10.000 Punkten.  Anfängliche Kursgewinne von bis zu einem Prozent waren nicht von langer Dauer: Am späten Vormittag lag der Index 0,3 Prozent im Minus bei 9982 Punkten. Auch an den übrigen Börsen Europas ging es zur Wochenmitte größtenteils abwärts. Der EuroStoxx50 fiel um 0,2 Prozent. Nach wie vor lastet die Sorge vor einem Konjunktureinbruch in China auf den Kursen. “Die Musik spielt weiter in China und alle Aufmerksamkeit der Anleger gilt der Frage, wie stark sich die Wirtschaft im Reich der Mitte in den kommenden Monaten abkühlen wird”, sagte Marktanalyst Andreas Paciorek von CMC Markets. An der Shanghaier Börse wirkten die enttäuschenden Konjunkturdaten vom Vortag nach - sie büßte zwischenzeitlich 4,6 Prozent ein. Spekulationen um weitere Stützungskäufe glichen einen Großteil der Kursverluste wieder aus, der Shanghaier Index schloss 0,2 Prozent im Minus. Auch die Ungewissheit über den Zeitpunkt der US-Zinswende belastet. Die Turbulenzen rund um China hatten zuletzt Spekulationen geschürt, dass die US-Notenbank im September noch nicht die Zinsen anheben wird. Der Chef der Fed von Boston, Eric Rosengren sagte am Dienstag, es mache aus ökonomischer Sicht kaum einen Unterschied, ob die Zinswende nun einige Monate früher oder später komme. Weitere Hinweise erhoffen sich die Anleger nun vom Konjunkturbericht “Beige Book” der Fed am Abend sowie dem Arbeitsmarktbericht aus der Privatwirtschaft am Nachmittag. GRAMMER HEBEN NACH AUFTRAG AB Die Steigerung der Handelsumsätze an der Terminbörse Eurex schob die Aktien der Deutschen Börse an. Sie kletterten in der Spitze um knapp zwei Prozent auf 79,14 Euro und waren damit einer der größten Dax-Gewinner.  Infineon machten ihre Vortagesverluste mehr als wett: Die Aktien legen bis zu 3,7 Prozent auf 9,80 Euro zu und standen damit an der Dax-Spitze. Am Dienstag waren die Titel um 3,1 Prozent eingebrochen. Weiter abwärts ging es für die Aktien der Versorger: RWE fielen um bis zu 1,7 Prozent auf 12,89 Euro und lagen damit auf dem tiefsten Stand seit mehr als 25 Jahren. Im SDax katapultierte ein Großauftrag die Aktien von Grammer an die Indexspitze. Sie kletterten um bis zu 7,2 Prozent auf ein Zwei-Wochen-Hoch von 21,90 Euro, nachdem das Unternehmen den größten Auftrag für Fahrersitze der Firmengeschichte ergatterte.
